id,SURFACE_TY,REGION,YR_SURF,CLASS,MILES,AADT_2011,obs_year,OCI,year
0006P-Both-1,Asphalt,3,2011,Level 1,3.91,7210,OCI_04,96.36244,2004
0006P-Both-1,Asphalt,3,2011,Level 1,3.91,7210,OCI_05,89.93015,2005
0006P-Both-1,Asphalt,3,2011,Level 1,3.91,7210,OCI_06,90.22396,2006
0006P-Both-1,Asphalt,3,2011,Level 1,3.91,7210,OCI_07,86.52546,2007
0006P-Both-1,Asphalt,3,2011,Level 1,3.91,7210,OCI_08,82.41007,2008
0006P-Both-1,Asphalt,3,2011,Level 1,3.91,7210,OCI_09,86.3288,2009
0006P-Both-1,Asphalt,3,2011,Level 1,3.91,7210,OCI_10,76.64301,2010
0006P-Both-1,Asphalt,3,2011,Level 1,3.91,7210,OCI_11,83.83437,2011
0006P-Both-1,Asphalt,3,2011,Level 1,3.91,7210,OCI_12,93.86781,2012
0006P-Both-10,Asphalt,4,2006,Level 1,6.55,6270,OCI_04,98.4977,2004
0006P-Both-10,Asphalt,4,2006,Level 1,6.55,6270,OCI_05,94.87736,2005
0006P-Both-10,Asphalt,4,2006,Level 1,6.55,6270,OCI_06,95.39695,2006
0006P-Both-10,Asphalt,4,2006,Level 1,6.55,6270,OCI_07,85.95956,2007
0006P-Both-10,Asphalt,4,2006,Level 1,6.55,6270,OCI_08,87.53631,2008
0006P-Both-10,Asphalt,4,2006,Level 1,6.55,6270,OCI_09,87.69241,2009
0006P-Both-10,Asphalt,4,2006,Level 1,6.55,6270,OCI_10,86.79717,2010
0006P-Both-10,Asphalt,4,2006,Level 1,6.55,6270,OCI_11,81.29077,2011
0006P-Both-10,Asphalt,4,2006,Level 1,6.55,6270,OCI_12,84.56012,2012
0006P-Both-11,Asphalt,4,2009,Level 1,3.8,4205,OCI_04,95.63381,2004
0006P-Both-11,Asphalt,4,2009,Level 1,3.8,4205,OCI_05,86.79644,2005
0006P-Both-11,Asphalt,4,2009,Level 1,3.8,4205,OCI_06,54.6657,2006
0006P-Both-11,Asphalt,4,2009,Level 1,3.8,4205,OCI_07,87.19309,2007
0006P-Both-11,Asphalt,4,2009,Level 1,3.8,4205,OCI_08,77.96091,2008
0006P-Both-11,Asphalt,4,2009,Level 1,3.8,4205,OCI_09,74.01791,2009
0006P-Both-11,Asphalt,4,2009,Level 1,3.8,4205,OCI_10,80.74409,2010
0006P-Both-11,Asphalt,4,2009,Level 1,3.8,4205,OCI_11,92.99988,2011
0006P-Both-11,Asphalt,4,2009,Level 1,3.8,4205,OCI_12,90.25607,2012
0006P-Both-12,Asphalt,4,2010,Level 1,1.19,6270,OCI_04,94.33612,2004
0006P-Both-12,Asphalt,4,2010,Level 1,1.19,6270,OCI_05,57.55473,2005
0006P-Both-12,Asphalt,4,2010,Level 1,1.19,6270,OCI_06,84.98716,2006
0006P-Both-12,Asphalt,4,2010,Level 1,1.19,6270,OCI_07,69.4816,2007
0006P-Both-12,Asphalt,4,2010,Level 1,1.19,6270,OCI_08,78.86104,2008
0006P-Both-12,Asphalt,4,2010,Level 1,1.19,6270,OCI_09,85.84004,2009
0006P-Both-12,Asphalt,4,2010,Level 1,1.19,6270,OCI_10,65.84299,2010
0006P-Both-12,Asphalt,4,2010,Level 1,1.19,6270,OCI_11,94.20187,2011
0006P-Both-12,Asphalt,4,2010,Level 1,1.19,6270,OCI_12,92.26741,2012
0006P-Both-13,Asphalt,4,2010,Level 1,3.84,6487,OCI_04,95.44195,2004
0006P-Both-13,Asphalt,4,2010,Level 1,3.84,6487,OCI_05,75.50839,2005
0006P-Both-13,Asphalt,4,2010,Level 1,3.84,6487,OCI_06,76.66577,2006
0006P-Both-13,Asphalt,4,2010,Level 1,3.84,6487,OCI_07,75.87425,2007
0006P-Both-13,Asphalt,4,2010,Level 1,3.84,6487,OCI_08,88.38802,2008
0006P-Both-13,Asphalt,4,2010,Level 1,3.84,6487,OCI_09,90.17448,2009
0006P-Both-13,Asphalt,4,2010,Level 1,3.84,6487,OCI_10,81.16627,2010
0006P-Both-13,Asphalt,4,2010,Level 1,3.84,6487,OCI_11,89.88142,2011
0006P-Both-13,Asphalt,4,2010,Level 1,3.84,6487,OCI_12,93.81385,2012
0006P-Both-15,Asphalt,4,2008,Level 1,0.513,11623,OCI_04,91.44725,2004
0006P-Both-15,Asphalt,4,2008,Level 1,0.513,11623,OCI_05,79.06928,2005
0006P-Both-15,Asphalt,4,2008,Level 1,0.513,11623,OCI_06,81.05232,2006
0006P-Both-15,Asphalt,4,2008,Level 1,0.513,11623,OCI_07,87.05538,2007
0006P-Both-15,Asphalt,4,2008,Level 1,0.513,11623,OCI_08,90.61498,2008
0006P-Both-15,Asphalt,4,2008,Level 1,0.513,11623,OCI_09,89.71493,2009
0006P-Both-15,Asphalt,4,2008,Level 1,0.513,11623,OCI_10,59.25614,2010
0006P-Both-15,Asphalt,4,2008,Level 1,0.513,11623,OCI_11,63.03391,2011
0006P-Both-15,Asphalt,4,2008,Level 1,0.513,11623,OCI_12,59.6411,2012
0006P-Both-157,Asphalt,3,2004,Level 1,9.1,2973,OCI_04,93.98242,2004
0006P-Both-157,Asphalt,3,2004,Level 1,9.1,2973,OCI_05,93.0989,2005
0006P-Both-157,Asphalt,3,2004,Level 1,9.1,2973,OCI_06,81.64121,2006
0006P-Both-157,Asphalt,3,2004,Level 1,9.1,2973,OCI_07,75.93639,2007
0006P-Both-157,Asphalt,3,2004,Level 1,9.1,2973,OCI_08,85.676,2008
0006P-Both-157,Asphalt,3,2004,Level 1,9.1,2973,OCI_09,82.45329,2009
0006P-Both-157,Asphalt,3,2004,Level 1,9.1,2973,OCI_10,69.61574,2010
0006P-Both-157,Asphalt,3,2004,Level 1,9.1,2973,OCI_11,80.64661,2011
0006P-Both-157,Asphalt,3,2004,Level 1,9.1,2973,OCI_12,81.14018,2012
0006P-Both-16,Asphalt,4,2007,Level 1,2.34,11080,OCI_04,83.7736,2004
0006P-Both-16,Asphalt,4,2007,Level 1,2.34,11080,OCI_05,75.96218,2005
0006P-Both-16,Asphalt,4,2007,Level 1,2.34,11080,OCI_06,72.57453,2006
0006P-Both-16,Asphalt,4,2007,Level 1,2.34,11080,OCI_07,95.65177,2007
0006P-Both-16,Asphalt,4,2007,Level 1,2.34,11080,OCI_08,94.88611,2008
0006P-Both-16,Asphalt,4,2007,Level 1,2.34,11080,OCI_09,94.23996,2009
0006P-Both-16,Asphalt,4,2007,Level 1,2.34,11080,OCI_10,94.00781,2010
0006P-Both-16,Asphalt,4,2007,Level 1,2.34,11080,OCI_11,88.09942,2011
0006P-Both-16,Asphalt,4,2007,Level 1,2.34,11080,OCI_12,94.78178,2012
0006P-Both-168,Asphalt,3,2007,Level 2,8.78,620,OCI_04,80.66895,2004
0006P-Both-168,Asphalt,3,2007,Level 2,8.78,620,OCI_05,84.03756,2005
0006P-Both-168,Asphalt,3,2007,Level 2,8.78,620,OCI_06,78.79289,2006
0006P-Both-168,Asphalt,3,2007,Level 2,8.78,620,OCI_07,72.83663,2007
0006P-Both-168,Asphalt,3,2007,Level 2,8.78,620,OCI_08,85.38038,2008
0006P-Both-168,Asphalt,3,2007,Level 2,8.78,620,OCI_09,78.48188,2009
0006P-Both-168,Asphalt,3,2007,Level 2,8.78,620,OCI_10,75.03573,2010
0006P-Both-168,Asphalt,3,2007,Level 2,8.78,620,OCI_11,72.72128,2011
0006P-Both-168,Asphalt,3,2007,Level 2,8.78,620,OCI_12,85.41415,2012
0006P-Both-17,Asphalt,4,2009,Level 1,1.119,9228,OCI_04,96.23633,2004
0006P-Both-17,Asphalt,4,2009,Level 1,1.119,9228,OCI_05,55.54209,2005
0006P-Both-17,Asphalt,4,2009,Level 1,1.119,9228,OCI_06,76.94424,2006
0006P-Both-17,Asphalt,4,2009,Level 1,1.119,9228,OCI_07,77.74362,2007
0006P-Both-17,Asphalt,4,2009,Level 1,1.119,9228,OCI_08,89.29869,2008
0006P-Both-17,Asphalt,4,2009,Level 1,1.119,9228,OCI_09,91.99697,2009
0006P-Both-17,Asphalt,4,2009,Level 1,1.119,9228,OCI_10,79.71645,2010
0006P-Both-17,Asphalt,4,2009,Level 1,1.119,9228,OCI_11,84.92044,2011
0006P-Both-17,Asphalt,4,2009,Level 1,1.119,9228,OCI_12,80.95664,2012
0006P-Both-173,Asphalt,4,2010,Level 2,9.8,330,OCI_04,84.87845,2004
0006P-Both-173,Asphalt,4,2010,Level 2,9.8,330,OCI_05,83.58367,2005
0006P-Both-173,Asphalt,4,2010,Level 2,9.8,330,OCI_06,85.58241,2006
0006P-Both-173,Asphalt,4,2010,Level 2,9.8,330,OCI_07,79.50461,2007
0006P-Both-173,Asphalt,4,2010,Level 2,9.8,330,OCI_08,86.81139,2008
0006P-Both-173,Asphalt,4,2010,Level 2,9.8,330,OCI_09,77.1079,2009
0006P-Both-173,Asphalt,4,2010,Level 2,9.8,330,OCI_10,71.41659,2010
0006P-Both-173,Asphalt,4,2010,Level 2,9.8,330,OCI_11,83.23794,2011
0006P-Both-173,Asphalt,4,2010,Level 2,9.8,330,OCI_12,88.54319,2012
0006P-Both-177,Asphalt,3,2010,Level 2,15.74,592,OCI_04,86.07139,2004
0006P-Both-177,Asphalt,3,2010,Level 2,15.74,592,OCI_05,89.40179,2005
0006P-Both-177,Asphalt,3,2010,Level 2,15.74,592,OCI_06,78.8626,2006
0006P-Both-177,Asphalt,3,2010,Level 2,15.74,592,OCI_07,74.63763,2007
0006P-Both-177,Asphalt,3,2010,Level 2,15.74,592,OCI_08,84.27492,2008
0006P-Both-177,Asphalt,3,2010,Level 2,15.74,592,OCI_09,77.69579,2009
0006P-Both-177,Asphalt,3,2010,Level 2,15.74,592,OCI_10,73.1984,2010
0006P-Both-177,Asphalt,3,2010,Level 2,15.74,592,OCI_11,83.16674,2011
0006P-Both-177,Asphalt,3,2010,Level 2,15.74,592,OCI_12,82.6676,2012
0006P-Both-18,Asphalt,4,2011,Level 1,1.243,8050,OCI_04,96.22897,2004
0006P-Both-18,Asphalt,4,2011,Level 1,1.243,8050,OCI_05,55.98237,2005
0006P-Both-18,Asphalt,4,2011,Level 1,1.243,8050,OCI_06,77.89726,2006
0006P-Both-18,Asphalt,4,2011,Level 1,1.243,8050,OCI_07,79.83146,2007
0006P-Both-18,Asphalt,4,2011,Level 1,1.243,8050,OCI_08,84.19407,2008
0006P-Both-18,Asphalt,4,2011,Level 1,1.243,8050,OCI_09,81.01812,2009
0006P-Both-18,Asphalt,4,2011,Level 1,1.243,8050,OCI_10,63.28768,2010
0006P-Both-18,Asphalt,4,2011,Level 1,1.243,8050,OCI_11,69.11334,2011
0006P-Both-18,Asphalt,4,2011,Level 1,1.243,8050,OCI_12,92.43984,2012
0006P-Both-19,Asphalt,4,2006,Level 1,2.821,7007,OCI_04,99.50819,2004
0006P-Both-19,Asphalt,4,2006,Level 1,2.821,7007,OCI_05,95.24516,2005
0006P-Both-19,Asphalt,4,2006,Level 1,2.821,7007,OCI_06,95.62809,2006
0006P-Both-19,Asphalt,4,2006,Level 1,2.821,7007,OCI_07,85.96203,2007
0006P-Both-19,Asphalt,4,2006,Level 1,2.821,7007,OCI_08,87.04207,2008
0006P-Both-19,Asphalt,4,2006,Level 1,2.821,7007,OCI_09,86.94266,2009
0006P-Both-19,Asphalt,4,2006,Level 1,2.821,7007,OCI_10,76.23276,2010
0006P-Both-19,Asphalt,4,2006,Level 1,2.821,7007,OCI_11,77.32774,2011
0006P-Both-19,Asphalt,4,2006,Level 1,2.821,7007,OCI_12,77.75089,2012
0006P-Both-2,Asphalt,3,2000,Level 1,3.75,7180,OCI_04,96.33584,2004
0006P-Both-2,Asphalt,3,2000,Level 1,3.75,7180,OCI_05,89.83912,2005
0006P-Both-2,Asphalt,3,2000,Level 1,3.75,7180,OCI_06,90.13103,2006
0006P-Both-2,Asphalt,3,2000,Level 1,3.75,7180,OCI_07,86.37962,2007
0006P-Both-2,Asphalt,3,2000,Level 1,3.75,7180,OCI_08,82.34926,2008
0006P-Both-2,Asphalt,3,2000,Level 1,3.75,7180,OCI_09,86.32503,2009
0006P-Both-2,Asphalt,3,2000,Level 1,3.75,7180,OCI_10,76.41296,2010
0006P-Both-2,Asphalt,3,2000,Level 1,3.75,7180,OCI_11,86.53593,2011
0006P-Both-2,Asphalt,3,2000,Level 1,3.75,7180,OCI_12,77.0684,2012
0006P-Both-20,Asphalt,4,2010,Level 2,8.2,330,OCI_04,84.87845,2004
0006P-Both-20,Asphalt,4,2010,Level 2,8.2,330,OCI_05,83.58367,2005
0006P-Both-20,Asphalt,4,2010,Level 2,8.2,330,OCI_06,85.58241,2006
0006P-Both-20,Asphalt,4,2010,Level 2,8.2,330,OCI_07,79.50461,2007
0006P-Both-20,Asphalt,4,2010,Level 2,8.2,330,OCI_08,86.81139,2008
0006P-Both-20,Asphalt,4,2010,Level 2,8.2,330,OCI_09,77.1079,2009
0006P-Both-20,Asphalt,4,2010,Level 2,8.2,330,OCI_10,62.9603,2010
0006P-Both-20,Asphalt,4,2010,Level 2,8.2,330,OCI_11,80.84208,2011
0006P-Both-20,Asphalt,4,2010,Level 2,8.2,330,OCI_12,87.77998,2012
0006P-Both-203,Asphalt,4,2008,Level 1,1.962,4822,OCI_04,78.14684,2004
0006P-Both-203,Asphalt,4,2008,Level 1,1.962,4822,OCI_05,77.76484,2005
0006P-Both-203,Asphalt,4,2008,Level 1,1.962,4822,OCI_06,79.20699,2006
0006P-Both-203,Asphalt,4,2008,Level 1,1.962,4822,OCI_07,73.9233,2007
0006P-Both-203,Asphalt,4,2008,Level 1,1.962,4822,OCI_08,90.74887,2008
0006P-Both-203,Asphalt,4,2008,Level 1,1.962,4822,OCI_09,92.73078,2009
0006P-Both-203,Asphalt,4,2008,Level 1,1.962,4822,OCI_10,89.57113,2010
0006P-Both-203,Asphalt,4,2008,Level 1,1.962,4822,OCI_11,89.4154,2011
0006P-Both-203,Asphalt,4,2008,Level 1,1.962,4822,OCI_12,92.15056,2012
0006P-Both-21,Asphalt,4,2003,Level 1,3.074,4575,OCI_04,97.27608,2004
0006P-Both-21,Asphalt,4,2003,Level 1,3.074,4575,OCI_05,95.65184,2005
0006P-Both-21,Asphalt,4,2003,Level 1,3.074,4575,OCI_06,91.25723,2006
0006P-Both-21,Asphalt,4,2003,Level 1,3.074,4575,OCI_07,93.75392,2007
0006P-Both-21,Asphalt,4,2003,Level 1,3.074,4575,OCI_08,90.73021,2008
0006P-Both-21,Asphalt,4,2003,Level 1,3.074,4575,OCI_09,84.68843,2009
0006P-Both-21,Asphalt,4,2003,Level 1,3.074,4575,OCI_10,68.64378,2010
0006P-Both-21,Asphalt,4,2003,Level 1,3.074,4575,OCI_11,95.38558,2011
0006P-Both-21,Asphalt,4,2003,Level 1,3.074,4575,OCI_12,95.59208,2012
0006P-Both-22,Asphalt,4,2010,Level 1,3.761,4575,OCI_04,97.27608,2004
0006P-Both-22,Asphalt,4,2010,Level 1,3.761,4575,OCI_05,95.65184,2005
0006P-Both-22,Asphalt,4,2010,Level 1,3.761,4575,OCI_06,91.25723,2006
0006P-Both-22,Asphalt,4,2010,Level 1,3.761,4575,OCI_07,93.75392,2007
0006P-Both-22,Asphalt,4,2010,Level 1,3.761,4575,OCI_08,87.51991,2008
0006P-Both-22,Asphalt,4,2010,Level 1,3.761,4575,OCI_09,76.99773,2009
0006P-Both-22,Asphalt,4,2010,Level 1,3.761,4575,OCI_10,49.11947,2010
0006P-Both-22,Asphalt,4,2010,Level 1,3.761,4575,OCI_11,89.05582,2011
0006P-Both-22,Asphalt,4,2010,Level 1,3.761,4575,OCI_12,95.42448,2012
0006P-Both-222,Asphalt,3,2009,Level 1,4.576,15839,OCI_04,99.06093,2004
0006P-Both-222,Asphalt,3,2009,Level 1,4.576,15839,OCI_05,94.88278,2005
0006P-Both-222,Asphalt,3,2009,Level 1,4.576,15839,OCI_06,87.04693,2006
0006P-Both-222,Asphalt,3,2009,Level 1,4.576,15839,OCI_07,92.43499,2007
0006P-Both-222,Asphalt,3,2009,Level 1,4.576,15839,OCI_08,83.6912,2008
0006P-Both-222,Asphalt,3,2009,Level 1,4.576,15839,OCI_09,94.95904,2009
0006P-Both-222,Asphalt,3,2009,Level 1,4.576,15839,OCI_10,83.20101,2010
0006P-Both-222,Asphalt,3,2009,Level 1,4.576,15839,OCI_11,85.71927,2011
0006P-Both-222,Asphalt,3,2009,Level 1,4.576,15839,OCI_12,92.08557,2012
0006P-Both-23,Asphalt,4,2011,Level 1,1.775,4575,OCI_04,97.27608,2004
0006P-Both-23,Asphalt,4,2011,Level 1,1.775,4575,OCI_05,95.65184,2005
0006P-Both-23,Asphalt,4,2011,Level 1,1.775,4575,OCI_06,91.25723,2006
0006P-Both-23,Asphalt,4,2011,Level 1,1.775,4575,OCI_07,93.75392,2007
0006P-Both-23,Asphalt,4,2011,Level 1,1.775,4575,OCI_08,87.87586,2008
0006P-Both-23,Asphalt,4,2011,Level 1,1.775,4575,OCI_09,82.64117,2009
0006P-Both-23,Asphalt,4,2011,Level 1,1.775,4575,OCI_10,65.09439,2010
0006P-Both-23,Asphalt,4,2011,Level 1,1.775,4575,OCI_11,85.38428,2011
0006P-Both-23,Asphalt,4,2011,Level 1,1.775,4575,OCI_12,95.05363,2012
0006P-Both-25,Asphalt,4,2011,Level 1,1.71,4575,OCI_04,97.27608,2004
0006P-Both-25,Asphalt,4,2011,Level 1,1.71,4575,OCI_05,95.65184,2005
0006P-Both-25,Asphalt,4,2011,Level 1,1.71,4575,OCI_06,91.25723,2006
0006P-Both-25,Asphalt,4,2011,Level 1,1.71,4575,OCI_07,93.75392,2007
0006P-Both-25,Asphalt,4,2011,Level 1,1.71,4575,OCI_08,87.87586,2008
0006P-Both-25,Asphalt,4,2011,Level 1,1.71,4575,OCI_09,82.64117,2009
0006P-Both-25,Asphalt,4,2011,Level 1,1.71,4575,OCI_10,55.5483,2010
0006P-Both-25,Asphalt,4,2011,Level 1,1.71,4575,OCI_11,87.32881,2011
0006P-Both-25,Asphalt,4,2011,Level 1,1.71,4575,OCI_12,95.1628,2012
0006P-Both-26,Asphalt,4,2011,Level 1,1.55,4575,OCI_04,97.27608,2004
0006P-Both-26,Asphalt,4,2011,Level 1,1.55,4575,OCI_05,95.65184,2005
0006P-Both-26,Asphalt,4,2011,Level 1,1.55,4575,OCI_06,91.25723,2006
0006P-Both-26,Asphalt,4,2011,Level 1,1.55,4575,OCI_07,93.75392,2007
0006P-Both-26,Asphalt,4,2011,Level 1,1.55,4575,OCI_08,87.87586,2008
0006P-Both-26,Asphalt,4,2011,Level 1,1.55,4575,OCI_09,82.64117,2009
0006P-Both-26,Asphalt,4,2011,Level 1,1.55,4575,OCI_10,55.29314,2010
0006P-Both-26,Asphalt,4,2011,Level 1,1.55,4575,OCI_11,73.89423,2011
0006P-Both-26,Asphalt,4,2011,Level 1,1.55,4575,OCI_12,93.85376,2012
0006P-Both-27,Asphalt,4,2011,Level 1,2.98,4563,OCI_04,97.27608,2004
0006P-Both-27,Asphalt,4,2011,Level 1,2.98,4563,OCI_05,95.65184,2005
0006P-Both-27,Asphalt,4,2011,Level 1,2.98,4563,OCI_06,91.25723,2006
0006P-Both-27,Asphalt,4,2011,Level 1,2.98,4563,OCI_07,93.75392,2007
0006P-Both-27,Asphalt,4,2011,Level 1,2.98,4563,OCI_08,87.87586,2008
0006P-Both-27,Asphalt,4,2011,Level 1,2.98,4563,OCI_09,82.64117,2009
0006P-Both-27,Asphalt,4,2011,Level 1,2.98,4563,OCI_10,55.29314,2010
0006P-Both-27,Asphalt,4,2011,Level 1,2.98,4563,OCI_11,86.62925,2011
0006P-Both-27,Asphalt,4,2011,Level 1,2.98,4563,OCI_12,94.16237,2012
0006P-Both-270,Asphalt,3,2004,Level 1,8.9,1360,OCI_04,97.88487,2004
0006P-Both-270,Asphalt,3,2004,Level 1,8.9,1360,OCI_05,97.1573,2005
0006P-Both-270,Asphalt,3,2004,Level 1,8.9,1360,OCI_06,93.89451,2006
0006P-Both-270,Asphalt,3,2004,Level 1,8.9,1360,OCI_07,80.77939,2007
0006P-Both-270,Asphalt,3,2004,Level 1,8.9,1360,OCI_08,89.77995,2008
0006P-Both-270,Asphalt,3,2004,Level 1,8.9,1360,OCI_09,86.22205,2009
0006P-Both-270,Asphalt,3,2004,Level 1,8.9,1360,OCI_10,80.9466,2010
0006P-Both-270,Asphalt,3,2004,Level 1,8.9,1360,OCI_11,76.21972,2011
0006P-Both-270,Asphalt,3,2004,Level 1,8.9,1360,OCI_12,93.38844,2012
0006P-Both-28,Asphalt,4,2009,Level 1,5.687,7335,OCI_04,93.6425,2004
0006P-Both-28,Asphalt,4,2009,Level 1,5.687,7335,OCI_05,93.26893,2005
0006P-Both-28,Asphalt,4,2009,Level 1,5.687,7335,OCI_06,90.01723,2006
0006P-Both-28,Asphalt,4,2009,Level 1,5.687,7335,OCI_07,91.67812,2007
0006P-Both-28,Asphalt,4,2009,Level 1,5.687,7335,OCI_08,85.70591,2008
0006P-Both-28,Asphalt,4,2009,Level 1,5.687,7335,OCI_09,96.11339,2009
0006P-Both-28,Asphalt,4,2009,Level 1,5.687,7335,OCI_10,92.3849,2010
0006P-Both-28,Asphalt,4,2009,Level 1,5.687,7335,OCI_11,86.3721,2011
0006P-Both-28,Asphalt,4,2009,Level 1,5.687,7335,OCI_12,90.91734,2012
0006P-Both-281,Asphalt,4,2010,Level 2,9.971,330,OCI_04,84.87845,2004
0006P-Both-281,Asphalt,4,2010,Level 2,9.971,330,OCI_05,83.58367,2005
0006P-Both-281,Asphalt,4,2010,Level 2,9.971,330,OCI_06,85.58241,2006
0006P-Both-281,Asphalt,4,2010,Level 2,9.971,330,OCI_07,79.50461,2007
0006P-Both-281,Asphalt,4,2010,Level 2,9.971,330,OCI_08,86.81139,2008
0006P-Both-281,Asphalt,4,2010,Level 2,9.971,330,OCI_09,77.1079,2009
0006P-Both-281,Asphalt,4,2010,Level 2,9.971,330,OCI_10,76.40213,2010
0006P-Both-281,Asphalt,4,2010,Level 2,9.971,330,OCI_11,84.70513,2011
0006P-Both-281,Asphalt,4,2010,Level 2,9.971,330,OCI_12,90.30691,2012
0006P-Both-3,Asphalt,3,2003,Level 1,5.058,7160,OCI_04,97.76218,2004
0006P-Both-3,Asphalt,3,2003,Level 1,5.058,7160,OCI_05,93.99168,2005
0006P-Both-3,Asphalt,3,2003,Level 1,5.058,7160,OCI_06,94.16259,2006
0006P-Both-3,Asphalt,3,2003,Level 1,5.058,7160,OCI_07,92.44309,2007
0006P-Both-3,Asphalt,3,2003,Level 1,5.058,7160,OCI_08,86.5792,2008
0006P-Both-3,Asphalt,3,2003,Level 1,5.058,7160,OCI_09,90.82873,2009
0006P-Both-3,Asphalt,3,2003,Level 1,5.058,7160,OCI_10,84.14739,2010
0006P-Both-3,Asphalt,3,2003,Level 1,5.058,7160,OCI_11,86.76148,2011
0006P-Both-3,Asphalt,3,2003,Level 1,5.058,7160,OCI_12,80.38064,2012
0006P-Both-30,Asphalt,4,2009,Level 1,3.208,4205,OCI_04,93.89819,2004
0006P-Both-30,Asphalt,4,2009,Level 1,3.208,4205,OCI_05,84.00461,2005
0006P-Both-30,Asphalt,4,2009,Level 1,3.208,4205,OCI_06,63.92874,2006
0006P-Both-30,Asphalt,4,2009,Level 1,3.208,4205,OCI_07,83.2243,2007
0006P-Both-30,Asphalt,4,2009,Level 1,3.208,4205,OCI_08,81.02034,2008
0006P-Both-30,Asphalt,4,2009,Level 1,3.208,4205,OCI_09,68.66117,2009
0006P-Both-30,Asphalt,4,2009,Level 1,3.208,4205,OCI_10,94.92652,2010
0006P-Both-30,Asphalt,4,2009,Level 1,3.208,4205,OCI_11,83.31228,2011
0006P-Both-30,Asphalt,4,2009,Level 1,3.208,4205,OCI_12,92.18018,2012
0006P-Both-300,Asphalt,4,2008,Level 1,4.158,9582,OCI_04,95.9453,2004
0006P-Both-300,Asphalt,4,2008,Level 1,4.158,9582,OCI_05,93.16051,2005
0006P-Both-300,Asphalt,4,2008,Level 1,4.158,9582,OCI_06,91.23734,2006
0006P-Both-300,Asphalt,4,2008,Level 1,4.158,9582,OCI_07,92.63737,2007
0006P-Both-300,Asphalt,4,2008,Level 1,4.158,9582,OCI_08,87.96613,2008
0006P-Both-300,Asphalt,4,2008,Level 1,4.158,9582,OCI_09,84.22004,2009
0006P-Both-300,Asphalt,4,2008,Level 1,4.158,9582,OCI_10,84.47423,2010
0006P-Both-300,Asphalt,4,2008,Level 1,4.158,9582,OCI_11,87.60664,2011
0006P-Both-300,Asphalt,4,2008,Level 1,4.158,9582,OCI_12,84.57886,2012
0006P-Both-307,Asphalt,4,2012,Level 1,18.11,2189,OCI_04,91.28857,2004
0006P-Both-307,Asphalt,4,2012,Level 1,18.11,2189,OCI_05,87.58568,2005
0006P-Both-307,Asphalt,4,2012,Level 1,18.11,2189,OCI_06,84.66506,2006
0006P-Both-307,Asphalt,4,2012,Level 1,18.11,2189,OCI_07,84.42319,2007
0006P-Both-307,Asphalt,4,2012,Level 1,18.11,2189,OCI_08,85.13611,2008
0006P-Both-307,Asphalt,4,2012,Level 1,18.11,2189,OCI_09,79.91285,2009
0006P-Both-307,Asphalt,4,2012,Level 1,18.11,2189,OCI_10,71.23128,2010
0006P-Both-307,Asphalt,4,2012,Level 1,18.11,2189,OCI_11,79.37133,2011
0006P-Both-307,Asphalt,4,2012,Level 1,18.11,2189,OCI_12,89.14937,2012
0006P-Both-31,Asphalt,4,2007,Level 1,5.334,4205,OCI_04,96.01,2004
0006P-Both-31,Asphalt,4,2007,Level 1,5.334,4205,OCI_05,85.5,2005
0006P-Both-31,Asphalt,4,2007,Level 1,5.334,4205,OCI_06,75.72077,2006
0006P-Both-31,Asphalt,4,2007,Level 1,5.334,4205,OCI_07,89.89308,2007
0006P-Both-31,Asphalt,4,2007,Level 1,5.334,4205,OCI_08,87.65248,2008
0006P-Both-31,Asphalt,4,2007,Level 1,5.334,4205,OCI_09,90.68301,2009
0006P-Both-31,Asphalt,4,2007,Level 1,5.334,4205,OCI_10,76.39778,2010
0006P-Both-31,Asphalt,4,2007,Level 1,5.334,4205,OCI_11,84.41433,2011
0006P-Both-31,Asphalt,4,2007,Level 1,5.334,4205,OCI_12,78.51334,2012
0006P-Both-317,Asphalt,4,2010,Level 2,6,330,OCI_04,84.87845,2004
0006P-Both-317,Asphalt,4,2010,Level 2,6,330,OCI_05,83.58367,2005
0006P-Both-317,Asphalt,4,2010,Level 2,6,330,OCI_06,85.58241,2006
0006P-Both-317,Asphalt,4,2010,Level 2,6,330,OCI_07,79.50461,2007
0006P-Both-317,Asphalt,4,2010,Level 2,6,330,OCI_08,86.81139,2008
0006P-Both-317,Asphalt,4,2010,Level 2,6,330,OCI_09,77.1079,2009
0006P-Both-317,Asphalt,4,2010,Level 2,6,330,OCI_10,77.04013,2010
0006P-Both-317,Asphalt,4,2010,Level 2,6,330,OCI_11,84.44142,2011
0006P-Both-317,Asphalt,4,2010,Level 2,6,330,OCI_12,89.42229,2012
0006P-Both-326,Asphalt,4,2009,Level 1,3.513,6720,OCI_04,88.73692,2004
0006P-Both-326,Asphalt,4,2009,Level 1,3.513,6720,OCI_05,85.75713,2005
0006P-Both-326,Asphalt,4,2009,Level 1,3.513,6720,OCI_06,57.72348,2006
0006P-Both-326,Asphalt,4,2009,Level 1,3.513,6720,OCI_07,75.34701,2007
0006P-Both-326,Asphalt,4,2009,Level 1,3.513,6720,OCI_08,91.69695,2008
0006P-Both-326,Asphalt,4,2009,Level 1,3.513,6720,OCI_09,96.47386,2009
0006P-Both-326,Asphalt,4,2009,Level 1,3.513,6720,OCI_10,93.81283,2010
