id,SURFACE_TY,REGION,YR_SURF,CLASS,MILES,AADT_2011,obs_year,OCI,year
0097P-Both-715,Asphalt,1,2008,Level 1,2.79,19343,OCI_06,87.4836,2006
0097P-Both-715,Asphalt,1,2008,Level 1,2.79,19343,OCI_07,86.84138,2007
0097P-Both-715,Asphalt,1,2008,Level 1,2.79,19343,OCI_08,89.38186,2008
0097P-Both-715,Asphalt,1,2008,Level 1,2.79,19343,OCI_09,90.38211,2009
0097P-Both-715,Asphalt,1,2008,Level 1,2.79,19343,OCI_10,87.61168,2010
0097P-Both-715,Asphalt,1,2008,Level 1,2.79,19343,OCI_11,78.09747,2011
0097P-Both-715,Asphalt,1,2008,Level 1,2.79,19343,OCI_12,87.67572,2012
0097P-Both-808,Asphalt,1,2003,Level 1,2.557,10641,OCI_04,95.41955,2004
0097P-Both-808,Asphalt,1,2003,Level 1,2.557,10641,OCI_05,89.39243,2005
0097P-Both-808,Asphalt,1,2003,Level 1,2.557,10641,OCI_06,88.15831,2006
0097P-Both-808,Asphalt,1,2003,Level 1,2.557,10641,OCI_07,88.70385,2007
0097P-Both-808,Asphalt,1,2003,Level 1,2.557,10641,OCI_08,89.69195,2008
0097P-Both-808,Asphalt,1,2003,Level 1,2.557,10641,OCI_09,82.03494,2009
0097P-Both-808,Asphalt,1,2003,Level 1,2.557,10641,OCI_10,86.18377,2010
0097P-Both-808,Asphalt,1,2003,Level 1,2.557,10641,OCI_11,81.75795,2011
0097P-Both-808,Asphalt,1,2003,Level 1,2.557,10641,OCI_12,85.00889,2012
0099P-Both-692,Asphalt,4,2007,Level 1,4.193,2374,OCI_04,79.91311,2004
0099P-Both-692,Asphalt,4,2007,Level 1,4.193,2374,OCI_05,79.61719,2005
0099P-Both-692,Asphalt,4,2007,Level 1,4.193,2374,OCI_06,90.5728,2006
0099P-Both-692,Asphalt,4,2007,Level 1,4.193,2374,OCI_07,90.58794,2007
0099P-Both-692,Asphalt,4,2007,Level 1,4.193,2374,OCI_08,87.5851,2008
0099P-Both-692,Asphalt,4,2007,Level 1,4.193,2374,OCI_09,80.19549,2009
0099P-Both-692,Asphalt,4,2007,Level 1,4.193,2374,OCI_10,75.09096,2010
0099P-Both-692,Asphalt,4,2007,Level 1,4.193,2374,OCI_11,69.46983,2011
0099P-Both-692,Asphalt,4,2007,Level 1,4.193,2374,OCI_12,73.46978,2012
0100P-Both-1033,Asphalt,4,2006,Level 2,16.934,627,OCI_04,76.65223,2004
0100P-Both-1033,Asphalt,4,2006,Level 2,16.934,627,OCI_05,90.1185,2005
0100P-Both-1033,Asphalt,4,2006,Level 2,16.934,627,OCI_06,87.02457,2006
0100P-Both-1033,Asphalt,4,2006,Level 2,16.934,627,OCI_07,76.36798,2007
0100P-Both-1033,Asphalt,4,2006,Level 2,16.934,627,OCI_08,84.88839,2008
0100P-Both-1033,Asphalt,4,2006,Level 2,16.934,627,OCI_09,78.11375,2009
0100P-Both-1033,Asphalt,4,2006,Level 2,16.934,627,OCI_10,74.98242,2010
0100P-Both-1033,Asphalt,4,2006,Level 2,16.934,627,OCI_11,74.22021,2011
0100P-Both-1033,Asphalt,4,2006,Level 2,16.934,627,OCI_12,75.49072,2012
0101P-Both-1030,Asphalt,1,2008,Level 2,8.73,357,OCI_04,74.40177,2004
0101P-Both-1030,Asphalt,1,2008,Level 2,8.73,357,OCI_05,72.63287,2005
0101P-Both-1030,Asphalt,1,2008,Level 2,8.73,357,OCI_06,70.70449,2006
0101P-Both-1030,Asphalt,1,2008,Level 2,8.73,357,OCI_07,69.64687,2007
0101P-Both-1030,Asphalt,1,2008,Level 2,8.73,357,OCI_08,80.9895,2008
0101P-Both-1030,Asphalt,1,2008,Level 2,8.73,357,OCI_09,81.08052,2009
0101P-Both-1030,Asphalt,1,2008,Level 2,8.73,357,OCI_10,71.6351,2010
0101P-Both-1030,Asphalt,1,2008,Level 2,8.73,357,OCI_11,73.55794,2011
0101P-Both-1030,Asphalt,1,2008,Level 2,8.73,357,OCI_12,78.55187,2012
0101P-Both-1031,Asphalt,1,2008,Level 2,7.154,1104,OCI_04,74.40177,2004
0101P-Both-1031,Asphalt,1,2008,Level 2,7.154,1104,OCI_05,72.63287,2005
0101P-Both-1031,Asphalt,1,2008,Level 2,7.154,1104,OCI_06,70.70449,2006
0101P-Both-1031,Asphalt,1,2008,Level 2,7.154,1104,OCI_07,69.64687,2007
0101P-Both-1031,Asphalt,1,2008,Level 2,7.154,1104,OCI_08,80.9895,2008
0101P-Both-1031,Asphalt,1,2008,Level 2,7.154,1104,OCI_09,81.08052,2009
0101P-Both-1031,Asphalt,1,2008,Level 2,7.154,1104,OCI_10,75.48841,2010
0101P-Both-1031,Asphalt,1,2008,Level 2,7.154,1104,OCI_11,69.0297,2011
0101P-Both-1031,Asphalt,1,2008,Level 2,7.154,1104,OCI_12,77.20973,2012
0101P-Both-1032,Asphalt,1,2009,Level 1,5.927,4045,OCI_04,86.41283,2004
0101P-Both-1032,Asphalt,1,2009,Level 1,5.927,4045,OCI_05,84.34073,2005
0101P-Both-1032,Asphalt,1,2009,Level 1,5.927,4045,OCI_06,76.34973,2006
0101P-Both-1032,Asphalt,1,2009,Level 1,5.927,4045,OCI_07,77.26732,2007
0101P-Both-1032,Asphalt,1,2009,Level 1,5.927,4045,OCI_08,73.85704,2008
0101P-Both-1032,Asphalt,1,2009,Level 1,5.927,4045,OCI_09,66.04173,2009
0101P-Both-1032,Asphalt,1,2009,Level 1,5.927,4045,OCI_10,90.17742,2010
0101P-Both-1032,Asphalt,1,2009,Level 1,5.927,4045,OCI_11,91.87079,2011
0101P-Both-1032,Asphalt,1,2009,Level 1,5.927,4045,OCI_12,91.65966,2012
0102P-Both-1024,Asphalt,1,2005,Level 1,2.573,2332,OCI_04,73.8637,2004
0102P-Both-1024,Asphalt,1,2005,Level 1,2.573,2332,OCI_05,96.17909,2005
0102P-Both-1024,Asphalt,1,2005,Level 1,2.573,2332,OCI_06,88.96391,2006
0102P-Both-1024,Asphalt,1,2005,Level 1,2.573,2332,OCI_07,94.92072,2007
0102P-Both-1024,Asphalt,1,2005,Level 1,2.573,2332,OCI_08,92.7486,2008
0102P-Both-1024,Asphalt,1,2005,Level 1,2.573,2332,OCI_09,80.20188,2009
0102P-Both-1024,Asphalt,1,2005,Level 1,2.573,2332,OCI_10,75.9309,2010
0102P-Both-1024,Asphalt,1,2005,Level 1,2.573,2332,OCI_11,78.74784,2011
0102P-Both-1024,Asphalt,1,2005,Level 1,2.573,2332,OCI_12,90.8762,2012
0102P-Both-1025,Asphalt,1,2009,Level 1,1.007,6725,OCI_04,80.74667,2004
0102P-Both-1025,Asphalt,1,2009,Level 1,1.007,6725,OCI_05,78.80486,2005
0102P-Both-1025,Asphalt,1,2009,Level 1,1.007,6725,OCI_06,70.22456,2006
0102P-Both-1025,Asphalt,1,2009,Level 1,1.007,6725,OCI_07,86.04832,2007
0102P-Both-1025,Asphalt,1,2009,Level 1,1.007,6725,OCI_08,80.73837,2008
0102P-Both-1025,Asphalt,1,2009,Level 1,1.007,6725,OCI_09,89.14815,2009
0102P-Both-1025,Asphalt,1,2009,Level 1,1.007,6725,OCI_10,87.4738,2010
0102P-Both-1025,Asphalt,1,2009,Level 1,1.007,6725,OCI_11,82.0275,2011
0102P-Both-1025,Asphalt,1,2009,Level 1,1.007,6725,OCI_12,91.59434,2012
0102P-Both-1026,Asphalt,1,2009,Level 1,2.492,5904,OCI_04,81.76657,2004
0102P-Both-1026,Asphalt,1,2009,Level 1,2.492,5904,OCI_05,82.07999,2005
0102P-Both-1026,Asphalt,1,2009,Level 1,2.492,5904,OCI_06,76.84644,2006
0102P-Both-1026,Asphalt,1,2009,Level 1,2.492,5904,OCI_07,76.63947,2007
0102P-Both-1026,Asphalt,1,2009,Level 1,2.492,5904,OCI_08,84.99091,2008
0102P-Both-1026,Asphalt,1,2009,Level 1,2.492,5904,OCI_09,93.60615,2009
0102P-Both-1026,Asphalt,1,2009,Level 1,2.492,5904,OCI_10,88.19442,2010
0102P-Both-1026,Asphalt,1,2009,Level 1,2.492,5904,OCI_11,89.05795,2011
0102P-Both-1026,Asphalt,1,2009,Level 1,2.492,5904,OCI_12,92.88505,2012
0102P-Both-1027,Asphalt,1,2007,Level 1,4.558,1075,OCI_04,80.89753,2004
0102P-Both-1027,Asphalt,1,2007,Level 1,4.558,1075,OCI_05,75.30357,2005
0102P-Both-1027,Asphalt,1,2007,Level 1,4.558,1075,OCI_06,74.01786,2006
0102P-Both-1027,Asphalt,1,2007,Level 1,4.558,1075,OCI_07,73.80357,2007
0102P-Both-1027,Asphalt,1,2007,Level 1,4.558,1075,OCI_08,88.45564,2008
0102P-Both-1027,Asphalt,1,2007,Level 1,4.558,1075,OCI_09,87.73374,2009
0102P-Both-1027,Asphalt,1,2007,Level 1,4.558,1075,OCI_10,83.20691,2010
0102P-Both-1027,Asphalt,1,2007,Level 1,4.558,1075,OCI_11,84.78777,2011
0102P-Both-1027,Asphalt,1,2007,Level 1,4.558,1075,OCI_12,87.56427,2012
0102P-Both-1028,Asphalt,1,2007,Level 2,4.442,350,OCI_04,80.89753,2004
0102P-Both-1028,Asphalt,1,2007,Level 2,4.442,350,OCI_05,75.30357,2005
0102P-Both-1028,Asphalt,1,2007,Level 2,4.442,350,OCI_06,74.01786,2006
0102P-Both-1028,Asphalt,1,2007,Level 2,4.442,350,OCI_07,73.80357,2007
0102P-Both-1028,Asphalt,1,2007,Level 2,4.442,350,OCI_08,88.45564,2008
0102P-Both-1028,Asphalt,1,2007,Level 2,4.442,350,OCI_09,87.73374,2009
0102P-Both-1028,Asphalt,1,2007,Level 2,4.442,350,OCI_10,83.20691,2010
0102P-Both-1028,Asphalt,1,2007,Level 2,4.442,350,OCI_11,83.152,2011
0102P-Both-1028,Asphalt,1,2007,Level 2,4.442,350,OCI_12,86.01645,2012
0102P-Both-1029,Asphalt,1,2007,Level 2,5,350,OCI_04,80.89753,2004
0102P-Both-1029,Asphalt,1,2007,Level 2,5,350,OCI_05,75.30357,2005
0102P-Both-1029,Asphalt,1,2007,Level 2,5,350,OCI_06,74.01786,2006
0102P-Both-1029,Asphalt,1,2007,Level 2,5,350,OCI_07,73.80357,2007
0102P-Both-1029,Asphalt,1,2007,Level 2,5,350,OCI_08,88.45564,2008
0102P-Both-1029,Asphalt,1,2007,Level 2,5,350,OCI_09,87.73374,2009
0102P-Both-1029,Asphalt,1,2007,Level 2,5,350,OCI_10,83.20691,2010
0102P-Both-1029,Asphalt,1,2007,Level 2,5,350,OCI_11,81.84328,2011
0102P-Both-1029,Asphalt,1,2007,Level 2,5,350,OCI_12,92.2258,2012
0103P-Both-1023,Asphalt,1,2008,Level 1,0.225,16355,OCI_04,92.11429,2004
0103P-Both-1023,Asphalt,1,2008,Level 1,0.225,16355,OCI_05,84.74405,2005
0103P-Both-1023,Asphalt,1,2008,Level 1,0.225,16355,OCI_06,74.49524,2006
0103P-Both-1023,Asphalt,1,2008,Level 1,0.225,16355,OCI_07,66.2381,2007
0103P-Both-1023,Asphalt,1,2008,Level 1,0.225,16355,OCI_08,80.31531,2008
0103P-Both-1023,Asphalt,1,2008,Level 1,0.225,16355,OCI_09,67.36672,2009
0103P-Both-1023,Asphalt,1,2008,Level 1,0.225,16355,OCI_10,82.59212,2010
0103P-Both-1023,Asphalt,1,2008,Level 1,0.225,16355,OCI_11,74.98907,2011
0103P-Both-1023,Asphalt,1,2008,Level 1,0.225,16355,OCI_12,89.92118,2012
0104P-Both-1021,Concrete,1,1993,Level 1,1.102,19745,OCI_04,80.61318,2004
0104P-Both-1021,Concrete,1,1993,Level 1,1.102,19745,OCI_05,80.67455,2005
0104P-Both-1021,Concrete,1,1993,Level 1,1.102,19745,OCI_06,77.12324,2006
0104P-Both-1021,Concrete,1,1993,Level 1,1.102,19745,OCI_07,77.97992,2007
0104P-Both-1021,Concrete,1,1993,Level 1,1.102,19745,OCI_08,80.07411,2008
0104P-Both-1021,Concrete,1,1993,Level 1,1.102,19745,OCI_09,79.86092,2009
0104P-Both-1021,Concrete,1,1993,Level 1,1.102,19745,OCI_10,68.99939,2010
0104P-Both-1021,Concrete,1,1993,Level 1,1.102,19745,OCI_11,78.57316,2011
0104P-Both-1021,Concrete,1,1993,Level 1,1.102,19745,OCI_12,72.98537,2012
0104P-Both-1022,Asphalt,1,2012,Level 1,0.77,13679,OCI_04,93.08333,2004
0104P-Both-1022,Asphalt,1,2012,Level 1,0.77,13679,OCI_05,83.71875,2005
0104P-Both-1022,Asphalt,1,2012,Level 1,0.77,13679,OCI_06,76.91667,2006
0104P-Both-1022,Asphalt,1,2012,Level 1,0.77,13679,OCI_07,77.81667,2007
0104P-Both-1022,Asphalt,1,2012,Level 1,0.77,13679,OCI_08,87.9203,2008
0104P-Both-1022,Asphalt,1,2012,Level 1,0.77,13679,OCI_09,81.06981,2009
0104P-Both-1022,Asphalt,1,2012,Level 1,0.77,13679,OCI_10,77.68844,2010
0104P-Both-1022,Asphalt,1,2012,Level 1,0.77,13679,OCI_11,72.15124,2011
0104P-Both-1022,Asphalt,1,2012,Level 1,0.77,13679,OCI_12,89.03656,2012
0104P-One Way-1019,Concrete,1,1993,Level 1,0.595,9675,OCI_04,74.98958,2004
0104P-One Way-1019,Concrete,1,1993,Level 1,0.595,9675,OCI_05,74.80208,2005
0104P-One Way-1019,Concrete,1,1993,Level 1,0.595,9675,OCI_06,71.47083,2006
0104P-One Way-1019,Concrete,1,1993,Level 1,0.595,9675,OCI_07,72.47083,2007
0104P-One Way-1019,Concrete,1,1993,Level 1,0.595,9675,OCI_08,49.05542,2008
0104P-One Way-1019,Concrete,1,1993,Level 1,0.595,9675,OCI_09,76.45096,2009
0104P-One Way-1019,Concrete,1,1993,Level 1,0.595,9675,OCI_10,75.3048,2010
0104P-One Way-1019,Concrete,1,1993,Level 1,0.595,9675,OCI_11,66.75572,2011
0104P-One Way-1019,Concrete,1,1993,Level 1,0.595,9675,OCI_12,54.24762,2012
0104P-One Way-1020,Concrete,1,1993,Level 1,0.62,9900,OCI_04,80.61318,2004
0104P-One Way-1020,Concrete,1,1993,Level 1,0.62,9900,OCI_05,80.67455,2005
0104P-One Way-1020,Concrete,1,1993,Level 1,0.62,9900,OCI_06,77.12324,2006
0104P-One Way-1020,Concrete,1,1993,Level 1,0.62,9900,OCI_07,77.97992,2007
0104P-One Way-1020,Concrete,1,1993,Level 1,0.62,9900,OCI_08,80.07411,2008
0104P-One Way-1020,Concrete,1,1993,Level 1,0.62,9900,OCI_09,79.86092,2009
0104P-One Way-1020,Concrete,1,1993,Level 1,0.62,9900,OCI_10,68.99939,2010
0104P-One Way-1020,Concrete,1,1993,Level 1,0.62,9900,OCI_11,74.43819,2011
0104P-One Way-1020,Concrete,1,1993,Level 1,0.62,9900,OCI_12,67.86596,2012
0105P-Both-1018,Asphalt,1,2009,Level 1,1.111,11834,OCI_04,92.86667,2004
0105P-Both-1018,Asphalt,1,2009,Level 1,1.111,11834,OCI_05,93.1,2005
0105P-Both-1018,Asphalt,1,2009,Level 1,1.111,11834,OCI_06,92.2,2006
0105P-Both-1018,Asphalt,1,2009,Level 1,1.111,11834,OCI_07,81.45833,2007
0105P-Both-1018,Asphalt,1,2009,Level 1,1.111,11834,OCI_08,83.0257,2008
0105P-Both-1018,Asphalt,1,2009,Level 1,1.111,11834,OCI_09,63.05872,2009
0105P-Both-1018,Asphalt,1,2009,Level 1,1.111,11834,OCI_10,84.38918,2010
0105P-Both-1018,Asphalt,1,2009,Level 1,1.111,11834,OCI_11,89.91055,2011
0105P-Both-1018,Asphalt,1,2009,Level 1,1.111,11834,OCI_12,87.73064,2012
0106P-Both-1015,Asphalt,1,2005,Level 1,4.236,8319,OCI_04,59.16364,2004
0106P-Both-1015,Asphalt,1,2005,Level 1,4.236,8319,OCI_05,82.95043,2005
0106P-Both-1015,Asphalt,1,2005,Level 1,4.236,8319,OCI_06,82.84073,2006
0106P-Both-1015,Asphalt,1,2005,Level 1,4.236,8319,OCI_07,91.47896,2007
0106P-Both-1015,Asphalt,1,2005,Level 1,4.236,8319,OCI_08,90.44121,2008
0106P-Both-1015,Asphalt,1,2005,Level 1,4.236,8319,OCI_09,90.9182,2009
0106P-Both-1015,Asphalt,1,2005,Level 1,4.236,8319,OCI_10,80.13245,2010
0106P-Both-1015,Asphalt,1,2005,Level 1,4.236,8319,OCI_11,87.74294,2011
0106P-Both-1015,Asphalt,1,2005,Level 1,4.236,8319,OCI_12,87.50796,2012
0106P-Both-1016,Asphalt,1,2007,Level 1,4.142,8910,OCI_04,85.55566,2004
0106P-Both-1016,Asphalt,1,2007,Level 1,4.142,8910,OCI_05,75.8853,2005
0106P-Both-1016,Asphalt,1,2007,Level 1,4.142,8910,OCI_06,74.46072,2006
0106P-Both-1016,Asphalt,1,2007,Level 1,4.142,8910,OCI_07,89.67092,2007
0106P-Both-1016,Asphalt,1,2007,Level 1,4.142,8910,OCI_08,91.27728,2008
0106P-Both-1016,Asphalt,1,2007,Level 1,4.142,8910,OCI_09,90.55388,2009
0106P-Both-1016,Asphalt,1,2007,Level 1,4.142,8910,OCI_10,83.06111,2010
0106P-Both-1016,Asphalt,1,2007,Level 1,4.142,8910,OCI_11,82.29116,2011
0106P-Both-1016,Asphalt,1,2007,Level 1,4.142,8910,OCI_12,87.55134,2012
0106P-Both-1017,Asphalt,1,2009,Level 1,1.048,17367,OCI_04,72.75933,2004
0106P-Both-1017,Asphalt,1,2009,Level 1,1.048,17367,OCI_05,72.66433,2005
0106P-Both-1017,Asphalt,1,2009,Level 1,1.048,17367,OCI_06,66.2928,2006
0106P-Both-1017,Asphalt,1,2009,Level 1,1.048,17367,OCI_07,69.22762,2007
0106P-Both-1017,Asphalt,1,2009,Level 1,1.048,17367,OCI_08,72.6591,2008
0106P-Both-1017,Asphalt,1,2009,Level 1,1.048,17367,OCI_09,50.50734,2009
0106P-Both-1017,Asphalt,1,2009,Level 1,1.048,17367,OCI_10,87.50208,2010
0106P-Both-1017,Asphalt,1,2009,Level 1,1.048,17367,OCI_11,79.36758,2011
0106P-Both-1017,Asphalt,1,2009,Level 1,1.048,17367,OCI_12,82.87585,2012
0107P-Both-1014,Asphalt,1,2001,Level 1,4.517,7271,OCI_04,82.83457,2004
0107P-Both-1014,Asphalt,1,2001,Level 1,4.517,7271,OCI_05,87.16918,2005
0107P-Both-1014,Asphalt,1,2001,Level 1,4.517,7271,OCI_06,79.03485,2006
0107P-Both-1014,Asphalt,1,2001,Level 1,4.517,7271,OCI_07,78.73287,2007
0107P-Both-1014,Asphalt,1,2001,Level 1,4.517,7271,OCI_08,81.5739,2008
0107P-Both-1014,Asphalt,1,2001,Level 1,4.517,7271,OCI_09,72.10849,2009
0107P-Both-1014,Asphalt,1,2001,Level 1,4.517,7271,OCI_10,74.60547,2010
0107P-Both-1014,Asphalt,1,2001,Level 1,4.517,7271,OCI_11,70.0003,2011
0107P-Both-1014,Asphalt,1,2001,Level 1,4.517,7271,OCI_12,72.58195,2012
0108P-Both-1006,Asphalt,1,2009,Level 1,2.905,16062,OCI_04,95.442,2004
0108P-Both-1006,Asphalt,1,2009,Level 1,2.905,16062,OCI_05,92.40985,2005
0108P-Both-1006,Asphalt,1,2009,Level 1,2.905,16062,OCI_06,91.52343,2006
0108P-Both-1006,Asphalt,1,2009,Level 1,2.905,16062,OCI_07,89.84391,2007
0108P-Both-1006,Asphalt,1,2009,Level 1,2.905,16062,OCI_08,87.00041,2008
0108P-Both-1006,Asphalt,1,2009,Level 1,2.905,16062,OCI_09,75.94796,2009
0108P-Both-1006,Asphalt,1,2009,Level 1,2.905,16062,OCI_10,84.94935,2010
0108P-Both-1006,Asphalt,1,2009,Level 1,2.905,16062,OCI_11,75.99346,2011
0108P-Both-1006,Asphalt,1,2009,Level 1,2.905,16062,OCI_12,86.76933,2012
0108P-Both-1007,Asphalt,1,2009,Level 1,1.994,18539,OCI_04,84.15173,2004
0108P-Both-1007,Asphalt,1,2009,Level 1,1.994,18539,OCI_05,72.95698,2005
0108P-Both-1007,Asphalt,1,2009,Level 1,1.994,18539,OCI_06,72.36721,2006
0108P-Both-1007,Asphalt,1,2009,Level 1,1.994,18539,OCI_07,71.38251,2007
0108P-Both-1007,Asphalt,1,2009,Level 1,1.994,18539,OCI_08,79.72774,2008
0108P-Both-1007,Asphalt,1,2009,Level 1,1.994,18539,OCI_09,75.01057,2009
0108P-Both-1007,Asphalt,1,2009,Level 1,1.994,18539,OCI_10,83.30356,2010
0108P-Both-1007,Asphalt,1,2009,Level 1,1.994,18539,OCI_11,87.11048,2011
0108P-Both-1007,Asphalt,1,2009,Level 1,1.994,18539,OCI_12,86.916,2012
0108P-Both-1008,Asphalt,1,2008,Level 1,1.134,17381,OCI_04,84.15173,2004
0108P-Both-1008,Asphalt,1,2008,Level 1,1.134,17381,OCI_05,72.95698,2005
0108P-Both-1008,Asphalt,1,2008,Level 1,1.134,17381,OCI_06,72.36721,2006
0108P-Both-1008,Asphalt,1,2008,Level 1,1.134,17381,OCI_07,71.38251,2007
0108P-Both-1008,Asphalt,1,2008,Level 1,1.134,17381,OCI_08,79.72774,2008
0108P-Both-1008,Asphalt,1,2008,Level 1,1.134,17381,OCI_09,75.01057,2009
0108P-Both-1008,Asphalt,1,2008,Level 1,1.134,17381,OCI_10,83.30356,2010
0108P-Both-1008,Asphalt,1,2008,Level 1,1.134,17381,OCI_11,87.4458,2011
0108P-Both-1008,Asphalt,1,2008,Level 1,1.134,17381,OCI_12,88.46006,2012
0108P-Both-1009,Asphalt,1,2009,Level 1,2.824,13016,OCI_04,84.15173,2004
0108P-Both-1009,Asphalt,1,2009,Level 1,2.824,13016,OCI_05,72.95698,2005
0108P-Both-1009,Asphalt,1,2009,Level 1,2.824,13016,OCI_06,72.36721,2006
0108P-Both-1009,Asphalt,1,2009,Level 1,2.824,13016,OCI_07,71.38251,2007
0108P-Both-1009,Asphalt,1,2009,Level 1,2.824,13016,OCI_08,79.72774,2008
0108P-Both-1009,Asphalt,1,2009,Level 1,2.824,13016,OCI_09,75.01057,2009
0108P-Both-1009,Asphalt,1,2009,Level 1,2.824,13016,OCI_10,83.30356,2010
0108P-Both-1009,Asphalt,1,2009,Level 1,2.824,13016,OCI_11,86.96319,2011
0108P-Both-1009,Asphalt,1,2009,Level 1,2.824,13016,OCI_12,83.77198,2012
0108P-Both-1010,Concrete,1,2010,Level 1,1.061,25466,OCI_04,88.1391,2004
0108P-Both-1010,Concrete,1,2010,Level 1,1.061,25466,OCI_05,89.54329,2005
0108P-Both-1010,Concrete,1,2010,Level 1,1.061,25466,OCI_06,82.43226,2006
0108P-Both-1010,Concrete,1,2010,Level 1,1.061,25466,OCI_07,80.29062,2007
0108P-Both-1010,Concrete,1,2010,Level 1,1.061,25466,OCI_08,72.0671,2008
0108P-Both-1010,Concrete,1,2010,Level 1,1.061,25466,OCI_09,54.74961,2009
0108P-Both-1010,Concrete,1,2010,Level 1,1.061,25466,OCI_10,91.12718,2010
0108P-Both-1010,Concrete,1,2010,Level 1,1.061,25466,OCI_11,80.58844,2011
0108P-Both-1010,Concrete,1,2010,Level 1,1.061,25466,OCI_12,92.75309,2012
0108P-Both-1011,Asphalt,1,2004,Level 1,1.002,33340,OCI_04,98.20192,2004
0108P-Both-1011,Asphalt,1,2004,Level 1,1.002,33340,OCI_05,96.52726,2005
0108P-Both-1011,Asphalt,1,2004,Level 1,1.002,33340,OCI_06,96.94975,2006
0108P-Both-1011,Asphalt,1,2004,Level 1,1.002,33340,OCI_07,93.96198,2007
0108P-Both-1011,Asphalt,1,2004,Level 1,1.002,33340,OCI_08,92.87187,2008
0108P-Both-1011,Asphalt,1,2004,Level 1,1.002,33340,OCI_09,93.71552,2009
0108P-Both-1011,Asphalt,1,2004,Level 1,1.002,33340,OCI_10,92.70938,2010
0108P-Both-1011,Asphalt,1,2004,Level 1,1.002,33340,OCI_11,82.1012,2011
0108P-Both-1011,Asphalt,1,2004,Level 1,1.002,33340,OCI_12,93.55829,2012
0108P-Both-1012,Asphalt,1,2007,Level 1,1.306,32840,OCI_04,96.26172,2004
0108P-Both-1012,Asphalt,1,2007,Level 1,1.306,32840,OCI_05,91.40389,2005
0108P-Both-1012,Asphalt,1,2007,Level 1,1.306,32840,OCI_06,67.98051,2006
0108P-Both-1012,Asphalt,1,2007,Level 1,1.306,32840,OCI_07,88.95872,2007
0108P-Both-1012,Asphalt,1,2007,Level 1,1.306,32840,OCI_08,92.35513,2008
0108P-Both-1012,Asphalt,1,2007,Level 1,1.306,32840,OCI_09,91.28472,2009
0108P-Both-1012,Asphalt,1,2007,Level 1,1.306,32840,OCI_10,92.95404,2010
0108P-Both-1012,Asphalt,1,2007,Level 1,1.306,32840,OCI_11,90.89429,2011
0108P-Both-1012,Asphalt,1,2007,Level 1,1.306,32840,OCI_12,92.47054,2012
0108P-Both-1013,Asphalt,1,2008,Level 1,0.694,42610,OCI_04,96.3,2004
0108P-Both-1013,Asphalt,1,2008,Level 1,0.694,42610,OCI_05,85.44167,2005
0108P-Both-1013,Asphalt,1,2008,Level 1,0.694,42610,OCI_06,85.00833,2006
0108P-Both-1013,Asphalt,1,2008,Level 1,0.694,42610,OCI_07,84.875,2007
0108P-Both-1013,Asphalt,1,2008,Level 1,0.694,42610,OCI_08,88.08807,2008
0108P-Both-1013,Asphalt,1,2008,Level 1,0.694,42610,OCI_09,83.87608,2009
0108P-Both-1013,Asphalt,1,2008,Level 1,0.694,42610,OCI_10,82.61224,2010
0108P-Both-1013,Asphalt,1,2008,Level 1,0.694,42610,OCI_11,62.16047,2011
0108P-Both-1013,Asphalt,1,2008,Level 1,0.694,42610,OCI_12,81.91988,2012
0109P-Both-1004,Asphalt,1,2009,Level 1,1.855,7810,OCI_04,89.45438,2004
0109P-Both-1004,Asphalt,1,2009,Level 1,1.855,7810,OCI_05,78.60875,2005
0109P-Both-1004,Asphalt,1,2009,Level 1,1.855,7810,OCI_06,91.1231,2006
0109P-Both-1004,Asphalt,1,2009,Level 1,1.855,7810,OCI_07,89.96322,2007
0109P-Both-1004,Asphalt,1,2009,Level 1,1.855,7810,OCI_08,85.10958,2008
0109P-Both-1004,Asphalt,1,2009,Level 1,1.855,7810,OCI_09,56.77675,2009
0109P-Both-1004,Asphalt,1,2009,Level 1,1.855,7810,OCI_10,82.12569,2010
0109P-Both-1004,Asphalt,1,2009,Level 1,1.855,7810,OCI_11,77.67572,2011
0109P-Both-1004,Asphalt,1,2009,Level 1,1.855,7810,OCI_12,85.70326,2012
0109P-Both-1005,Asphalt,1,2007,Level 1,1.107,13478,OCI_04,83.70123,2004
0109P-Both-1005,Asphalt,1,2007,Level 1,1.107,13478,OCI_05,77.88631,2005
0109P-Both-1005,Asphalt,1,2007,Level 1,1.107,13478,OCI_06,86.35553,2006
0109P-Both-1005,Asphalt,1,2007,Level 1,1.107,13478,OCI_07,85.59319,2007
0109P-Both-1005,Asphalt,1,2007,Level 1,1.107,13478,OCI_08,87.42374,2008
0109P-Both-1005,Asphalt,1,2007,Level 1,1.107,13478,OCI_09,89.46709,2009
0109P-Both-1005,Asphalt,1,2007,Level 1,1.107,13478,OCI_10,88.38959,2010
0109P-Both-1005,Asphalt,1,2007,Level 1,1.107,13478,OCI_11,88.58659,2011
0109P-Both-1005,Asphalt,1,2007,Level 1,1.107,13478,OCI_12,88.05329,2012
0110P-Both-1003,Asphalt,1,2009,Level 1,3.495,2218,OCI_04,88.05644,2004
0110P-Both-1003,Asphalt,1,2009,Level 1,3.495,2218,OCI_05,82.44189,2005
0110P-Both-1003,Asphalt,1,2009,Level 1,3.495,2218,OCI_06,87.19995,2006
0110P-Both-1003,Asphalt,1,2009,Level 1,3.495,2218,OCI_07,87.21949,2007
