ROUTE,DIR,MILES,LOCATION,REGION,OBJECTID,SURFACE_TY,SURF_AREA,YR_OVL,YR_SURF,OCI_12,OCI_11,OCI_10,OCI_09,OCI_08,OCI_07,OCI_06,OCI_05,OCI_04,RIDE_12,RIDE_11,RIDE_10,RIDE_09,RIDE_08,RIDE_07,RIDE_06,RIDE_05,RIDE_04,RUT_12,RUT_11,RUT_10,RUT_09,RUT_08,RUT_07,RUT_06,RUT_05,RUT_04,ENV_12,ENV_11,ENV_10,ENV_09,ENV_08,ENV_07,ENV_06,ENV_05,ENV_04,WPCK_12,WPCK_11,WPCK_10,WPCK_09,WPCK_08,WPCK_07,WPCK_06,WPCK_05,WPCK_04,JTSP_12,JTSP_11,JTSP_10,JTSP_09,JTSP_08,JTSP_07,JTSP_06,JTSP_05,JTSP_04,FALT_12,FALT_11,FALT_10,FALT_09,FALT_08,FALT_07,FALT_06,FALT_05,SLAB_12,CONK_06,CONK_05,CONK_04,FROM_,TO_,FALT_04,SLAB_11,SLAB_10,SLAB_09,SLAB_08,SLAB_07,SQ_YARD,SHAPE_Length,OID_,BMP,EMP,LEVEL_2013,LEVEL_2012,L_CHGE_201,NHS,AADT_2011,COMBOS,Shape_Leng,id,delta_t
0006P,Both,0.513,SR-139 to Carbonville Rd,4,15,Asphalt,3.617,2002,2008,59.6411,63.03391,59.25614,89.71493,90.61498,87.05538,81.05232,79.06928,91.44725,88.25263,81.46979,85.66004,86.06886,87.80121,85.98324,74.11,85.44249,85.34443,82.27719,78.50877,84.36316,78.36082,80.66959,84.94087,83.78248,80.6923,100,68.03457,51.41609,56.79406,98.05057,94.26171,80.35088,82.74854,82.74854,82.74854,0,40.74101,10.20729,96.37949,99.72743,96.94652,83.56826,67.3938,97.69605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235.823,236.336,,,,,,,25463.68,939.723382676853,15,235.823,236.336,Level 1,Level 1,No,Yes,11623,1374,939.723382677,0006P-Both-15,6
0006P,Both,0.942,Tie Fork Rd to Tucker,4,5,Asphalt,6.35,1984,2003,34.37749,49.21118,43.01609,50.49375,87.36977,78.37121,81.41534,83.87446,93.4022,67.50998,82.23015,81.93291,85.17281,86.89159,87.94421,91.63908,94.34456,93.9662,70,70,76.4,78.51792,77.7,84.21705,88.35036,83.65159,100,0,19.9844,0,0,86.5163,70,50,100,90,0,24.63019,13.73146,38.28427,98.37119,71.32356,95.67193,57.50171,89.6426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202.058,203,,,,,,,44704,1975.52125452572,114,202.058,203,Level 1,Level 1,No,Yes,7160,2076,1975.52125453,0006P-Both-5,19
0006P,Both,1.119,Martin Rd to S Helper,4,17,Asphalt,5.75,2009,2009,80.95664,84.92044,79.71645,91.99697,89.29869,77.74362,76.94424,55.54209,96.23633,75.42127,82.0286,80.93727,83.17712,85.19475,67.74638,71.61877,84.89491,84.94531,82.66247,81.47386,83.85723,84.98767,72,84.15818,86.15818,87.27346,100,83.65302,82.58678,79.25937,99.84623,100,70,50,50,100,82.0898,93.59255,74.81193,99.97687,100,89.06991,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232.364,233.483,,,,,,,40480,2354.17646300453,81,232.364,233.483,Level 1,Level 1,No,Yes,9228,1396,2352.08159957,0006P-Both-17,0
0006P,Both,1.19,Bristlecone to Emma Park Rd,4,12,Asphalt,7.8,1980,2010,92.26741,94.20187,65.84299,85.84004,78.86104,69.4816,84.98716,57.55473,94.33612,87.1395,92.47395,59.6605,74.1494,62.23153,61.63761,69.97103,77.13315,77.3445,85.24454,87.25378,77.9437,83.87718,70.2,82.71168,89.47873,83.08575,100,97.38721,98.78223,56.20102,88.46272,83.88873,70,90,70,100,99.29839,98.29751,69.56673,96.87085,99.12392,63.5771,90.49888,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220.56,221.75,,,,,,,54912,2494.69885130866,239,220.56,221.75,Level 1,Level 1,No,Yes,6270,1379,2494.69885131,0006P-Both-12,30
0006P,Both,1.2,Tucker,4,6,Asphalt,6.35,2010,2010,92.23186,84.13526,55.51912,51.80808,87.42655,78.37121,81.41534,83.87446,93.4022,88.26267,90.9,76.31073,85.0778,86.99768,87.94421,91.63908,94.34456,93.9662,81.92333,86,77.01313,78.56014,77.3,84.21705,88.35036,83.65159,100,99.6471,68.22809,18.76399,4.82663,86.90942,70,50,100,90,99.09433,91.41296,49.98862,38.76776,98.4991,71.32356,95.67193,57.50171,89.6426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,204.2,,,,,,,44704,2520.7578183103,252,203,204.2,Level 1,Level 1,No,Yes,7160,2076,2520.75781831,0006P-Both-6,0
0006P,Both,1.22,McCrystal St Eureka W City Limits to Juab Co Line,3,413,Asphalt,3.98,1954,2007,74.57045,62.38345,78.86788,86.57767,82.68247,71.8582,77.79727,76.74481,77.26373,57.69836,61.96066,64.00656,66.16393,61.59607,54.71148,73.98689,75.84262,75.02623,89.6,86.95082,90.80984,88.25082,87.8,82.72131,87.20219,81.13661,86.59016,66.18025,56.40578,68.28959,92.71289,81.33383,50,50,50,50,84.80321,44.21656,92.36552,99.18303,100,100,100,100,97.43852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.78,141,,,,,,,28019.2,2550.02029367829,351,139.78,141,Level 1,Level 2,Yes,No,1269,122,2550.02029368,0006P-Both-413,53
0006P,Both,1.243,Utah Railroad Overpass to Martin Rd,4,18,Asphalt,4.3,2011,2011,92.43984,69.11334,63.28768,81.01812,84.19407,79.83146,77.89726,55.98237,96.22897,91.63411,75.93274,75.38825,79.39566,78.67347,71.69744,79.04111,87.86218,88.57352,85.27442,75.45205,73.60628,78.95205,70.8,82.74909,82.54792,86.0673,100,95.12797,43.49538,54.22405,71.34022,87.41437,70,50,50,100,97.72285,81.57321,49.93214,94.38454,99.88844,94.8793,100,0,96.34236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231.121,232.364,,,,,,,30272,2623.20024397112,316,231.121,232.364,Level 1,Level 1,No,Yes,8050,1449,2625.29510815,0006P-Both-18,0
0006P,Both,1.35,Icelander to MP 263.3,4,34,Asphalt,3.91,1960,2011,94.30277,65.35962,66.81183,83.99134,89.11623,89.82593,93.42963,73.11296,72.41481,87.28889,81.79259,80.44444,77.8963,81.11259,75.93333,83.64444,83.85926,87.43704,90.34074,77.37037,81.96667,79.76667,78.3,83.37037,90.07407,80.81481,100,99.69837,57.27821,49.97421,90.75138,97.38122,100,100,50,50,99.88309,44.99731,54.86202,87.551,99.67111,100,100,77.77778,52.22222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262,263.35,,,,,,,27526.4,2819.13873424301,277,262,263.35,Level 1,Level 1,No,Yes,4575,1372,2819.13873424,0006P-Both-34,51
0006P,Both,1.55,MP 273.7 to MP 275.2,4,26,Asphalt,6.24,1961,2011,93.85376,73.89423,55.29314,82.64117,87.87586,93.75392,91.25723,95.65184,97.27608,92.06194,79.19742,85.26484,84.10861,86.08149,85.78081,87.26662,91.48252,92.09382,88.14903,83.99226,85.58879,85.44422,72.5,90.83246,93.55125,91.12484,100,96.81492,59.55419,37.31128,79.61533,94.3852,100,100,100,100,98.38913,72.83306,13.00766,81.39654,98.53674,98.40241,84.21106,100,97.01051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.67,275.22,,,,,,,43929.6,3230.39123058718,259,273.67,275.22,Level 1,Level 1,No,Yes,4575,1372,3230.39123059,0006P-Both-26,50
0006P,Both,1.568,W Santaquin to Temp End at I-15 Santaquin,3,390,Asphalt,8.09,1927,2003,83.298,84.60758,84.28642,89.44155,91.95577,92.75,93.58112,95.23929,95.90816,80.50204,80.68265,85.05918,87.43571,83.87109,86,82.68673,90.5949,91.08163,86.63776,82.87755,88.85459,87.94133,85.5,85,91.63776,90.36224,92.55102,87.19538,85.90824,80.29863,88.95193,98.45199,100,100,100,100,78.85685,88.96188,82.93327,93.43721,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,160.568,,,,,,,56953.6,3289.53264221996,300,159,160.568,Level 1,Level 1,No,No,9214,669,3289.53264222,0006P-Both-390,76
0006P,Both,1.677,Colton to Bristlecone,4,9,Asphalt,7.8,1980,2009,92.45451,92.23942,91.96572,85.84004,78.86104,69.4816,84.98716,57.55473,94.33612,85.48503,89.78008,87.39153,74.1494,62.23153,61.63761,69.97103,77.13315,77.3445,86.37525,82.64967,89.02856,83.87718,70.2,82.71168,89.47873,83.08575,100,99.09275,98.44227,97.81816,88.46272,83.88873,70,90,70,100,98.86499,98.08564,93.62463,96.87085,99.12392,63.5771,90.49888,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218.883,220.56,,,,,,,54912,3505.21207927688,99,218.883,220.56,Level 1,Level 1,No,Yes,6270,1379,3505.21207928,0006P-Both-9,29
0006P,Both,1.71,MP 272 to MP 273.7,4,25,Asphalt,5.822,1961,2011,95.1628,87.32881,55.5483,82.64117,87.87586,93.75392,91.25723,95.65184,97.27608,93.69357,93.27953,85.32552,84.10861,86.08149,85.78081,87.26662,91.48252,92.09382,88.13626,88.56842,85.53911,85.44422,72.5,90.83246,93.55125,91.12484,100,99.37976,72.80776,37.73079,79.61533,94.3852,100,100,100,100,99.4416,94.65951,13.59779,81.39654,98.53674,98.40241,84.21106,100,97.01051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271.96,273.67,,,,,,,40986.88,3562.72165178077,120,271.96,273.67,Level 1,Level 1,No,Yes,4575,1372,3562.72165178,0006P-Both-25,50
0006P,Both,1.775,MP 270.3 to MP 272,4,23,Asphalt,5.66,1961,2011,95.05363,85.38428,65.09439,82.64117,87.87586,93.75392,91.25723,95.65184,97.27608,92.11042,91.50085,87.84609,84.10861,86.08149,85.78081,87.26662,91.48252,92.09382,88.68169,84.79465,83.44114,85.44422,72.5,90.83246,93.55125,91.12484,100,99.44018,75.07281,52.83188,79.61533,94.3852,100,100,100,100,99.98222,90.16884,36.25845,81.39654,98.53674,98.40241,84.21106,100,97.01051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270.185,271.96,,,,,,,39846.4,3702.36446468333,2,270.185,271.96,Level 1,Level 1,No,Yes,4575,1372,3702.36446468,0006P-Both-23,50
0006P,Both,1.962,Delta Main Street,4,203,Asphalt,11.798,1983,2008,92.15056,89.4154,89.57113,92.73078,90.74887,73.9233,79.20699,77.76484,78.14684,84.13537,84.56106,83.29174,85.96371,82.6955,68.23202,80.72325,81.1087,76.59177,89.23731,84.38206,88.41053,86.49725,80.3,78.7485,86.10471,79.95065,87.13445,95.80071,95.20976,87.49414,98.58814,100,50,50,50,50,99.42886,93.50873,99.08813,99.87401,100,98.71268,100,100,98.86112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.44,89.402,,,,,,,83057.92,4095.98567907914,280,87.44,89.402,Level 1,Level 1,No,Yes,4822,669,4095.98567908,0006P-Both-203,25
0006P,Both,2.34,S Helper to SR-139,4,16,Asphalt,16.5,1958,2007,94.78178,88.09942,94.00781,94.23996,94.88611,95.65177,72.57453,75.96218,83.7736,98.51983,95.72308,97.3812,95.01232,96.94476,92.42868,68.29027,85.4081,85.4,85.89269,82.47682,88.02985,87.40405,82.7,90.17839,84.23242,76.65673,100,96.47252,79.12238,95.53036,97.50074,99.89967,100,50,50,50,98.24207,95.07542,95.08984,97.04271,100,100,87.77543,91.78387,99.69439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233.483,235.823,,,,,,,116160,4917.40335242462,220,233.483,235.823,Level 1,Level 1,No,Yes,11080,1440,4917.40335242,0006P-Both-16,49
0006P,Both,2.821,MP 228.3 to Utah Railroad Overpass,4,19,Asphalt,12.407,2006,2006,77.75089,77.32774,76.23276,86.94266,87.04207,85.96203,95.62809,95.24516,99.50819,88.61184,87.866,86.78667,89.15335,89.10575,87.85258,94.14268,94.7211,98.03278,78.55991,75.76813,78.48316,79.08026,70.8,85.99555,88.36967,86.25955,100,76.42971,68.70054,68.68696,83.00298,88.63404,70,100,100,100,67.40211,76.97627,70.97425,96.53404,99.6285,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228.3,231.121,,,,,,,87345.28,5907.45755423845,170,228.3,231.121,Level 1,Level 1,No,Yes,7007,1425,5907.45755424,0006P-Both-19,0
0006P,Both,2.98,MP 275.2 to Woodside,4,27,Asphalt,10.616,1961,2011,94.16237,86.62925,55.29314,82.64117,87.87586,93.75392,91.25723,95.65184,97.27608,89.23087,90.80537,85.26484,84.10861,86.08149,85.78081,87.26662,91.48252,92.09382,87.77852,86.85839,85.58879,85.44422,72.5,90.83246,93.55125,91.12484,100,99.66284,73.46966,37.31128,79.61533,94.3852,100,100,100,100,99.97723,95.38358,13.00766,81.39654,98.53674,98.40241,84.21106,100,97.01051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275.22,278.2,,,,,,,74736.64,6207.39543452847,53,275.22,278.2,Level 1,Level 1,No,Yes,4563,1361,6207.39543453,0006P-Both-27,50
0006P,Both,3.074,MP 263.3 to MP 266.5,4,21,Asphalt,10.048,1961,2003,95.59208,95.38558,68.64378,84.68843,90.73021,93.75392,91.25723,95.65184,97.27608,93.42355,95.04047,89.12843,90.63162,88.9544,85.78081,87.26662,91.48252,92.09382,90.19857,88.54769,84.27306,85.65303,77.4,90.83246,93.55125,91.12484,100,98.7462,98.13736,49.04815,75.06296,97.86413,100,100,100,100,100,99.81681,52.12548,87.40612,98.70232,98.40241,84.21106,100,97.01051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263.35,266.424,,,,,,,70737.92,6421.88258098033,68,263.35,266.424,Level 1,Level 1,No,Yes,4575,1372,6421.88258098,0006P-Both-21,42
0006P,Both,3.208,Railroad Overpass to Sub-Station,4,30,Asphalt,11.43,2009,2009,92.18018,83.31228,94.92652,68.66117,81.02034,83.2243,63.92874,84.00461,93.89819,90.49202,90.57756,92.7212,74.92655,75.79254,73.49788,75.59701,77.81322,75.59276,81.00349,81.63897,90.01559,72.72469,56.5,72.41149,70.63965,71.06609,100,98.44813,61.69577,99.31561,58.74213,94.02464,100,70,100,100,98.77708,99.33683,97.65366,68.2513,97.76415,86.98784,39.4783,87.13914,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287.334,290.542,,,,,,,80467.2,6675.89367331795,124,287.334,290.542,Level 1,Level 1,No,Yes,4205,1051,6675.89367332,0006P-Both-30,0
0006P,Both,3.488,Juab Co Line to MP 111,3,392,Asphalt,8.72,1993,2006,80.19683,74.52122,77.05906,77.58601,88.83372,87.68845,90.8532,92.70069,93.72374,60.64174,69.38257,74.37982,80.10092,76.52055,73.22523,86.72156,88.09633,86.89495,84.97185,77.16594,88.68592,83.2493,86.4,89.85321,89.00688,92.70642,98,77.04684,57.19486,52.39358,69.37326,93.06801,90,90,90,90,98.12688,94.34153,92.77694,77.62056,99.34633,97.67537,97.68437,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.512,111,,,,,,,61388.8,7305.56565300805,313,107.512,111,Level 2,Level 2,No,No,595,130,7305.56565301,0006P-Both-392,13
0006P,Both,3.513,Cat Canyon to Grassy Trail Creek,4,326,Asphalt,17.9716,1960,2009,94.74094,90.81112,93.81283,96.47386,91.69695,75.34701,57.72348,85.75713,88.73692,96.5659,95.78248,94.50293,95.3347,91.18888,60.98007,60.81776,79.69206,73.70942,82.80848,86.88466,87.23863,90.98264,75.59892,75.59892,78.86877,81.87617,100,99.59835,80.66577,98.01274,99.57809,100,70,50,90,90,99.99101,99.91158,95.49702,100,100,94.80906,41.20738,91.46029,91.23826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252.487,256,,,,,,,126520.064,7346.53580017798,350,252.487,256,Level 1,Level 1,No,Yes,6720,1680,7346.53580018,0006P-Both-326,49
0006P,Both,3.743,Soldier Summit to White River,4,8,Asphalt,12.56,1998,2007,53.63224,64.38879,64.13039,67.726,85.84661,78.01265,92.18886,87.49912,92.56725,78.48849,80.40556,80.59546,80.53102,80.95164,80.67817,82.14459,84.23719,85.43329,81.79311,86.26244,83.51606,85.26089,80.8,87.2669,90.72108,86.82795,100,45.77072,33.25919,50.40749,28.85833,82.0979,70,100,100,90,8.47663,57.62797,42.00254,76.25378,99.53691,74.10551,95.88976,78.93134,94.83569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211.3,215.043,,,,,,,88422.4,7883.73406671043,185,211.3,215.043,Level 1,Level 1,No,Yes,7010,1822,7883.73406671,0006P-Both-8,9
0006P,Both,3.75,MP 193.2 to MP 197,3,2,Asphalt,27.9757,1991,2000,77.0684,86.53593,76.41296,86.32503,82.34926,86.37962,90.13103,89.83912,96.33584,77.86667,83.62667,78.14862,82.11173,79.83963,79.59947,82.87852,85.27852,85.34335,68.08667,80.26,73.3678,77.92968,61.9,77.94598,77.64559,75.59816,100,94.54461,83.57923,84.12905,87.11685,88.68377,90,100,100,100,67.77567,98.67783,70.00635,98.14185,98.97365,97.97304,100,98.47978,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193.25,197,,,,,,,196948.928,7878.98088791338,181,193.25,197,Level 1,Level 1,No,Yes,7180,1877,7878.98088791,0006P-Both-2,9
0006P,Both,3.761,MP 266.5 to  MP 270.3,4,22,Asphalt,14.57,1961,2010,95.42448,89.05582,49.11947,76.99773,87.51991,93.75392,91.25723,95.65184,97.27608,96.57857,91.06823,87.66233,84.09883,87.4183,85.78081,87.26662,91.48252,92.09382,85.71539,86.17705,83.10103,83.97054,74.55328,90.83246,93.55125,91.12484,100,99.41233,94.04518,17.99873,66.7215,89.20818,100,100,100,100,99.99161,84.93283,7.71577,73.20005,98.8999,98.40241,84.21106,100,97.01051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266.424,270.185,,,,,,,102572.8,7863.70197007205,207,266.424,270.185,Level 1,Level 1,No,Yes,4575,1372,7863.70197007,0006P-Both-22,49
0006P,Both,3.8,Woodside to MP 282,4,11,Asphalt,14.149,2009,2009,90.25607,92.99988,80.74409,74.01791,77.96091,87.19309,54.6657,86.79644,95.63381,91.84211,96.15789,97.70316,73.82847,76.71577,78.38392,79.13496,80.51207,82.82634,69.56842,79.70632,86.57829,62.26025,48.67053,73.43025,76.45992,75.70002,100,99.69265,97.72832,48.46996,83.53573,87.55138,100,54.86842,90.97368,100,99.92109,98.40697,90.22495,76.44721,98.90595,96.95819,8.1995,100,99.70892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278.2,282,,,,,,,99608.96,7918.21126388208,192,278.2,282,Level 1,Level 1,No,Yes,4205,1051,7918.21126388,0006P-Both-11,0
0006P,Both,3.84,White River to Colton,4,13,Asphalt,10.57,2009,2010,93.81385,89.88142,81.16627,90.17448,88.38802,75.87425,76.66577,75.50839,95.44195,95.13625,91.11062,94.99365,87.53472,77.28771,70.31432,75.70146,81.78536,82.34292,83.91695,82.09224,86.94023,80.06896,77.6,78.40703,82.84766,79.75078,100,98.89694,90.69228,70.568,97.58281,98.85525,70,50,70,100,97.30525,95.63052,72.16321,95.51143,99.8091,84.77564,98.11398,70.4974,99.42488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215.043,218.883,,,,,,,74412.8,8067.95514171433,309,215.043,218.883,Level 1,Level 1,No,Yes,6487,1503,8067.95514171,0006P-Both-13,1
0006P,Both,3.91,Chicken Hollow Rd to MP 193.2,3,1,Asphalt,27.9757,1991,2011,93.86781,83.83437,76.64301,86.3288,82.41007,86.52546,90.22396,89.93015,96.36244,91.42711,79.75421,78.29913,82.17968,79.97976,79.74729,82.99285,85.37981,85.44977,84.49233,73.60593,73.52759,78.00587,62.13632,78.16619,77.90301,75.83378,100,99.61556,88.06109,84.21664,86.99102,88.53303,90.17903,100,100,100,99.93622,93.91628,70.5287,98.13863,98.99116,98.00933,100,98.507,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189.34,193.25,,,,,,,196948.928,8204.67705099479,61,189.34,193.25,Level 1,Level 1,No,Yes,7210,1586,8204.67705099,0006P-Both-1,20
0006P,Both,4.158,E Price to Wellington,4,300,Asphalt,26.064,2005,2008,84.57886,87.60664,84.47423,84.22004,87.96613,92.63737,91.23734,93.16051,95.9453,86.60288,86.48198,83.86229,85.66997,86.10796,86.07206,84.35666,88.85535,83.7812,59.42499,68.44554,59.34588,62.71567,65.9,84.48042,80.59269,84.59008,100,98.88875,96.33372,98.18201,93.8534,99.88725,100,100,100,100,93.39883,99.16534,96.50672,94.64111,99.9693,99.99699,100,99.19663,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242.642,246.8,,,,,,,183490.56,8681.93361567097,87,242.642,246.8,Level 1,Level 1,No,Yes,9582,1651,8681.93361567,0006P-Both-300,3
0006P,Both,4.26,MP 111 to Champlin Pt Rd,3,83,Asphalt,10.65,1994,2006,82.75035,73.59425,74.82247,76.89908,88.28739,77.9615,86.76995,87.10423,88.01995,61.11362,69.50798,71.46854,76.70047,74.06272,71.37653,82.96714,83.89577,84.37559,86.88545,82.88592,87.82892,86.67512,86.6,90.46948,94.11268,94.52113,97.70423,84.12603,51.2477,47.21989,61.14572,92.5096,50,70,70,70,98.87631,90.73541,92.77254,83.07503,99.97721,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,115.26,,,,,,,74976,8912.8982007782,326,111,115.26,Level 2,Level 2,No,No,595,130,8912.89820078,0006P-Both-83,12
0006P,Both,4.576,I-15 Spanish Fork Resume to SR-89,3,222,Asphalt,30.16,1984,2009,92.08557,85.71927,83.20101,94.95904,83.6912,92.43499,87.04693,94.88278,99.06093,93.04869,94.44043,91.21154,92.73418,82.21177,90.41573,92.72308,94.37203,96.24371,83.02469,84.16018,87.30726,87.86844,62.11806,85.28497,87.15909,85.15909,100,95.27291,71.1396,61.63718,99.65364,91.82019,100,70,100,100,96.996,93.13686,92.64809,99.57989,98.6148,94.03927,98.30554,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173.424,178,,,,,,,212326.4,9355.43665670481,197,173.424,178,Level 1,Level 1,No,Yes,15839,3655,9353.30100349,0006P-Both-222,25
0006P,Both,5.029,MP 41 to Antelope Springs Rd,4,80,Asphalt,12.15,2002,2010,87.93364,84.19226,74.73133,77.16348,86.8172,79.59562,85.67308,83.66188,84.85063,68.77359,72.03213,70.9415,73.90685,75.23792,66.24148,79.85633,76.85441,77.89215,87.22708,83.76628,88.78449,85.71583,82.31696,86.53493,92.26927,87.22638,92.31987,96.09211,81.2374,47.60947,60.97381,91.20017,70.37781,70.56671,70.56671,70,99.64177,99.73324,91.58987,88.05743,98.51377,95.22826,100,100,99.19049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.971,46,,,,,,,85536,10412.9338900343,194,40.971,46,Level 2,Level 2,No,Yes,330,33,10412.93389,0006P-Both-80,8
0006P,Both,5.058,MP 197 to Tie Fork Rd,3,3,Asphalt,20,1998,2003,80.38064,86.76148,84.14739,90.82873,86.5792,92.44309,94.16259,93.99168,97.76218,83.67845,82.93776,83.26991,84.96069,86.92915,86.31862,88.97422,91.68596,91.04871,65.31435,78.16528,68.88715,81.08308,61.7,83.52432,87.67616,84.28074,100,93.0257,88.08497,94.9691,97.40835,97.7081,100,100,100,100,79.50404,97.8579,89.4634,99.86281,99.97953,99.92943,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,202.058,,,,,,,140800,10631.8338207707,329,197,202.058,Level 1,Level 1,No,Yes,7160,2076,10631.8338208,0006P-Both-3,5
0006P,Both,5.25,Diamond Fork Rd to Chicken Hollow Rd,3,382,Asphalt,32.29,1955,2004,88.05393,81.4948,89.2633,86.5359,85.74561,94.52556,95.32218,94.92387,97.82199,87.29448,85.64211,86.55564,85.90752,87.66669,87.85602,89.26429,90.93609,91.28797,78.90971,83.4053,82.29331,82.18509,75.1,90.24624,92.02444,88.7594,100,89.28746,65.27367,89.02121,80.08885,80.26387,100,100,100,100,96.72409,91.65814,99.18305,97.96213,99.95188,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184.09,189.34,,,,,,,227321.6,11053.3014442099,270,184.09,189.34,Level 1,Level 1,No,Yes,8468,1481,11053.3014442,0006P-Both-382,49
0006P,Both,5.334,MP 282 to Railroad Overpass,4,31,Asphalt,20.532,2007,2007,78.51334,84.41433,76.39778,90.68301,87.65248,89.89308,75.72077,85.5,96.01,86.73776,89.2072,86.42205,90.16813,87.12466,80.48,82.16,83.2,84.04,68.90795,71.03881,73.3706,75.2994,68.4,81,73.8,76.8,100,71.69394,79.16749,58.63945,97.59386,95.12324,100,70,90,100,86.71372,98.24382,87.15902,99.67064,99.962,98.09231,76.92308,92,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282,287.334,,,,,,,144545.28,11123.0112216634,338,282,287.334,Level 1,Level 1,No,Yes,4205,1051,11123.0112217,0006P-Both-31,0
0006P,Both,5.413,MP 178.7 to Diamond Fork Rd,3,357,Asphalt,21.34,1998,2012,87.86414,77.41785,70.60243,86.71985,90.03352,94.54838,90.7538,80.27442,96.51605,88.70918,83.57517,82.01197,83.28846,91.72674,90.99106,85.15533,88.23178,86.06422,76.79876,81.05651,78.32625,80.25622,78.6,87.20248,78.31886,77.44393,100,89.25326,56.57424,64.71269,88.31983,91.99271,100,100,70,100,96.69534,88.46547,57.35879,95.01489,97.81464,100,99.54099,85.42199,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178.677,184.09,,,,,,,150233.6,11417.1504363909,128,178.677,184.09,Level 1,Level 1,No,Yes,9165,1374,11417.1504364,0006P-Both-357,14
0006P,Both,5.687,Wellington to Cat Canyon,4,28,Asphalt,23.7,2009,2009,90.91734,86.3721,92.3849,96.11339,85.70591,91.67812,90.01723,93.26893,93.6425,92.837,92.88103,94.28015,94.23056,86.02077,84.8843,81.43963,91.09931,93.36008,84.87318,84.00812,89.63438,91.93213,69,82.92966,84.03974,84.74925,100,94.46116,77.91835,92.0348,98.75069,89.06331,100,100,100,90,91.49803,90.6809,93.59029,99.54018,98.73958,98.8985,94.58955,97.22714,91.20991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246.8,252.487,,,,,,,166848,11855.3577280896,227,246.8,252.487,Level 1,Level 1,No,Yes,7335,1667,11855.357368,0006P-Both-28,0
