ROUTE,DIR,MILES,LOCATION,REGION,OBJECTID,SURFACE_TY,SURF_AREA,YR_OVL,YR_SURF,OCI_12,OCI_11,OCI_10,OCI_09,OCI_08,OCI_07,OCI_06,OCI_05,OCI_04,RIDE_12,RIDE_11,RIDE_10,RIDE_09,RIDE_08,RIDE_07,RIDE_06,RIDE_05,RIDE_04,RUT_12,RUT_11,RUT_10,RUT_09,RUT_08,RUT_07,RUT_06,RUT_05,RUT_04,ENV_12,ENV_11,ENV_10,ENV_09,ENV_08,ENV_07,ENV_06,ENV_05,ENV_04,WPCK_12,WPCK_11,WPCK_10,WPCK_09,WPCK_08,WPCK_07,WPCK_06,WPCK_05,WPCK_04,JTSP_12,JTSP_11,JTSP_10,JTSP_09,JTSP_08,JTSP_07,JTSP_06,JTSP_05,JTSP_04,FALT_12,FALT_11,FALT_10,FALT_09,FALT_08,FALT_07,FALT_06,FALT_05,SLAB_12,CONK_06,CONK_05,CONK_04,FROM_,TO_,FALT_04,SLAB_11,SLAB_10,SLAB_09,SLAB_08,SLAB_07,SQ_YARD,SHAPE_Length,OID_,BMP,EMP,LEVEL_2013,LEVEL_2012,L_CHGE_201,NHS,AADT_2011,COMBOS,Shape_Leng,id,delta_t
0093P,Both,0.365,800 W to SR-89 Woods Cross,1,687,Asphalt,1.53,1998,2009,84.92366,75.19241,88.27996,87.559,85.19242,81.46667,80.75,89.04167,89.6,72.36164,54.67397,76.4,62.19178,66.8,61.2,61,76,64.4,85.38356,81.19178,89.30137,88.09589,80.33333,94.66667,92,92.66667,94,89.98461,78.03703,94.09309,99.94832,95.00891,70,70,90,100,91.96481,86.86686,93.32537,100,98.62745,100,100,97.5,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.365,,,,,,,10771.2,802.753032834097,700,0,0.365,Level 1,Level 1,No,No,28035,1401,802.753032834,0093P-Both-687,11
0094P,Both,0.958,I-70 to Thompson Springs,4,949,Asphalt,2.4,1969,2005,69.19495,54.8597,47.35788,80.33339,72.12855,85.11667,87.18333,87.95833,89.21786,50.93027,56.16033,56.33653,59.09144,53.2,53.8,60.4,66,65.8,75.27975,74.40084,75.79749,81,83.24843,86.66667,88.33333,85.83333,92.5,78.5774,46.84236,14.6452,88.29703,52.37093,100,100,100,100,71.9924,42.03528,42.6523,92.94508,99.69481,100,100,100,98.57143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.958,,,,,,,16896,1986.7958186278,812,0,0.958,Level 1,Level 2,Yes,No,755,234,1986.79581863,0094P-Both-949,36
0095P,Both,2.391,MP 99.4 to MP 101.8,4,898,Asphalt,6.31,1976,2012,79.81109,66.19301,45.81954,71.47078,81.50769,79.26,81.44,89.43,90.505,47.69184,61.91032,50.508,62.512,54.64,62.74,67.76,72.92,72.02,71.55956,79.5823,79.26,85.9,80.13333,84.3,88,84.8,100,100,48.81849,33.90016,64.44249,91.74242,70,70,100,90,99.99297,74.46093,19.61001,73.02865,99.515,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.439,101.83,,,,,,,44422.4,4850.2150545976,625,99.439,101.83,Level 2,Level 2,No,No,405,170,4850.2150546,0095P-Both-898,36
0095P,Both,2.56,Garfield Co Line to MP 19,4,923,Asphalt,7.15,1968,2012,87.30665,78.40249,81.05432,85.28323,85.01851,81.41173,83.44538,84.80917,90.37683,70.52813,71.12,71.33882,71.43466,72.87572,62.01322,69.13889,75.6941,77.13448,78.70156,72.36033,73.87286,76.52095,76.4,73.93151,74.64264,73.54258,84.37284,100,76.15098,80.82039,95.34047,92.98599,90,90,90,100,99.99692,93.97866,98.18521,97.83683,97.81233,99.7022,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.44,19,,,,,,,50336,5253.93674981684,803,16.44,19,Level 2,Level 2,No,No,755,173,5253.93674982,0095P-Both-923,44
0095P,Both,2.88,MP 38 to Hite Overlook,4,924,Asphalt,7.56,1968,2011,80.1069,66.36032,66.09451,66.24598,78.45749,70.80084,82.35707,74.23528,79.09202,48.01111,57.66243,45.84501,56.52944,49.07967,54.70864,59.59687,67.42309,66.22921,72.69028,77.18621,73.6457,77.89239,76.66667,79.03788,80.92145,79.51805,100,99.73169,51.40877,56.74565,45.22577,88.26909,50.13889,90.06944,50,50.13889,99.99452,79.18387,88.14166,85.3363,99.81455,99.31796,98.84053,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,40.88,,,,,,,53222.4,5880.80706361823,788,38,40.88,Level 2,Level 2,No,No,225,65,5880.80706362,0095P-Both-924,43
0095P,Both,2.95,MP 9 to MP 12,4,711,Asphalt,8.24,1968,2012,85.7128,78.40249,81.05432,85.28323,85.01851,81.41173,83.44538,84.80917,90.37683,68.78644,71.12,71.33882,71.43466,72.87572,62.01322,69.13889,75.6941,77.13448,74.0661,72.36033,73.87286,76.52095,76.4,73.93151,74.64264,73.54258,84.37284,100,76.15098,80.82039,95.34047,92.98599,90,90,90,100,99.99866,93.97866,98.18521,97.83683,97.81233,99.7022,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.05,12,,,,,,,58009.6,6068.0931330725,594,9.05,12,Level 2,Level 2,No,No,755,173,6068.09313307,0095P-Both-711,44
0095P,Both,3.3,Marinus Wash to MP 38,4,678,Asphalt,7.62,1968,2012,80.42301,66.39701,65.97608,65.95362,78.9279,70.95893,83.22268,76.36823,79.54634,50.92121,59.86549,48.67747,58.63184,51.61759,56.45735,61.40456,69.02866,68.20471,74.62424,77.30239,73.87313,77.56092,76.76848,78.8554,80.75865,79.65637,99.98065,97.95206,49.01902,55.19416,42.34285,87.50828,50,91.69697,56.78788,50,98.19454,79.40114,86.15957,85.27888,99.81724,98.52295,99.03055,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.7,38,,,,,,,53644.8,6752.12082484363,690,34.7,38,Level 2,Level 2,No,No,225,65,6752.12082484,0095P-Both-678,44
0095P,Both,3.356,MP 22.7 to SR-276,4,773,Asphalt,9.37,1968,2012,86.70035,80.7247,80.47621,85.06215,86.66782,85.34092,85.79249,87.53363,89.02366,72.21025,70.96585,73.90583,71.46967,74.06072,66.21262,70.79528,78.07075,77.94484,74.60131,71.06925,76.33605,75.54752,77.39432,77.50926,72.37467,72.48987,80.28031,99.99091,85.93272,77.0282,95.21992,95.22376,97.86949,100,99.5739,97.86949,99.99892,94.93098,94.63477,98.01148,99.99247,99.77231,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.69,26.046,,,,,,,65964.8,6878.85337964756,742,22.69,26.046,Level 2,Level 2,No,No,755,173,6878.85337965,0095P-Both-773,44
0095P,Both,3.439,MP 96 to MP 99.4,4,952,Asphalt,8.29,1976,2011,78.80868,66.19301,45.81954,71.47078,81.50769,79.26,81.44,89.43,90.505,38.44397,61.91032,50.508,62.512,54.64,62.74,67.76,72.92,72.02,78.2469,79.5823,79.26,85.9,80.13333,84.3,88,84.8,100,99.15923,48.81849,33.90016,64.44249,91.74242,70,70,100,90,99.38463,74.46093,19.61001,73.02865,99.515,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,99.439,,,,,,,58361.6,6971.57132406827,794,96,99.439,Level 2,Level 2,No,No,405,170,6971.57132407,0095P-Both-952,35
0095P,Both,3.69,MP 19 to MP 22.7,4,868,Asphalt,9.64,1968,2011,88.4975,79.2252,81.08039,85.47571,85.54498,82.67445,84.07809,85.5777,90.08647,72.77182,71.07873,72.19048,71.47408,73.32557,63.19761,69.60635,76.36906,77.35896,81.58943,71.91577,74.57478,76.24568,76.67913,74.92354,73.91467,73.15042,82.98692,99.6544,79.48565,80.13542,96.13418,93.75225,92.79133,92.79133,92.79133,100,99.97434,94.42065,97.42089,98.04889,98.42298,99.78533,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,22.69,,,,,,,67865.6,7573.9635098303,633,19,22.69,Level 2,Level 2,No,No,755,173,7573.96350983,0095P-Both-868,43
0095P,Both,4.17,MP 101.8 to MP 106,4,807,Asphalt,10.55,1976,2011,83.52752,66.19301,45.81954,71.47078,81.50769,79.26,81.44,89.43,90.505,68.1247,61.91032,50.508,62.512,54.64,62.74,67.76,72.92,72.02,77.0048,79.5823,79.26,85.9,80.13333,84.3,88,84.8,100,90.32744,48.81849,33.90016,64.44249,91.74242,70,70,100,90,98.65316,74.46093,19.61001,73.02865,99.515,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.83,106,,,,,,,74272,8451.555139503,718,101.83,106,Level 2,Level 2,No,No,405,170,8451.5551395,0095P-Both-807,35
0095P,Both,4.18,Dry Valley to MP 9,4,804,Asphalt,10.93,1968,2011,85.54913,78.40249,81.05432,85.28323,85.01851,81.41173,83.44538,84.80917,90.37683,67.40191,71.12,71.33882,71.43466,72.87572,62.01322,69.13889,75.6941,77.13448,74.80048,72.36033,73.87286,76.52095,76.4,73.93151,74.64264,73.54258,84.37284,100,76.15098,80.82039,95.34047,92.98599,90,90,90,100,99.99415,93.97866,98.18521,97.83683,97.81233,99.7022,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.87,9.05,,,,,,,76947.2,8603.04079360161,757,4.87,9.05,Level 2,Level 2,No,No,755,173,8603.0407936,0095P-Both-804,43
0095P,Both,4.44,MP 12 to Garfield Co Line,4,688,Asphalt,11.51,1968,2011,89.37237,78.40249,81.05432,85.28323,85.01851,81.41173,83.44538,84.80917,90.37683,78.44324,71.12,71.33882,71.43466,72.87572,62.01322,69.13889,75.6941,77.13448,79.17207,72.36033,73.87286,76.52095,76.4,73.93151,74.64264,73.54258,84.37284,99.89194,76.15098,80.82039,95.34047,92.98599,90,90,90,100,99.98223,93.97866,98.18521,97.83683,97.81233,99.7022,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,16.44,,,,,,,81030.4,9125.29322306475,686,12,16.44,Level 2,Level 2,No,No,755,173,9125.29322306,0095P-Both-688,43
0095P,Both,4.87,SR-24 Hanksville to Dry Valley,4,867,Asphalt,13.7133,1968,2006,80.93529,80.73396,74.34031,75.50905,84.81573,71.36427,86.01294,75.13881,78.35133,69.65503,70.15113,69.42752,68.75565,70.06571,60.4037,67.81971,74.09117,77.40534,79.41253,80.96963,77.76201,82.55918,82.06667,75.05339,76.23203,76.46407,86,91.10198,73.33816,62.06032,62.18966,88.97859,50,100,50,50,83.5716,98.47692,88.11137,88.53171,98.15195,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.87,,,,,,,96541.632,10028.2205483622,645,0,4.87,Level 2,Level 2,No,No,755,173,10028.2205484,0095P-Both-867,38
0095P,Both,5.351,MP 116 to SR-191 Blanding,4,691,Asphalt,13.7,1976,2005,73.60392,68.78155,58.02066,71.22856,81.33504,81.32079,85.17605,85.91244,78.46035,49.75302,54.12319,48.73208,55.22601,51.6743,56.04059,61.28466,67.05322,65.10645,77.62736,79.3661,79.08428,84.79406,76.2,76.71781,79.41955,76.59652,100,78.2214,54.0251,41.08124,58.99583,97.49857,100,100,100,50,88.81389,87.61182,63.18503,85.89833,99.9673,92.52476,100,100,98.73496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,121.351,,,,,,,96448,10855.0259561671,665,116,121.351,Level 2,Level 2,No,No,405,170,10855.0259562,0095P-Both-691,29
0095P,Both,6.54,Hite Overlook to Colorado River Bridge,4,851,Asphalt,18.47,1968,2006,80.04082,69.33504,65.85195,68.53313,81.90253,78.11052,86.49985,76.6253,85.6122,59.17798,62.91217,60.24845,61.3528,61.94278,61.05183,63.54207,74.9128,72.44878,78.54985,76.43989,79.31326,74.81262,76.66667,81.39024,82.45732,81.58841,100,87.93313,50.43796,37.94254,56.48763,89.39394,70,100,50,70,94.50231,87.55013,85.90354,81.47945,99.60675,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.88,47.42,,,,,,,130028.8,13366.4725655337,623,40.88,47.42,Level 2,Level 2,No,No,225,65,13366.4725655,0095P-Both-851,38
0095P,Both,8.654,SR-276 to Marinus Wash,4,712,Asphalt,25.5,1968,2005,57.6419,66.67831,65.38835,64.60142,81.3474,71.98251,87.59974,86.88619,81.99234,64.97509,70.82437,63.02913,69.0836,64.47543,65.23057,70.38431,77.14077,78.08338,78.05789,77.84533,75.1798,75.8337,77.26667,78.04307,80.01464,80.40398,99.88597,39.02899,37.29311,46.95958,28.62248,83.82422,50,100,90,50,48.50561,80.75044,76.38489,84.86592,99.82331,94.65641,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.046,34.7,,,,,,,179520,17698.9638063625,583,26.046,34.7,Level 2,Level 2,No,No,227,65,17698.9638064,0095P-Both-712,37
0095P,Both,10,MP 106 to MP 116,4,743,Asphalt,30,1976,2005,79.10359,66.50876,64.32599,71.5242,86.90872,86,85.305,87.495,90.33,62.884,59.72,62.032,61.212,64.933,60.3,64.92,66.78,71.32,84.43,81.88,86.92,86.73,86.93333,83.7,86.3,83.2,100,76.40941,44.09773,36.46749,58.30395,95.97854,100,90,100,90,92.69097,80.33732,71.88447,79.85085,99.79,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,116,,,,,,,211200,20307.6657163591,559,106,116,Level 2,Level 2,No,No,405,170,20307.6657164,0095P-Both-743,29
0095P,Both,12,MP 68 to MP 80,4,742,Asphalt,30,1971,2004,87.47549,84.62642,80.33733,88.88724,89.04777,91.97083,92.95833,93.04583,97.925,87.44,88.14149,86.00461,88.30547,86.58704,86.46667,88.41667,91.43333,91.7,65.31667,72.96667,70.08808,80.29536,70.86667,81.41667,83.41667,80.75,100,98.04424,84.87567,77.35501,91.4087,98.73737,100,100,100,100,99.10104,92.52185,87.90161,95.53944,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,80,,,,,,,211200,24422.8662345678,570,68,80,Level 2,Level 2,No,No,145,52,24422.8662346,0095P-Both-742,33
0095P,Both,16,MP 80 to MP 96,4,706,Asphalt,42,1971,2004,54.58703,57.22969,48.57822,61.22749,77.38816,81.58125,83.60312,88.47813,91.95048,45.69,54.8825,46.45,58.3175,48.93417,57.825,62.9125,75.225,69.9125,69.4625,66.75,74.68125,77.39375,75.93333,78.5,81.5,78.6875,100,53.50241,48.38807,29.11701,49.63628,85.63763,90,90,100,100,49.69322,58.8982,44.06462,59.56242,99.0475,100,100,100,97.88942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,96,,,,,,,295680,32479.3696251522,678,80,96,Level 2,Level 2,No,No,238,75,32479.3696252,0095P-Both-706,33
0095P,Both,20.58,Colorado River Bridge to MP 68,4,837,Asphalt,51.7,1972,2004,84.37507,82.51214,75.165,83.09785,88.0697,88.32415,91.83848,89.80214,97.20267,79.0585,83.3967,77.88852,83.57969,79.1486,82.69796,84.30534,88.74305,88.81069,73.86472,74.46367,75.58748,77.89321,75.73333,80.59864,83.04859,80.4655,100,90.40926,78.68293,69.52088,78.43405,97.46002,90,100,90,100,94.16779,93.50526,77.66312,92.48445,99.93683,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.42,68,,,,,,,363968,41986.6311385044,732,47.42,68,Level 2,Level 2,No,No,149,53,41986.6311385,0095P-Both-837,32
0096P,Both,11.366,Scofield Reservoir Dam to SR-6,4,871,Asphalt,28.5,1983,2005,70.03465,74.49227,74.67215,78.32051,81.88549,74.95198,87.40063,85.1831,95.15927,62.11431,68.35186,64.17797,71.5115,65.32472,71.83692,75.48323,69.30693,80.63709,75.68422,77.55658,79.96858,80.30043,71.66667,85.79184,84.1193,85.62837,100,57.70453,58.16257,57.18055,65.07462,92.04532,70,90,90,100,84.63555,93.89809,97.36151,96.39548,98.50528,72.17917,100,95.79711,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.393,22.759,,,,,,,200640,23844.3205922373,613,11.393,22.759,Level 2,Level 2,No,No,557,149,23844.3205922,0096P-Both-871,22
0096P,Both,11.393,Clear Creek to Scofield Reservoir Dam,4,953,Asphalt,27.6,1983,2005,63.52407,78.83214,73.9714,78.75706,84.93897,78.0598,86.8375,84.83768,93.96988,70.54679,72.7604,62.99889,66.72304,64.33017,67.6319,70.09269,65.08518,75.8795,90.35287,88.58658,85.31394,85.14519,81.8,86.84324,87.47336,89.19433,100,53.85243,67.01977,59.21191,73.50108,94.14583,70,90,90,100,39.34418,86.96179,88.36086,89.65891,99.47987,87.76408,99.78394,95.0712,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.393,,,,,,,194304,23891.4666077196,777,0,11.393,Level 2,Level 2,No,No,442,114,23891.4666077,0096P-Both-953,22
0097P,Both,2.557,SR-37 Hooper to 3900 W,1,808,Asphalt,7.32,1950,2003,85.00889,81.75795,86.18377,82.03494,89.69195,88.70385,88.15831,89.39243,95.41955,73.55354,64.98115,75.47751,67.45045,77.38007,79.70395,77.52178,84.2693,81.67822,92.01287,86.19656,91.38612,87.32229,86.4,85.11146,85.11146,83.30042,100,80.06623,82.53266,81.51911,77.30152,96.29656,90,90,90,100,94.40293,93.32143,96.35236,96.06551,98.69117,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.557,,,,,,,51532.8,5459.75790392304,722,0,2.557,Level 1,Level 1,No,No,10641,3298,5459.75790392,0097P-Both-808,53
0097P,Both,2.79,3900 W to Hill AFB Gate,1,715,Asphalt,14.97,1998,2008,87.67572,78.09747,87.61168,90.38211,89.38186,86.84138,87.4836,87.8318,92.60378,69.50323,73.9117,70.95301,75.63516,72.32746,74.6372,75.49312,77.08294,81.89871,88.74986,85.13491,86.34254,87.25456,85.2,84.79421,86.50717,84.46685,100,95.55196,78.19598,94.71186,99.25005,100,90,90,90,90,96.89783,75.14729,98.4393,99.38866,100,97.9341,97.9341,99.77742,98.51641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.557,5.347,,,,,,,105388.8,5930.97436541746,818,2.557,5.347,Level 1,Level 1,No,No,19343,5996,5930.97436542,0097P-Both-715,10
0099P,Both,4.193,I-15 to I-15 Fillmore Main Street,4,692,Asphalt,19.94,1987,2007,73.46978,69.46983,75.09096,80.19549,87.5851,90.58794,90.5728,79.61719,79.91311,69.20992,71.40997,69.05109,73.60935,72.42919,75.21088,75.47112,78.59079,77.00587,83.70713,83.50083,80.86024,84.57405,80.9,87.14087,86.8201,89.87797,93.64715,75.83598,45.44354,63.06225,71.32244,97.41316,100,100,50,50,65.1261,77.52496,87.39026,91.27612,99.59805,100,100,100,98.99942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.193,,,,,,,140377.6,8654.68984375116,651,0,4.193,Level 1,Level 1,No,No,2374,213,8654.68984375,0099P-Both-692,20
0100P,Both,16.934,SR-99 Fillmore to SR-50,4,1033,Asphalt,51.74,1982,2006,75.49072,74.22021,74.98242,78.11375,84.88839,76.36798,87.02457,90.1185,76.65223,67.14869,68.50662,71.0164,71.25004,68.4,68.39934,71.01193,80.93861,74.46229,82.08657,80.27276,81.74021,83.68529,83.02358,74.53537,77.08634,79.53537,85.59443,74.73388,58.03757,54.33759,63.89905,90.71708,70,100,100,50,77.99374,90.0639,92.83547,93.62062,97.41289,92.53719,100,100,96.55223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.934,,,,,,,364249.6,35170.1906752791,764,0,16.934,Level 2,Level 2,No,No,627,50,35170.1906753,0100P-Both-1033,24
0101P,Both,5.927,SR-23 Wellsville to SR-165,1,1032,Asphalt,19.12,1950,2009,91.65966,91.87079,90.17742,66.04173,73.85704,77.26732,76.34973,84.34073,86.41283,79.00908,79.47403,81.07636,68.8355,65.90465,72.4303,73.99335,80.89533,81.95468,88.85554,90.00006,88.00526,81.46145,79.4,86.63897,87.43125,86.46758,93.69664,99.20673,98.24496,94.74536,47.00623,52.19616,50,50,70,70,99.56728,99.76411,96.88271,66.86373,97.92733,100,93.97431,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.927,,,,,,,134604.8,12764.8176950532,601,0,5.927,Level 1,Level 1,No,No,4045,242,12764.8176951,0101P-Both-1032,59
0101P,Both,7.154,SR-165 to Left Hand Fork,1,1031,Asphalt,17.64,1950,2008,77.20973,69.0297,75.48841,81.08052,80.9895,69.64687,70.70449,72.63287,74.40177,42.63489,45.66184,48.03796,51.92284,50.18361,48.71668,51.35482,60.04454,59.63942,84.839,80.51007,80.54271,84.24597,85.46667,82.49397,82.49743,84.17438,88.37237,87.52086,58.97604,78.9367,89.71783,89.46851,50,50,50,50,93.84416,90.97085,94.43627,98.43544,98.83922,97.37682,98.96572,96.31255,99.59528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.927,13.081,,,,,,,124185.6,15392.0734466067,709,5.927,13.081,Level 2,Level 2,No,No,1104,66,15392.0734466,0101P-Both-1031,58
0101P,Both,8.73,Left Hand Fork to Hardware Ranch,1,1030,Asphalt,18.92,1950,2008,78.55187,73.55794,71.6351,81.08052,80.9895,69.64687,70.70449,72.63287,74.40177,41.67143,51.00257,49.36197,51.92284,50.18361,48.71668,51.35482,60.04454,59.63942,88.61226,84.52011,83.40439,84.24597,85.46667,82.49397,82.49743,84.17438,88.37237,89.9332,65.16705,63.52861,89.71783,89.46851,50,50,50,50,93.9906,93.54202,90.24545,98.43544,98.83922,97.37682,98.96572,96.31255,99.59528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.081,21.811,,,,,,,133196.8,18782.9873507327,550,13.081,21.811,Level 2,Level 2,No,No,357,21,18782.9873507,0101P-Both-1030,58
0102P,Both,1.007,SR-82 to SR-13 Haws Corner,1,1025,Asphalt,5.02,1950,2009,91.59434,82.0275,87.4738,89.14815,80.73837,86.04832,70.22456,78.80486,80.74667,80.99742,82.18563,83.56433,79.85351,79.04723,83.53923,85.85621,89.16246,86.41072,86.00089,82.03417,81.35013,82.35881,78.11111,78.41509,81.41509,85.40616,86.48659,99.56071,92.68176,89.03781,99.65212,79.23626,90,90,50,70,99.81835,71.20844,95.94293,94.72815,86.55889,92.23894,23.62692,90.65083,80.08937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.492,17.499,,,,,,,35340.8,2166.27569278643,809,16.492,17.499,Level 1,Level 1,No,No,6725,1075,2166.27569279,0102P-Both-1025,59
0102P,Both,2.492,I-84 Tremonton to SR-82,1,1026,Asphalt,10.86,1950,2009,92.88505,89.05795,88.19442,93.60615,84.99091,76.63947,76.84644,82.07999,81.76657,83.68218,85.99551,83.62889,87.78941,79.54856,83.3008,83.9695,86.44462,89.20514,90.71477,86.71645,91.23536,87.24613,78.11111,81.52354,81.68272,83.17951,89.50642,97.61763,88.10418,86.51085,99.63323,88.52388,50,50,70,50,99.52563,95.41566,91.40256,99.75585,93.7801,91.73355,91.73355,88.69583,98.35474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,16.492,,,,,,,76454.4,5368.7897381164,696,14,16.492,Level 1,Level 1,No,No,5904,1062,5368.78973812,0102P-Both-1026,59
0102P,Both,2.573,SR-13 to SR-38 Deweyville,1,1024,Asphalt,6.08,1950,2005,90.8762,78.74784,75.9309,80.20188,92.7486,94.92072,88.96391,96.17909,73.8637,82.75367,81.20731,85.39681,85.94232,89.32257,89.65565,92.23272,95.77108,73.70898,89.68982,86.13883,88.05593,86.78251,83.3,90.02721,90.58337,92.39021,77.58725,91.76984,65.36746,52.27597,69.78159,98.43497,100,100,100,50,99.29146,82.27776,77.99488,78.30111,99.93688,100,73.03955,96.55505,94.15857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.499,20.072,,,,,,,42803.2,5546.53847211933,642,17.499,20.072,Level 1,Level 1,No,No,2332,349,5546.53847212,0102P-Both-1024,55
0102P,Both,4.442,Penrose to Thatcher,1,1028,Asphalt,9.39,1950,2007,86.01645,83.152,83.20691,87.73374,88.45564,73.80357,74.01786,75.30357,80.89753,70.51256,74.12337,74.82,78.55429,76.23865,73.14286,74.5,78.64286,77.34286,89.44719,85.71765,80.64286,84.25714,80.06667,75.64286,71.57143,73,76.35714,86.40051,75.4779,81.63208,89.00189,97.77868,50,50,50,70,97.70556,97.28907,95.73272,99.12163,99.73857,96.42857,100,99.57143,99.89011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9.442,,,,,,,66105.6,9585.96276024667,748,5,9.442,Level 2,Level 2,No,No,350,62,9585.96276025,0102P-Both-1028,57
0102P,Both,4.558,Thatcher to I-84 Tremonton,1,1027,Asphalt,10.91,1950,2007,87.56427,84.78777,83.20691,87.73374,88.45564,73.80357,74.01786,75.30357,80.89753,79.59789,80.73383,74.82,78.55429,76.23865,73.14286,74.5,78.64286,77.34286,80.85138,77.67117,80.64286,84.25714,80.06667,75.64286,71.57143,73,76.35714,91.72368,85.30952,81.63208,89.00189,97.77868,50,50,50,70,98.08414,95.43654,95.73272,99.12163,99.73857,96.42857,100,99.57143,99.89011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.442,14,,,,,,,76806.4,9826.24051940102,589,9.442,14,Level 1,Level 2,Yes,No,1075,193,9826.2405194,0102P-Both-1027,57
0102P,Both,5,SR-83 to Penrose,1,1029,Asphalt,10.19,1950,2007,92.2258,81.84328,83.20691,87.73374,88.45564,73.80357,74.01786,75.30357,80.89753,83.176,74.96,74.82,78.55429,76.23865,73.14286,74.5,78.64286,77.34286,92.1,84.52,80.64286,84.25714,80.06667,75.64286,71.57143,73,76.35714,97.06313,71.74426,81.63208,89.00189,97.77868,50,50,50,70,96.56408,96.14885,95.73272,99.12163,99.73857,96.42857,100,99.57143,99.89011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,,,,,,,71737.6,10774.4921629325,655,0,5,Level 2,Level 2,No,No,350,63,10774.4921629,0102P-Both-1029,57
0103P,Both,0.225,SR-126 Clearfield to Hill AFB Main Gate,1,1023,Asphalt,1.35,1950,2008,89.92118,74.98907,82.59212,67.36672,80.31531,66.2381,74.49524,84.74405,92.11429,70.26667,24.8,69.91111,81.6,70.6,46,56.6,67,75.6,90.66667,78.77778,90.22222,89.11111,68.66667,86.66667,91.66667,88.33333,100,98.89169,99.15092,73.40681,0,93.56602,70,50,90,100,99.85971,97.22757,96.82835,98.75579,88.42857,62.28571,99.71429,93.64286,92.85714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225,,,,,,,9504,456.000741287355,753,0,0.225,Level 1,Level 1,No,No,16355,490,456.000741287,0103P-Both-1023,58
