id,SURFACE_TY,REGION,YR_SURF,Metric,OCI
0006P-Both-382,Asphalt,3,2004,OCI_06,95.32218
0006P-Both-31,Asphalt,4,2007,OCI_06,75.72077
0006P-Both-357,Asphalt,3,2012,OCI_06,90.7538
0006P-Both-28,Asphalt,4,2009,OCI_06,90.01723
0006P-Both-4,Asphalt,4,2005,OCI_06,94.84167
0006P-Both-317,Asphalt,4,2010,OCI_06,85.58241
0006P-Both-10,Asphalt,4,2006,OCI_06,95.39695
0006P-Both-98,Asphalt,4,2010,OCI_06,85.58241
0006P-Both-7,Asphalt,4,2012,OCI_06,81.41534
0006P-Both-20,Asphalt,4,2010,OCI_06,85.58241
0006P-Both-168,Asphalt,3,2007,OCI_06,78.79289
0006P-Both-270,Asphalt,3,2004,OCI_06,93.89451
0006P-Both-157,Asphalt,3,2004,OCI_06,81.64121
0006P-Both-173,Asphalt,4,2010,OCI_06,85.58241
0006P-Both-49,Asphalt,4,2006,OCI_06,80.04339
0006P-Both-281,Asphalt,4,2010,OCI_06,85.58241
0006P-Both-177,Asphalt,3,2010,OCI_06,78.8626
0006P-Both-307,Asphalt,4,2012,OCI_06,84.66506
0006P-Both-366,Asphalt,4,2006,OCI_06,90.38189
0007P-Both-29,Asphalt,4,2010,OCI_06,0
0008P-Both-385,Asphalt,4,2009,OCI_06,84.59894
0009P-Both-50,Asphalt,4,2005,OCI_06,75.86029
0009P-Both-301,Asphalt,4,2005,OCI_06,91.0164
0009P-Both-274,Asphalt,4,2010,OCI_06,69.31177
0009P-Both-190,Asphalt,4,2012,OCI_06,83.01429
0009P-Both-142,Asphalt,4,2011,OCI_06,83.01429
0009P-Both-97,Asphalt,4,2007,OCI_06,81.28602
0009P-Both-32,Asphalt,4,2010,OCI_06,64.34957
0009P-Both-405,Asphalt,4,2012,OCI_06,82.44283
0009P-Both-193,Asphalt,4,2012,OCI_06,78.02168
0010P-Both-192,Asphalt,4,2011,OCI_06,89.46536
0010P-Both-258,Asphalt,4,2011,OCI_06,73.30204
0010P-Both-365,Asphalt,4,2011,OCI_06,93.12576
0010P-Both-380,Asphalt,4,2009,OCI_06,81.00364
0010P-Both-306,Asphalt,4,2009,OCI_06,88.42613
0010P-Both-249,Asphalt,4,2011,OCI_06,84.63018
0010P-Both-194,Asphalt,4,2011,OCI_06,76.52793
0010P-Both-376,Asphalt,4,2010,OCI_06,69.7347
0010P-Both-272,Asphalt,4,2007,OCI_06,91.52176
0010P-Both-147,Asphalt,4,2006,OCI_06,92.15801
0010P-Both-169,Asphalt,4,2010,OCI_06,91.09097
0010P-Both-121,Asphalt,4,2012,OCI_06,95.3737
0010P-Both-146,Asphalt,4,2012,OCI_06,76.52793
0010P-Both-362,Asphalt,4,2012,OCI_06,92.6486
0010P-Both-245,Asphalt,4,2012,OCI_06,69.73847
0010P-Both-293,Asphalt,4,2007,OCI_06,90.75573
0010P-Both-141,Asphalt,4,2009,OCI_06,77.43409
0010P-Both-299,Asphalt,4,2005,OCI_06,89.8361
0010P-Both-122,Asphalt,4,2012,OCI_06,94.31353
0010P-Both-384,Asphalt,4,2007,OCI_06,79.55167
0012P-Both-243,Asphalt,4,2002,OCI_06,84.84087
0012P-Both-318,Asphalt,4,2002,OCI_06,78.143
0012P-Both-339,Asphalt,4,2011,OCI_06,67.05345
0012P-Both-96,Asphalt,4,2012,OCI_06,78.143
0012P-Both-391,Asphalt,4,2007,OCI_06,67.23875
0012P-Both-279,Asphalt,4,2011,OCI_06,85.0966
0012P-Both-143,Asphalt,4,2012,OCI_06,85.0966
0012P-Both-189,Asphalt,4,2005,OCI_06,88.96558
0012P-Both-242,Asphalt,4,2011,OCI_06,84.62868
0012P-Both-271,Asphalt,4,2011,OCI_06,79.66205
0012P-Both-280,Asphalt,4,2005,OCI_06,82.21369
0012P-Both-241,Asphalt,4,2005,OCI_06,86.93976
0012P-Both-117,Asphalt,4,2007,OCI_06,67.05345
0012P-Both-202,Asphalt,4,2010,OCI_06,81.99491
0012P-Both-160,Asphalt,4,2004,OCI_06,81.36677
0012P-Both-82,Asphalt,4,2010,OCI_06,72.7661
0012P-Both-140,Asphalt,4,2009,OCI_06,71.82412
0012P-Both-221,Asphalt,4,2009,OCI_06,69.48948
0012P-Both-266,Asphalt,4,2003,OCI_06,84.45934
0012P-Both-105,Asphalt,4,2004,OCI_06,89.32701
0013P-Both-406,Asphalt,1,2006,OCI_06,81.83333
0013P-Both-364,Asphalt,1,2006,OCI_06,85.06667
0013P-Both-321,Asphalt,1,2009,OCI_06,50.05
0013P-Both-73,Asphalt,1,2006,OCI_06,82.72027
0013P-Both-342,Asphalt,1,2006,OCI_06,48.82441
0013P-Both-303,Asphalt,1,2009,OCI_06,75.15571
0013P-Both-77,Asphalt,1,2006,OCI_06,75.82221
0013P-Both-75,Asphalt,1,2012,OCI_06,89.4306
0013P-Both-383,Asphalt,1,2005,OCI_06,78.88775
0013P-Both-302,Asphalt,1,2010,OCI_06,82.91725
0013P-Both-24,Asphalt,1,2005,OCI_06,84.10136
0013P-Both-328,Asphalt,1,2010,OCI_06,82.91725
0013P-Both-33,Asphalt,1,2010,OCI_06,82.91725
0013P-Both-57,Asphalt,1,2010,OCI_06,79.44732
0014P-Both-162,Asphalt,4,2012,OCI_06,93.06667
0014P-Both-196,Asphalt,4,2012,OCI_06,92.48451
0014P-Both-296,Asphalt,4,2012,OCI_06,85.44143
0014P-Both-234,Asphalt,4,2010,OCI_06,89.43161
0014P-Both-260,Asphalt,4,2011,OCI_06,85.44143
0014P-Both-305,Asphalt,4,2010,OCI_06,89.43161
0014P-Both-261,Asphalt,4,2010,OCI_06,76.72899
0014P-Both-349,Asphalt,4,2006,OCI_06,91.63668
0015P-Positive-70,Concrete,2,2010,OCI_06,95.6375
0015P-Positive-403,Concrete,2,2012,OCI_06,83.60992
0015P-Positive-164,Concrete,2,2012,OCI_06,90.234
0015P-Positive-341,Asphalt,3,2012,OCI_06,96.54036
0015P-Positive-200,Concrete,1,2011,OCI_06,93.81202
0015P-Positive-284,Asphalt,1,2009,OCI_06,59.38388
0015P-Positive-71,Concrete,2,2007,OCI_06,94.23148
0015P-Positive-40,Concrete,1,2012,OCI_06,92.02291
0015P-Positive-54,Concrete,1,2010,OCI_06,83.02029
0015P-Positive-325,Asphalt,1,2007,OCI_06,91.43478
0015P-Positive-422,Asphalt,3,2009,OCI_06,92.63476
0015P-Positive-239,Concrete,2,2011,OCI_06,93.9036
0015P-Positive-107,Asphalt,1,1999,OCI_06,95.72662
0015P-Positive-138,Concrete,2,2010,OCI_06,96.11328
0015P-Positive-176,Asphalt,1,2007,OCI_06,100
0015P-Positive-269,Asphalt,3,2008,OCI_06,93.69113
0015P-Positive-367,Asphalt,1,2010,OCI_06,95.12459
0015P-Positive-324,Concrete,3,2012,OCI_06,95.84397
0015P-Positive-348,Asphalt,1,2007,OCI_06,89.10185
0015P-Positive-118,Concrete,1,2010,OCI_06,77.94133
0015P-Positive-218,Asphalt,1,2004,OCI_06,94.01897
0015P-Positive-361,Asphalt,3,2009,OCI_06,93.14704
0015P-Positive-285,Asphalt,1,2007,OCI_06,89.10185
0015P-Positive-68,Asphalt,4,2005,OCI_06,92.33942
0015P-Positive-201,Concrete,1,2009,OCI_06,59.38388
0015P-Positive-94,Concrete,2,2012,OCI_06,87.12913
0015P-Positive-126,Asphalt,1,2012,OCI_06,96.81796
0015P-Positive-282,Asphalt,1,2010,OCI_06,97.84022
0015P-Positive-106,Concrete,1,2002,OCI_06,87.74086
0015P-Positive-103,Concrete,1,2011,OCI_06,91.70893
0015P-Positive-136,Asphalt,4,2004,OCI_06,97.10965
0015P-Positive-101,Asphalt,4,2006,OCI_06,98.89358
0015P-Positive-166,Asphalt,3,2008,OCI_06,91.81687
0015P-Positive-93,Asphalt,4,2010,OCI_06,96.3038
0015P-Positive-167,Concrete,2,2011,OCI_06,90.2412
0015P-Positive-137,Concrete,3,2007,OCI_06,63.72736
0015P-Positive-165,Asphalt,4,2012,OCI_06,92.33942
0015P-Positive-360,Asphalt,1,2008,OCI_06,74.71704
0015P-Positive-340,Asphalt,4,2008,OCI_06,77.03681
0015P-Positive-53,Asphalt,4,2004,OCI_06,97.34488
0015P-Positive-163,Asphalt,4,2007,OCI_06,95.05868
0015P-Positive-389,Asphalt,4,2012,OCI_06,90.17233
0015P-Positive-39,Concrete,1,2004,OCI_06,90.14853
0015P-Positive-37,Asphalt,4,2006,OCI_06,98.36424
0015P-Positive-38,Asphalt,1,2010,OCI_06,94.86467
0015P-Positive-359,Asphalt,4,2010,OCI_06,94.54975
0015P-Positive-265,Asphalt,4,2010,OCI_06,86.07517
0015P-Positive-267,Concrete,2,2012,OCI_06,90.9411
0015P-Positive-217,Concrete,3,2006,OCI_06,83.98105
0015P-Positive-346,Concrete,1,2005,OCI_06,89.49715
0015P-Positive-52,Asphalt,4,2011,OCI_06,83.60219
0015P-Positive-330,Concrete,4,2005,OCI_06,83.625
0015P-Positive-259,Asphalt,4,2012,OCI_06,94.85335
0015P-Positive-320,Asphalt,4,2009,OCI_06,73.9697
0015P-Positive-119,Asphalt,3,2011,OCI_06,96.29286
0015P-Positive-358,Asphalt,4,2011,OCI_06,91.27015
0015P-Positive-215,Asphalt,4,2009,OCI_06,97.05183
0015P-Positive-411,Concrete,1,2011,OCI_06,84.19979
0015P-Positive-323,Concrete,3,2011,OCI_06,75.78289
0015P-Positive-377,Asphalt,3,2011,OCI_06,92.99318
0015P-Positive-199,Asphalt,4,2006,OCI_06,98.87959
0015P-Positive-225,Asphalt,4,2006,OCI_06,96.71829
0015P-Positive-158,Asphalt,4,2012,OCI_06,81.86588
0015P-Positive-402,Asphalt,4,2009,OCI_06,87.71405
0016P-Both-174,Asphalt,1,2007,OCI_06,73.16098
0016P-Both-104,Asphalt,1,2012,OCI_06,79.93189
0016P-Both-283,Asphalt,1,2007,OCI_06,73.16098
0017P-Both-410,Asphalt,4,2009,OCI_06,71.29984
0018P-Both-347,Asphalt,4,2009,OCI_06,88.89075
0018P-Both-368,Asphalt,4,2012,OCI_06,86.23774
0018P-Both-128,Asphalt,4,2004,OCI_06,86.24531
0018P-Both-248,Asphalt,4,2011,OCI_06,88.89075
0018P-Both-308,Asphalt,4,2004,OCI_06,86.23774
0018P-Both-204,Asphalt,4,2012,OCI_06,86.23774
0018P-Both-41,Asphalt,4,2008,OCI_06,96.79923
0019P-Both-369,Asphalt,4,2011,OCI_06,92.36361
0019P-Both-286,Asphalt,4,2011,OCI_06,81.65571
0019P-Both-205,Asphalt,4,2011,OCI_06,88.95205
0020P-Both-42,Asphalt,4,2004,OCI_06,96.36271
0020P-Both-109,Asphalt,4,2004,OCI_06,94.78817
0021P-Both-149,Asphalt,4,2006,OCI_06,80.4395
0021P-Both-332,Asphalt,4,2007,OCI_06,85.76718
0021P-Both-415,Asphalt,4,2005,OCI_06,84.36165
0021P-Both-178,Asphalt,4,2004,OCI_06,96.0927
0021P-Both-414,Asphalt,4,2004,OCI_06,96.0927
0021P-Both-350,Asphalt,4,2004,OCI_06,85.2022
0021P-Both-351,Asphalt,4,2012,OCI_06,95.9898
0021P-Both-287,Asphalt,4,2012,OCI_06,85.87735
0021P-Both-110,Asphalt,4,2012,OCI_06,96.0927
0021P-Both-85,Asphalt,4,2004,OCI_06,93.03409
0021P-Both-227,Asphalt,4,2004,OCI_06,92.69504
0021P-Both-393,Asphalt,4,2009,OCI_06,93.67407
0021P-Both-179,Asphalt,4,2005,OCI_06,92.27778
0021P-Both-251,Asphalt,4,2005,OCI_06,91.26315
0021P-Both-150,Asphalt,4,2004,OCI_06,93.59477
0021P-Both-84,Asphalt,4,2009,OCI_06,77.29511
0021P-Both-331,Asphalt,4,2005,OCI_06,88.47012
0022P-Both-61,Asphalt,4,2009,OCI_06,78.30058
0023P-Both-416,Asphalt,1,2005,OCI_06,90.92839
0023P-Both-86,Asphalt,1,2005,OCI_06,90.92839
0023P-Both-309,Asphalt,1,2006,OCI_06,87.02767
0023P-Both-394,Asphalt,1,2006,OCI_06,84.43585
0024P-Both-310,Asphalt,4,2012,OCI_06,85.2774
0024P-Both-62,Asphalt,4,2012,OCI_06,85.2774
0024P-Both-396,Asphalt,4,2011,OCI_06,85.2774
0024P-Both-87,Asphalt,4,2011,OCI_06,87.38915
0024P-Both-151,Asphalt,4,2012,OCI_06,87.38915
0024P-Both-228,Asphalt,4,2012,OCI_06,94.52678
0024P-Both-130,Asphalt,4,2012,OCI_06,77.86253
0024P-Both-44,Asphalt,4,2012,OCI_06,73.51646
0024P-Both-111,Asphalt,4,2011,OCI_06,72.97202
0024P-Both-288,Asphalt,4,2012,OCI_06,69.20253
0024P-Both-352,Asphalt,4,2011,OCI_06,73.57532
0024P-Both-152,Asphalt,4,2011,OCI_06,93.94138
0024P-Both-129,Asphalt,4,2007,OCI_06,88.8795
0024P-Both-289,Asphalt,4,2006,OCI_06,76.50975
0024P-Both-334,Asphalt,4,2011,OCI_06,94.52678
0024P-Both-63,Asphalt,4,2006,OCI_06,92.99758
0024P-Both-371,Asphalt,4,2011,OCI_06,69.20253
0024P-Both-395,Asphalt,4,2010,OCI_06,95.1443
0024P-Both-207,Asphalt,4,2007,OCI_06,70.19242
0024P-Both-229,Asphalt,4,2004,OCI_06,80.69944
0024P-Both-43,Asphalt,4,2005,OCI_06,72.00926
0024P-Both-180,Asphalt,4,2005,OCI_06,87.39107
0024P-Both-112,Asphalt,4,2005,OCI_06,88.83751
0025P-Both-417,Asphalt,4,2005,OCI_06,81.53434
0026P-Both-88,Concrete,1,2009,OCI_06,85.53779
0026P-Both-353,Asphalt,1,2008,OCI_06,73.01147
0026P-Both-254,Concrete,1,2008,OCI_06,73.08984
0026P-Both-181,Concrete,1,2009,OCI_06,85.53779
0028P-Both-230,Concrete,3,2011,OCI_06,91.45
0028P-Both-255,Asphalt,4,2011,OCI_06,89.85986
0028P-Both-336,Asphalt,3,2007,OCI_06,89.06489
0028P-Both-335,Asphalt,4,2010,OCI_06,96.32487
0028P-Both-153,Asphalt,3,2012,OCI_06,91.13429
0028P-Both-89,Asphalt,3,2012,OCI_06,92.91828
0028P-Both-418,Asphalt,4,2010,OCI_06,96.88055
0028P-Both-397,Asphalt,3,2012,OCI_06,88.2445
0029P-Both-64,Asphalt,4,2012,OCI_06,69.6464
0029P-Both-398,Asphalt,4,2011,OCI_06,69.6464
0029P-Both-312,Asphalt,4,2009,OCI_06,73.99728
0029P-Both-154,Asphalt,4,2009,OCI_06,69.52203
0030P-Both-290,Asphalt,1,2007,OCI_06,48.96221
0030P-Both-45,Asphalt,1,2008,OCI_06,88.6
0030P-Both-46,Asphalt,1,2008,OCI_06,87.32066
0030P-Both-373,Asphalt,1,2008,OCI_06,88.39032
0030P-Both-256,Asphalt,1,2011,OCI_06,67.4833
0030P-Both-114,Asphalt,1,2011,OCI_06,68.18082
0030P-Both-113,Asphalt,1,2008,OCI_06,90.32594
0030P-Both-419,Asphalt,1,2012,OCI_06,68.18082
0030P-Both-355,Asphalt,1,2011,OCI_06,68.18082
0030P-Both-354,Asphalt,1,2001,OCI_06,88.23891
0030P-Both-182,Asphalt,1,2006,OCI_06,84.28229
0030P-Both-313,Asphalt,1,2008,OCI_06,89.07526
0030P-Both-372,Asphalt,1,2008,OCI_06,89.07526
0030P-Both-231,Asphalt,1,2003,OCI_06,88.95995
0030P-Both-131,Asphalt,1,2003,OCI_06,87.39867
0030P-Both-132,Asphalt,1,2012,OCI_06,82.40612
0030P-Both-65,Asphalt,1,2003,OCI_06,83.64587
0030P-Both-208,Asphalt,1,2012,OCI_06,93.77857
0031P-Both-337,Asphalt,4,2004,OCI_06,92.42903
0031P-Both-155,Asphalt,4,2007,OCI_06,93.51596
0031P-Both-257,Asphalt,4,2006,OCI_06,91.24274
0031P-Both-420,Asphalt,4,2004,OCI_06,95.0122
0032P-Both-399,Asphalt,2,2011,OCI_06,88.41518
0032P-Both-232,Asphalt,2,2006,OCI_06,94.13645
0032P-Both-91,Asphalt,3,2006,OCI_06,85.91562
0032P-Both-338,Asphalt,2,2011,OCI_06,84.77554
0034P-Both-156,Asphalt,4,2007,OCI_06,92.67093
0035P-Both-233,Asphalt,3,2002,OCI_06,96.25903
0035P-Both-315,Asphalt,3,2005,OCI_06,75.70742
0035P-Both-400,Asphalt,2,2001,OCI_06,95.45528
0035P-Both-374,Asphalt,3,2005,OCI_06,81.97909
0035P-Both-133,Asphalt,3,2002,OCI_06,96.75452
0035P-Both-209,Asphalt,3,2009,OCI_06,91.25
0035P-Both-67,Asphalt,3,2011,OCI_06,80.42468
0035P-Both-134,Asphalt,3,2009,OCI_06,78.95289
0035P-Both-66,Asphalt,2,2006,OCI_06,92.6565
0035P-Both-314,Asphalt,3,2004,OCI_06,94.25912
0036P-Both-292,Asphalt,2,2009,OCI_06,90.76384
0036P-Both-291,Asphalt,2,2002,OCI_06,93.94853
0036P-Both-356,Asphalt,2,2009,OCI_06,89.12343
0036P-Both-47,Asphalt,3,2010,OCI_06,76.85736
0036P-Both-184,Asphalt,2,2005,OCI_06,96.7732
0036P-Both-375,Asphalt,2,2002,OCI_06,91.78446
0036P-Both-115,Asphalt,2,2007,OCI_06,85.34714
0036P-Both-210,Asphalt,2,2002,OCI_06,91.18791
0037P-Both-421,Asphalt,1,2001,OCI_06,88.90804
0037P-Both-485,Asphalt,1,2008,OCI_06,88.41748
0037P-Both-484,Asphalt,1,2008,OCI_06,88.28269
0038P-Both-481,Asphalt,1,2005,OCI_06,84.43312
0038P-Both-482,Asphalt,1,2005,OCI_06,84.43312
0038P-Both-483,Asphalt,1,2005,OCI_06,88.75603
0039P-Both-476,Concrete,1,2010,OCI_06,86.44641
0039P-Both-479,Asphalt,1,2009,OCI_06,78.74775
0039P-Both-475,Concrete,1,2011,OCI_06,88.23264
0039P-Both-472,Asphalt,1,2012,OCI_06,86.91822
0039P-Both-477,Concrete,1,2010,OCI_06,78.74775
0039P-Both-480,Asphalt,1,2004,OCI_06,88.58492
0039P-Both-473,Asphalt,1,2012,OCI_06,86.91822
0039P-Both-468,Asphalt,1,2011,OCI_06,84.87862
0039P-Both-467,Asphalt,1,2011,OCI_06,84.87862
0039P-Both-474,Asphalt,1,2005,OCI_06,92.78107
0039P-Both-470,Asphalt,1,2005,OCI_06,76.32913
0039P-Both-466,Asphalt,1,2011,OCI_06,84.87862
0039P-Both-465,Asphalt,1,2011,OCI_06,84.87862
0039P-Both-471,Asphalt,1,2005,OCI_06,76.32913
0039P-Both-469,Asphalt,1,2006,OCI_06,87.8702
0040P-Both-452,Asphalt,3,2008,OCI_06,85.97738
0040P-Both-443,Asphalt,3,2012,OCI_06,91.19884
0040P-Both-447,Asphalt,3,2011,OCI_06,76.78245
0040P-Both-460,Asphalt,3,2010,OCI_06,94.98678
0040P-Both-440,Asphalt,3,2005,OCI_06,93.67597
0040P-Both-463,Concrete,2,2006,OCI_06,81.57391
0040P-Both-439,Asphalt,3,2010,OCI_06,91.91347
0040P-Both-461,Asphalt,3,2008,OCI_06,92.19427
0040P-Both-442,Asphalt,3,2012,OCI_06,86.31264
0040P-Both-437,Asphalt,3,2003,OCI_06,95.43447
0040P-Both-446,Asphalt,3,2005,OCI_06,80.88648
0040P-Both-462,Concrete,3,2012,OCI_06,90.0443
0040P-Both-458,Asphalt,3,2007,OCI_06,89.08285
0040P-Both-457,Asphalt,3,2011,OCI_06,91.83649
0040P-Both-438,Asphalt,3,2010,OCI_06,91.70075
0040P-Both-449,Asphalt,3,2012,OCI_06,81.7055
0040P-Both-455,Asphalt,3,2008,OCI_06,92.04543
0040P-Both-441,Asphalt,3,2005,OCI_06,80.42466
0040P-Both-448,Asphalt,3,2012,OCI_06,78.32274
0040P-Both-445,Asphalt,3,2005,OCI_06,95.21175
0040P-Both-456,Asphalt,3,2011,OCI_06,92.94396
0040P-Both-454,Asphalt,3,2008,OCI_06,87.33473
0040P-Both-459,Asphalt,3,2002,OCI_06,94.02306
0040P-Both-451,Asphalt,3,2003,OCI_06,95.82867
0040P-Both-444,Asphalt,3,2005,OCI_06,94.76063
0040P-Both-453,Asphalt,3,2010,OCI_06,88.7959
0042P-Both-436,Asphalt,1,2012,OCI_06,82.7475
0043P-Both-434,Asphalt,3,2011,OCI_06,88.62291
0043P-Both-435,Asphalt,3,2004,OCI_06,71.85822
0044P-Both-430,Asphalt,3,2005,OCI_06,89.69017
0044P-Both-432,Asphalt,3,2005,OCI_06,74.71603
0044P-Both-433,Asphalt,3,2004,OCI_06,77.19663
0044P-Both-431,Asphalt,3,2004,OCI_06,79.87328
0045P-Both-425,Asphalt,3,2003,OCI_06,89.5415
0045P-Both-429,Asphalt,3,2005,OCI_06,82.72667
0045P-Both-427,Asphalt,3,2008,OCI_06,69.00769
0045P-Both-428,Asphalt,3,2008,OCI_06,46.46111
0045P-Both-426,Asphalt,3,2007,OCI_06,71.90076
0046P-Both-424,Asphalt,4,2012,OCI_06,68.74451
0046P-Both-495,Asphalt,4,2006,OCI_06,68.74451
0046P-Both-423,Asphalt,4,2012,OCI_06,68.74451
0046P-Both-488,Asphalt,4,2009,OCI_06,72.06921
0046P-Both-554,Asphalt,4,2012,OCI_06,68.74451
0046P-Both-581,Asphalt,4,2009,OCI_06,74.51892
0048P-Both-525,Asphalt,2,2009,OCI_06,85.73583
0048P-Both-553,Asphalt,2,2011,OCI_06,88.42903
0048P-Both-529,Asphalt,2,2001,OCI_06,85.93743
0048P-Both-494,Asphalt,2,2011,OCI_06,87.935
0048P-Both-571,Asphalt,2,2012,OCI_06,91.67251
0048P-Both-594,Asphalt,2,2009,OCI_06,89.14506
0048P-Both-606,Asphalt,2,2012,OCI_06,91.50737
0050P-Both-486,Asphalt,4,2005,OCI_06,88.59073
0050P-Both-580,Asphalt,4,2011,OCI_06,79.05847
0050P-Both-582,Asphalt,4,2012,OCI_06,83.08747
0050P-Both-478,Asphalt,4,2011,OCI_06,80.65342
0050P-Both-552,Asphalt,4,2011,OCI_06,83.08747
0050P-Both-607,Asphalt,4,2011,OCI_06,83.08747
0050P-Both-487,Asphalt,4,2012,OCI_06,83.08747
0050P-Both-604,Asphalt,4,2012,OCI_06,85.76116
0050P-Both-509,Asphalt,4,2005,OCI_06,90.56189
0050P-Both-605,Asphalt,4,2008,OCI_06,90.31593
0051P-Both-602,Asphalt,3,2007,OCI_06,86.5337
0052P-Both-601,Asphalt,3,2012,OCI_06,77.45238
0052P-Both-598,Asphalt,3,2011,OCI_06,95.99064
0052P-Both-600,Asphalt,3,2011,OCI_06,79.58014
0052P-Both-599,Asphalt,3,2008,OCI_06,94.004
0053P-Both-595,Asphalt,1,2004,OCI_06,89.06667
0053P-Both-596,Asphalt,1,2006,OCI_06,92.53036
0053P-Both-597,Asphalt,1,2003,OCI_06,91.3381
0054P-Both-593,Asphalt,3,2010,OCI_06,79.26493
0055P-Both-592,Asphalt,4,2009,OCI_06,88.49128
0056P-Both-579,Asphalt,4,2009,OCI_06,87.24111
0056P-Both-588,Asphalt,4,2012,OCI_06,76.83952
0056P-Both-590,Asphalt,4,2012,OCI_06,76.83952
0056P-Both-589,Asphalt,4,2011,OCI_06,76.83952
0056P-Both-591,Asphalt,4,2011,OCI_06,76.83952
0056P-Both-587,Asphalt,4,2011,OCI_06,76.83952
0056P-Both-583,Asphalt,4,2005,OCI_06,93.682
0056P-Both-586,Asphalt,4,2012,OCI_06,76.83952
0056P-Both-584,Asphalt,4,2005,OCI_06,92.88215
0056P-Both-585,Asphalt,4,2009,OCI_06,77.0864
0057P-Both-578,Asphalt,4,2003,OCI_06,77.06869
0058P-Both-577,Asphalt,2,2010,OCI_06,90.09018
0059P-Both-574,Asphalt,4,2012,OCI_06,71.56962
0059P-Both-575,Asphalt,4,2012,OCI_06,72.0839
0059P-Both-576,Asphalt,4,2011,OCI_06,70.48776
0060P-Both-573,Asphalt,1,2011,OCI_06,81.08333
0060P-Both-570,Asphalt,1,2003,OCI_06,94.38452
0060P-Both-572,Asphalt,1,2002,OCI_06,83.94965
0061P-Both-568,Asphalt,1,2005,OCI_06,86.68329
0061P-Both-569,Asphalt,1,2005,OCI_06,86.68329
0062P-Both-567,Asphalt,4,2012,OCI_06,77.59129
0062P-Both-565,Asphalt,4,2012,OCI_06,77.59129
0062P-Both-562,Asphalt,4,2007,OCI_06,79.55366
0062P-Both-566,Asphalt,4,2011,OCI_06,77.59129
0062P-Both-563,Asphalt,4,2010,OCI_06,76.9021
0062P-Both-564,Asphalt,4,2009,OCI_06,71.55293
0063P-Both-561,Asphalt,4,2012,OCI_06,81.81483
0064P-Both-560,Asphalt,4,2007,OCI_06,92.92796
0065P-Both-551,Asphalt,1,2005,OCI_06,87.3366
0065P-Both-559,Asphalt,2,2003,OCI_06,81.22304
0065P-Both-555,Asphalt,1,2005,OCI_06,87.3366
0065P-Both-558,Asphalt,2,2003,OCI_06,84.24938
0065P-Both-556,Asphalt,1,2005,OCI_06,85.93538
0065P-Both-550,Asphalt,2,2011,OCI_06,94.13188
0066P-Both-549,Asphalt,1,2005,OCI_06,86.26029
0066P-Both-547,Asphalt,1,2005,OCI_06,86.26029
0066P-Both-548,Asphalt,1,2005,OCI_06,86.26029
0067P-Positive-545,Asphalt,1,2007,OCI_06,0
0067P-Positive-544,Asphalt,1,2007,OCI_06,0
0067P-Positive-546,Asphalt,1,2007,OCI_06,0
0068P-Both-537,Asphalt,3,2011,OCI_06,71.64651
0068P-Both-524,Concrete,2,2001,OCI_06,85.43452
0068P-Both-530,Concrete,2,1997,OCI_06,84.87608
0068P-Both-531,Concrete,2,1997,OCI_06,84.04065
0068P-Both-519,Asphalt,1,2007,OCI_06,88.69773
0068P-Both-520,Concrete,1,2010,OCI_06,91.27752
0068P-Both-532,Concrete,2,2003,OCI_06,93.35896
0068P-Both-527,Concrete,2,2008,OCI_06,96.14707
0068P-Both-523,Asphalt,2,2005,OCI_06,95.98647
0068P-Both-521,Asphalt,1,2009,OCI_06,91.27752
0068P-Both-522,Asphalt,1,2009,OCI_06,89.75684
0068P-Both-534,Asphalt,2,2007,OCI_06,87.63702
0068P-Both-533,Concrete,2,2007,OCI_06,91.26945
0068P-Both-540,Asphalt,3,2004,OCI_06,76.91902
0068P-Both-526,Asphalt,2,2004,OCI_06,92.37946
0068P-Both-541,Asphalt,3,2011,OCI_06,83.67225
0068P-Both-535,Asphalt,2,2009,OCI_06,91.40121
0068P-Both-528,Asphalt,2,2006,OCI_06,94.7834
0068P-Both-542,Asphalt,3,2007,OCI_06,89.12
0068P-Both-536,Asphalt,3,2009,OCI_06,71.50582
0068P-Both-539,Asphalt,3,2004,OCI_06,71.59668
0068P-Both-543,Asphalt,3,2007,OCI_06,88.53333
0068P-Both-538,Asphalt,3,2011,OCI_06,71.6029
0070P-Positive-696,Asphalt,4,2011,OCI_06,59.09864
0070P-Positive-746,Concrete,4,2007,OCI_06,95.71748
0070P-Positive-677,Asphalt,4,2006,OCI_06,88.53517
0070P-Positive-673,Asphalt,4,2006,OCI_06,95.08632
0070P-Positive-697,Asphalt,4,2005,OCI_06,93.32795
0070P-Positive-744,Asphalt,4,2009,OCI_06,77.03021
0070P-Positive-726,Asphalt,4,2010,OCI_06,95.70307
0070P-Positive-676,Asphalt,4,2009,OCI_06,90.45698
0070P-Positive-732,Asphalt,4,2004,OCI_06,93.73726
0070P-Positive-489,Asphalt,4,2010,OCI_06,85.80719
0070P-Positive-663,Asphalt,4,2005,OCI_06,94.67472
0070P-Positive-723,Asphalt,4,2012,OCI_06,93.21555
0070P-Positive-724,Asphalt,4,2012,OCI_06,91.9125
0070P-Positive-675,Asphalt,4,2006,OCI_06,92.53642
0070P-Positive-721,Asphalt,4,2012,OCI_06,92.95824
0070P-Positive-664,Asphalt,4,2012,OCI_06,87.22073
