id,SURFACE_TY,REGION,YR_SURF,Metric,OCI
0039P-Both-472,Asphalt,1,2012,OCI_08,85.22541
0039P-Both-477,Concrete,1,2010,OCI_08,79.74706
0039P-Both-480,Asphalt,1,2004,OCI_08,87.41412
0039P-Both-473,Asphalt,1,2012,OCI_08,85.22541
0039P-Both-468,Asphalt,1,2011,OCI_08,85.34885
0039P-Both-467,Asphalt,1,2011,OCI_08,85.34885
0039P-Both-474,Asphalt,1,2005,OCI_08,88.93878
0039P-Both-470,Asphalt,1,2005,OCI_08,84.66592
0039P-Both-466,Asphalt,1,2011,OCI_08,85.34885
0039P-Both-465,Asphalt,1,2011,OCI_08,85.34885
0039P-Both-471,Asphalt,1,2005,OCI_08,84.66592
0039P-Both-469,Asphalt,1,2006,OCI_08,83.74021
0040P-Both-452,Asphalt,3,2008,OCI_08,87.22788
0040P-Both-443,Asphalt,3,2012,OCI_08,89.5944
0040P-Both-447,Asphalt,3,2011,OCI_08,82.73932
0040P-Both-460,Asphalt,3,2010,OCI_08,89.17856
0040P-Both-440,Asphalt,3,2005,OCI_08,88.57458
0040P-Both-463,Concrete,2,2006,OCI_08,95.0467
0040P-Both-439,Asphalt,3,2010,OCI_08,87.53622
0040P-Both-461,Asphalt,3,2008,OCI_08,86.89345
0040P-Both-442,Asphalt,3,2012,OCI_08,86.99192
0040P-Both-437,Asphalt,3,2003,OCI_08,90.53087
0040P-Both-446,Asphalt,3,2005,OCI_08,85.05591
0040P-Both-462,Concrete,3,2012,OCI_08,88.56338
0040P-Both-458,Asphalt,3,2007,OCI_08,89.79677
0040P-Both-457,Asphalt,3,2011,OCI_08,92.74082
0040P-Both-438,Asphalt,3,2010,OCI_08,88.72446
0040P-Both-449,Asphalt,3,2012,OCI_08,84.35957
0040P-Both-455,Asphalt,3,2008,OCI_08,91.44987
0040P-Both-441,Asphalt,3,2005,OCI_08,83.58647
0040P-Both-448,Asphalt,3,2012,OCI_08,85.07069
0040P-Both-445,Asphalt,3,2005,OCI_08,93.02212
0040P-Both-456,Asphalt,3,2011,OCI_08,89.42423
0040P-Both-454,Asphalt,3,2008,OCI_08,86.43506
0040P-Both-459,Asphalt,3,2002,OCI_08,92.03657
0040P-Both-451,Asphalt,3,2003,OCI_08,89.79156
0040P-Both-444,Asphalt,3,2005,OCI_08,89.69818
0040P-Both-453,Asphalt,3,2010,OCI_08,83.96725
0042P-Both-436,Asphalt,1,2012,OCI_08,80.3359
0043P-Both-434,Asphalt,3,2011,OCI_08,89.32749
0043P-Both-435,Asphalt,3,2004,OCI_08,80.9994
0044P-Both-430,Asphalt,3,2005,OCI_08,89.88897
0044P-Both-432,Asphalt,3,2005,OCI_08,77.69131
0044P-Both-433,Asphalt,3,2004,OCI_08,85.01446
0044P-Both-431,Asphalt,3,2004,OCI_08,87.25853
0045P-Both-425,Asphalt,3,2003,OCI_08,85.98596
0045P-Both-429,Asphalt,3,2005,OCI_08,80.4106
0045P-Both-427,Asphalt,3,2008,OCI_08,79.98869
0045P-Both-428,Asphalt,3,2008,OCI_08,84.7268
0045P-Both-426,Asphalt,3,2007,OCI_08,84.39911
0046P-Both-424,Asphalt,4,2012,OCI_08,77.41259
0046P-Both-495,Asphalt,4,2006,OCI_08,77.41259
0046P-Both-423,Asphalt,4,2012,OCI_08,77.41259
0046P-Both-488,Asphalt,4,2009,OCI_08,80.05079
0046P-Both-554,Asphalt,4,2012,OCI_08,77.41259
0046P-Both-581,Asphalt,4,2009,OCI_08,77.28976
0048P-Both-525,Asphalt,2,2009,OCI_08,81.32129
0048P-Both-553,Asphalt,2,2011,OCI_08,83.92332
0048P-Both-529,Asphalt,2,2001,OCI_08,72.6665
0048P-Both-494,Asphalt,2,2011,OCI_08,86.72419
0048P-Both-571,Asphalt,2,2012,OCI_08,61.77732
0048P-Both-594,Asphalt,2,2009,OCI_08,81.78068
0048P-Both-606,Asphalt,2,2012,OCI_08,83.04451
0050P-Both-486,Asphalt,4,2005,OCI_08,89.04465
0050P-Both-580,Asphalt,4,2011,OCI_08,80.33511
0050P-Both-582,Asphalt,4,2012,OCI_08,85.84759
0050P-Both-478,Asphalt,4,2011,OCI_08,87.56442
0050P-Both-552,Asphalt,4,2011,OCI_08,85.84759
0050P-Both-607,Asphalt,4,2011,OCI_08,85.84759
0050P-Both-487,Asphalt,4,2012,OCI_08,85.84759
0050P-Both-604,Asphalt,4,2012,OCI_08,82.71062
0050P-Both-509,Asphalt,4,2005,OCI_08,89.85998
0050P-Both-605,Asphalt,4,2008,OCI_08,88.72533
0051P-Both-602,Asphalt,3,2007,OCI_08,88.0088
0052P-Both-601,Asphalt,3,2012,OCI_08,82.35109
0052P-Both-598,Asphalt,3,2011,OCI_08,91.42294
0052P-Both-600,Asphalt,3,2011,OCI_08,86.96327
0052P-Both-599,Asphalt,3,2008,OCI_08,90.88306
0053P-Both-595,Asphalt,1,2004,OCI_08,84.1252
0053P-Both-596,Asphalt,1,2006,OCI_08,94.37638
0053P-Both-597,Asphalt,1,2003,OCI_08,88.69516
0054P-Both-593,Asphalt,3,2010,OCI_08,88.0418
0055P-Both-592,Asphalt,4,2009,OCI_08,80.55632
0056P-Both-579,Asphalt,4,2009,OCI_08,78.37981
0056P-Both-588,Asphalt,4,2012,OCI_08,84.0021
0056P-Both-590,Asphalt,4,2012,OCI_08,84.0021
0056P-Both-589,Asphalt,4,2011,OCI_08,84.0021
0056P-Both-591,Asphalt,4,2011,OCI_08,84.0021
0056P-Both-587,Asphalt,4,2011,OCI_08,84.0021
0056P-Both-583,Asphalt,4,2005,OCI_08,85.95235
0056P-Both-586,Asphalt,4,2012,OCI_08,84.0021
0056P-Both-584,Asphalt,4,2005,OCI_08,90.9347
0056P-Both-585,Asphalt,4,2009,OCI_08,93.54408
0057P-Both-578,Asphalt,4,2003,OCI_08,81.14043
0058P-Both-577,Asphalt,2,2010,OCI_08,82.8795
0059P-Both-574,Asphalt,4,2012,OCI_08,80.96412
0059P-Both-575,Asphalt,4,2012,OCI_08,83.68068
0059P-Both-576,Asphalt,4,2011,OCI_08,77.10364
0060P-Both-573,Asphalt,1,2011,OCI_08,82.35579
0060P-Both-570,Asphalt,1,2003,OCI_08,89.41583
0060P-Both-572,Asphalt,1,2002,OCI_08,80.66905
0061P-Both-568,Asphalt,1,2005,OCI_08,87.92566
0061P-Both-569,Asphalt,1,2005,OCI_08,87.92566
0062P-Both-567,Asphalt,4,2012,OCI_08,81.1773
0062P-Both-565,Asphalt,4,2012,OCI_08,81.1773
0062P-Both-562,Asphalt,4,2007,OCI_08,84.86222
0062P-Both-566,Asphalt,4,2011,OCI_08,81.1773
0062P-Both-563,Asphalt,4,2010,OCI_08,79.69803
0062P-Both-564,Asphalt,4,2009,OCI_08,80.3793
0063P-Both-561,Asphalt,4,2012,OCI_08,81.52265
0064P-Both-560,Asphalt,4,2007,OCI_08,87.97356
0065P-Both-551,Asphalt,1,2005,OCI_08,82.71972
0065P-Both-559,Asphalt,2,2003,OCI_08,76.87258
0065P-Both-555,Asphalt,1,2005,OCI_08,82.71972
0065P-Both-558,Asphalt,2,2003,OCI_08,79.69084
0065P-Both-556,Asphalt,1,2005,OCI_08,80.56843
0065P-Both-550,Asphalt,2,2011,OCI_08,89.69259
0066P-Both-549,Asphalt,1,2005,OCI_08,86.55502
0066P-Both-547,Asphalt,1,2005,OCI_08,86.55502
0066P-Both-548,Asphalt,1,2005,OCI_08,86.55502
0067P-Positive-545,Asphalt,1,2007,OCI_08,98
0067P-Positive-544,Asphalt,1,2007,OCI_08,98
0067P-Positive-546,Asphalt,1,2007,OCI_08,98
0068P-Both-537,Asphalt,3,2011,OCI_08,76.53223
0068P-Both-524,Concrete,2,2001,OCI_08,81.24503
0068P-Both-530,Concrete,2,1997,OCI_08,70.8901
0068P-Both-531,Concrete,2,1997,OCI_08,71.90684
0068P-Both-519,Asphalt,1,2007,OCI_08,85.64452
0068P-Both-520,Concrete,1,2010,OCI_08,78.94121
0068P-Both-532,Concrete,2,2003,OCI_08,91.89091
0068P-Both-527,Concrete,2,2008,OCI_08,89.0202
0068P-Both-523,Asphalt,2,2005,OCI_08,93.06508
0068P-Both-521,Asphalt,1,2009,OCI_08,78.94121
0068P-Both-522,Asphalt,1,2009,OCI_08,69.47865
0068P-Both-534,Asphalt,2,2007,OCI_08,83.62575
0068P-Both-533,Concrete,2,2007,OCI_08,95.49907
0068P-Both-540,Asphalt,3,2004,OCI_08,86.21756
0068P-Both-526,Asphalt,2,2004,OCI_08,81.65448
0068P-Both-541,Asphalt,3,2011,OCI_08,88.06362
0068P-Both-535,Asphalt,2,2009,OCI_08,81.98292
0068P-Both-528,Asphalt,2,2006,OCI_08,90.41851
0068P-Both-542,Asphalt,3,2007,OCI_08,88.24587
0068P-Both-536,Asphalt,3,2009,OCI_08,78.9965
0068P-Both-539,Asphalt,3,2004,OCI_08,80.5093
0068P-Both-543,Asphalt,3,2007,OCI_08,88.50614
0068P-Both-538,Asphalt,3,2011,OCI_08,80.01316
0070P-Positive-696,Asphalt,4,2011,OCI_08,79.64152
0070P-Positive-746,Concrete,4,2007,OCI_08,99.29047
0070P-Positive-677,Asphalt,4,2006,OCI_08,93.31642
0070P-Positive-673,Asphalt,4,2006,OCI_08,94.96057
0070P-Positive-697,Asphalt,4,2005,OCI_08,89.94076
0070P-Positive-744,Asphalt,4,2009,OCI_08,85.46259
0070P-Positive-726,Asphalt,4,2010,OCI_08,89.20597
0070P-Positive-676,Asphalt,4,2009,OCI_08,84.19549
0070P-Positive-732,Asphalt,4,2004,OCI_08,92.581
0070P-Positive-489,Asphalt,4,2010,OCI_08,90.68252
0070P-Positive-663,Asphalt,4,2005,OCI_08,90.57243
0070P-Positive-723,Asphalt,4,2012,OCI_08,87.61518
0070P-Positive-724,Asphalt,4,2012,OCI_08,88.67538
0070P-Positive-675,Asphalt,4,2006,OCI_08,86.10132
0070P-Positive-721,Asphalt,4,2012,OCI_08,84.98454
0070P-Positive-664,Asphalt,4,2012,OCI_08,88.11832
0070P-Positive-731,Asphalt,4,2007,OCI_08,94.47975
0070P-Positive-748,Asphalt,4,2012,OCI_08,72.80542
0070P-Positive-662,Asphalt,4,2012,OCI_08,87.23048
0070P-Positive-725,Asphalt,4,2011,OCI_08,92.67434
0070P-Positive-745,Concrete,4,2007,OCI_08,97.22317
0070P-Positive-667,Asphalt,4,2011,OCI_08,83.57203
0070P-Positive-672,Asphalt,4,2007,OCI_08,93.78661
0070P-Positive-674,Asphalt,4,2004,OCI_08,89.69034
0070P-Positive-747,Concrete,4,2007,OCI_08,96.61919
0070P-Positive-710,Asphalt,4,2010,OCI_08,83.8059
0071P-Both-656,Asphalt,2,2005,OCI_08,86.15169
0071P-Both-653,Asphalt,2,2012,OCI_08,85.53168
0071P-Both-659,Asphalt,2,2005,OCI_08,92.59185
0071P-Both-657,Asphalt,2,2007,OCI_08,87.68253
0071P-Both-652,Asphalt,2,2012,OCI_08,89.13215
0071P-Both-655,Asphalt,2,2005,OCI_08,88.56822
0071P-Both-660,Asphalt,2,2005,OCI_08,88.34281
0071P-Both-661,Asphalt,2,2004,OCI_08,92.20498
0071P-Both-654,Asphalt,2,2002,OCI_08,87.04321
0071P-Both-651,Asphalt,2,2005,OCI_08,91.03859
0072P-Both-646,Asphalt,4,2010,OCI_08,82.16135
0072P-Both-649,Asphalt,4,2005,OCI_08,88.50814
0072P-Both-647,Asphalt,4,2010,OCI_08,87.40066
0072P-Both-648,Asphalt,4,2009,OCI_08,87.96737
0073P-Both-638,Asphalt,3,2012,OCI_08,78.35913
0073P-Both-639,Asphalt,3,2011,OCI_08,84.14293
0073P-Both-640,Asphalt,3,2012,OCI_08,85.19861
0073P-Both-642,Asphalt,3,2012,OCI_08,85.35697
0073P-Both-643,Asphalt,3,2006,OCI_08,83.6803
0073P-Both-641,Asphalt,3,2012,OCI_08,92.56882
0073P-Both-644,Asphalt,2,2002,OCI_08,80.04264
0073P-Both-645,Asphalt,2,2003,OCI_08,82.18269
0074P-Both-635,Asphalt,3,2002,OCI_08,90.23975
0074P-Both-634,Asphalt,3,2002,OCI_08,90.93862
0074P-Both-637,Asphalt,3,2006,OCI_08,96.20992
0074P-Both-636,Asphalt,3,2012,OCI_08,90.5668
0075P-Both-632,Asphalt,3,2004,OCI_08,83.00514
0076P-Both-631,Asphalt,4,2010,OCI_08,82.36502
0077P-Both-629,Asphalt,3,2010,OCI_08,90.36109
0077P-Both-630,Asphalt,3,2010,OCI_08,90.19694
0078P-Both-626,Asphalt,3,2012,OCI_08,86.32448
0079P-Both-625,Concrete,1,2009,OCI_08,86.02023
0079P-Both-622,Asphalt,1,2003,OCI_08,88.06046
0079P-Both-624,Asphalt,1,2009,OCI_08,86.0526
0079P-One Way-623,Asphalt,1,2003,OCI_08,88.06046
0079P-One Way-621,Asphalt,1,2003,OCI_08,87.82501
0080P-Positive-861,Asphalt,2,2011,OCI_08,88.52938
0080P-Positive-846,Concrete,2,2009,OCI_08,94.94384
0080P-Positive-845,Concrete,2,2009,OCI_08,93.95698
0080P-Positive-842,Asphalt,2,2012,OCI_08,89.32019
0080P-Positive-847,Concrete,2,2000,OCI_08,93.4754
0080P-Positive-848,Concrete,2,2000,OCI_08,90.76575
0080P-Positive-839,Asphalt,2,2004,OCI_08,90.80078
0080P-Positive-849,Concrete,2,2001,OCI_08,89.86852
0080P-Positive-843,Concrete,2,2011,OCI_08,86.50779
0080P-Positive-857,Concrete,2,2001,OCI_08,90.85304
0080P-Positive-838,Asphalt,2,2012,OCI_08,90.67006
0080P-Positive-864,Concrete,2,2006,OCI_08,96.8568
0080P-Positive-860,Concrete,2,2001,OCI_08,94.269
0080P-Positive-875,Concrete,2,2001,OCI_08,79.9033
0080P-Positive-817,Asphalt,2,2007,OCI_08,92.02878
0080P-Positive-822,Asphalt,2,2004,OCI_08,84.06481
0080P-Positive-819,Asphalt,2,2012,OCI_08,90.36393
0080P-Positive-885,Asphalt,2,2006,OCI_08,91.85
0080P-Positive-876,Asphalt,2,2006,OCI_08,88.50116
0080P-Positive-859,Concrete,2,2003,OCI_08,91.9062
0080P-Positive-824,Asphalt,2,2010,OCI_08,91.41518
0080P-Positive-878,Asphalt,2,2010,OCI_08,85.95297
0080P-Positive-840,Asphalt,2,2011,OCI_08,91.12427
0080P-Positive-886,Asphalt,2,2006,OCI_08,90.26084
0080P-Positive-841,Asphalt,2,2012,OCI_08,92.34104
0080P-Positive-818,Asphalt,2,2008,OCI_08,99.942
0080P-Positive-823,Asphalt,2,2012,OCI_08,84.55116
0080P-Positive-889,Asphalt,2,2006,OCI_08,89.31264
0080P-Positive-881,Asphalt,2,2010,OCI_08,91.61125
0080P-Positive-902,Asphalt,2,2006,OCI_08,91.136
0080P-Positive-901,Asphalt,2,2006,OCI_08,92.925
0080P-Positive-903,Asphalt,2,2010,OCI_08,87.04268
0080P-Positive-821,Asphalt,2,2009,OCI_08,88.20174
0080P-Positive-900,Asphalt,2,2003,OCI_08,89.28356
0080P-Positive-877,Asphalt,2,2010,OCI_08,86.43435
0081P-Both-816,Asphalt,1,2005,OCI_08,88.0342
0082P-Both-814,Asphalt,1,2005,OCI_08,77.32767
0082P-Both-815,Asphalt,1,2010,OCI_08,88.89236
0083P-Both-810,Asphalt,1,2008,OCI_08,89.6016
0083P-Both-811,Asphalt,1,2008,OCI_08,89.63862
0083P-Both-801,Asphalt,1,2012,OCI_08,86.09212
0083P-Both-812,Asphalt,1,2008,OCI_08,89.7343
0083P-Both-813,Asphalt,1,2008,OCI_08,89.7343
0083P-Both-798,Asphalt,1,2012,OCI_08,85.1757
0084P-Positive-769,Asphalt,1,2010,OCI_08,95.7892
0084P-Positive-763,Asphalt,2,2008,OCI_08,86.985
0084P-Positive-772,Asphalt,1,2011,OCI_08,92.51816
0084P-Positive-756,Asphalt,2,2012,OCI_08,85.47386
0084P-Positive-766,Asphalt,1,2008,OCI_08,89.60712
0084P-Positive-767,Concrete,1,2006,OCI_08,92.31527
0084P-Positive-779,Asphalt,1,2008,OCI_08,99.68849
0084P-Positive-780,Asphalt,1,2010,OCI_08,90.17401
0084P-Positive-765,Concrete,1,2012,OCI_08,88.43758
0084P-Positive-764,Concrete,1,2007,OCI_08,97.08711
0084P-Positive-771,Concrete,1,2011,OCI_08,95.27672
0084P-Positive-770,Concrete,1,2007,OCI_08,99.63034
0085P-Positive-755,Asphalt,3,2011,OCI_08,0
0085P-Positive-753,Asphalt,2,2011,OCI_08,0
0085P-Positive-752,Asphalt,2,2011,OCI_08,0
0086P-Both-751,Asphalt,2,2006,OCI_08,87.14335
0087P-Both-785,Asphalt,3,2004,OCI_08,85.64108
0087P-Both-750,Asphalt,3,2012,OCI_08,86.25314
0087P-Both-682,Asphalt,3,2005,OCI_08,83.65697
0087P-Both-858,Asphalt,3,2008,OCI_08,87.37852
0087P-Both-749,Asphalt,3,2004,OCI_08,86.5094
0088P-Both-874,Asphalt,3,2010,OCI_08,80.66255
0089P-Both-685,Asphalt,3,2003,OCI_08,85.45
0089P-Both-700,Asphalt,3,2004,OCI_08,82.66667
0089P-Both-799,Asphalt,1,2012,OCI_08,72.11806
0089P-Both-694,Asphalt,4,2012,OCI_08,91.69237
0089P-Both-778,Asphalt,2,2006,OCI_08,87.9758
0089P-Both-681,Asphalt,2,2001,OCI_08,83.29613
0089P-Both-699,Asphalt,1,2001,OCI_08,84.90787
0089P-Both-716,Asphalt,2,2004,OCI_08,88.21519
0089P-Both-897,Concrete,1,2009,OCI_08,84.06094
0089P-Both-830,Asphalt,1,2008,OCI_08,86.92615
0089P-Both-866,Asphalt,3,2001,OCI_08,60.87118
0089P-Both-950,Concrete,1,2009,OCI_08,77.32828
0089P-Both-738,Asphalt,3,2010,OCI_08,91.50901
0089P-Both-671,Asphalt,4,2009,OCI_08,87.67268
0089P-Both-734,Asphalt,1,2012,OCI_08,78.44642
0089P-Both-832,Concrete,3,2011,OCI_08,85.56654
0089P-Both-776,Asphalt,4,2012,OCI_08,88.79538
0089P-Both-701,Concrete,3,2011,OCI_08,85.43375
0089P-Both-893,Asphalt,3,2012,OCI_08,90.55783
0089P-Both-727,Asphalt,4,2009,OCI_08,80.31397
0089P-Both-890,Asphalt,1,2012,OCI_08,87.26572
0089P-Both-736,Asphalt,3,2003,OCI_08,95.80364
0089P-Both-729,Asphalt,4,2009,OCI_08,90.09411
0089P-Both-733,Asphalt,1,2009,OCI_08,84.90787
0089P-Both-894,Asphalt,3,2008,OCI_08,91.81969
0089P-Both-722,Asphalt,4,2012,OCI_08,80.74124
0089P-Both-758,Asphalt,1,2008,OCI_08,83.74745
0089P-Both-887,Asphalt,4,2006,OCI_08,82.69734
0089P-Both-693,Asphalt,2,2007,OCI_08,86.38987
0089P-Both-684,Asphalt,4,2006,OCI_08,88.67171
0089P-Both-940,Asphalt,4,2009,OCI_08,83.49282
0089P-Both-943,Asphalt,1,2010,OCI_08,89.88274
0089P-Both-929,Asphalt,4,2012,OCI_08,86.84648
0089P-Both-907,Asphalt,2,2012,OCI_08,90.54659
0089P-Both-930,Asphalt,2,2003,OCI_08,86.90191
0089P-Both-802,Asphalt,3,2012,OCI_08,95.06722
0089P-Both-806,Asphalt,1,2008,OCI_08,83.294
0089P-Both-689,Asphalt,1,2009,OCI_08,92.7074
0089P-Both-665,Asphalt,1,2012,OCI_08,91.59093
0089P-Both-713,Asphalt,1,2003,OCI_08,92.83088
0089P-Both-945,Asphalt,3,2012,OCI_08,89.26653
0089P-Both-698,Asphalt,1,2008,OCI_08,83.74745
0089P-Both-855,Asphalt,4,2011,OCI_08,88.79538
0089P-Both-741,Asphalt,1,2005,OCI_08,90.74607
0089P-Both-796,Asphalt,4,2012,OCI_08,84.35306
0089P-Both-872,Asphalt,3,2012,OCI_08,92.58886
0089P-Both-789,Asphalt,4,2011,OCI_08,85.48152
0089P-Both-862,Asphalt,4,2012,OCI_08,85.48152
0089P-Both-882,Asphalt,4,2011,OCI_08,80.74124
0089P-Both-800,Asphalt,3,2003,OCI_08,90.55783
0089P-Both-891,Asphalt,1,2001,OCI_08,88.53344
0089P-Both-869,Asphalt,1,2009,OCI_08,83.294
0089P-Both-717,Asphalt,2,2001,OCI_08,84.2772
0089P-Both-884,Asphalt,4,2009,OCI_08,91.18641
0089P-Both-831,Asphalt,1,2009,OCI_08,76.48076
0089P-Both-927,Asphalt,1,2006,OCI_08,86.38708
0089P-Both-827,Asphalt,4,2007,OCI_08,91.71225
0089P-Both-670,Asphalt,4,2009,OCI_08,86.50292
0089P-Both-730,Asphalt,4,2007,OCI_08,94.02249
0089P-Both-922,Asphalt,4,2010,OCI_08,86.0753
0089P-Both-650,Asphalt,4,2010,OCI_08,85.06748
0089P-Both-683,Asphalt,4,2009,OCI_08,81.94515
0089P-Both-777,Asphalt,2,2011,OCI_08,85.25755
0089P-Both-947,Asphalt,3,2006,OCI_08,91.2086
0089P-Both-757,Asphalt,4,2005,OCI_08,91.33868
0089P-Both-737,Asphalt,3,2006,OCI_08,86.3187
0089P-Both-797,Asphalt,4,2007,OCI_08,91.16748
0089P-Both-702,Asphalt,3,2010,OCI_08,87.13093
0089P-Both-951,Asphalt,1,2009,OCI_08,83.294
0089P-Both-880,Asphalt,4,2010,OCI_08,76.3944
0089P-Both-728,Asphalt,4,2012,OCI_08,83.59596
0089P-Both-695,Asphalt,4,2009,OCI_08,85.88778
0089P-Both-883,Asphalt,4,2011,OCI_08,80.17881
0089P-Both-714,Asphalt,1,2012,OCI_08,80.11959
0089P-Both-926,Asphalt,1,2004,OCI_08,88.49547
0089P-Both-820,Asphalt,4,2010,OCI_08,76.42792
0089P-Both-865,Asphalt,4,2010,OCI_08,84.66929
0089P-Both-939,Asphalt,4,2009,OCI_08,92.0564
0089P-Both-941,Asphalt,4,2006,OCI_08,86.83999
0089P-Both-690,Asphalt,1,2004,OCI_08,90.01657
0089P-Both-946,Asphalt,3,2009,OCI_08,80.91189
0089P-Both-762,Asphalt,4,2006,OCI_08,86.4933
0089P-Both-679,Asphalt,1,2006,OCI_08,87.88959
0089P-Both-854,Asphalt,4,2011,OCI_08,90.56374
0089P-Both-928,Asphalt,4,2011,OCI_08,86.1608
0089P-Both-774,Asphalt,1,2003,OCI_08,82.67794
0089P-Both-870,Asphalt,1,2004,OCI_08,83.76669
0089P-Both-833,Asphalt,4,2010,OCI_08,87.92407
0089P-Both-828,Asphalt,4,2009,OCI_08,83.96485
0089P-Both-829,Asphalt,4,2011,OCI_08,85.09169
0089P-Both-879,Asphalt,4,2010,OCI_08,75.11885
0089P-Both-910,Asphalt,4,2009,OCI_08,85.57763
0089P-Both-899,Asphalt,4,2004,OCI_08,87.47976
0089P-Both-826,Asphalt,4,2012,OCI_08,84.59208
0089P-Both-836,Asphalt,4,2012,OCI_08,84.65522
0089P-Both-925,Asphalt,4,2010,OCI_08,76.68384
0089P-Both-888,Asphalt,4,2011,OCI_08,78.67392
0089P-Both-912,Asphalt,4,2011,OCI_08,88.92314
0089P-Both-844,Asphalt,4,2005,OCI_08,83.3566
0089P-Both-938,Asphalt,4,2009,OCI_08,90.98637
0089P-Both-863,Asphalt,4,2012,OCI_08,77.98657
0090P-Both-852,Asphalt,1,2005,OCI_08,94.64527
0091P-Both-668,Asphalt,1,2011,OCI_08,87.84662
0091P-Both-707,Asphalt,1,2011,OCI_08,88.69462
0091P-Both-708,Asphalt,1,2005,OCI_08,85.11097
0091P-Both-775,Asphalt,1,2011,OCI_08,85.11097
0091P-Both-834,Asphalt,1,2007,OCI_08,92.2435
0091P-Both-908,Asphalt,1,2007,OCI_08,94.38396
0091P-Both-853,Asphalt,1,2004,OCI_08,90.71727
0091P-Both-850,Asphalt,1,2012,OCI_08,92.61906
0091P-Both-680,Asphalt,1,2012,OCI_08,93.2372
0091P-Both-911,Asphalt,1,2012,OCI_08,93.78078
0091P-Both-759,Asphalt,1,2012,OCI_08,92.61906
0091P-Both-761,Asphalt,1,2004,OCI_08,90.71727
0091P-Both-909,Asphalt,1,2009,OCI_08,89.32812
0091P-Both-703,Asphalt,1,2006,OCI_08,89.27746
0091P-Both-760,Asphalt,1,2006,OCI_08,89.8229
0092P-Both-704,Asphalt,3,2003,OCI_08,80.91198
0092P-Both-669,Asphalt,3,2012,OCI_08,89.05589
0092P-Both-835,Asphalt,3,2012,OCI_08,86.76626
0092P-Both-739,Asphalt,3,2009,OCI_08,86.76626
0092P-Both-895,Concrete,3,2012,OCI_08,88.69464
0092P-Both-740,Asphalt,3,2011,OCI_08,73.42764
0092P-Both-803,Asphalt,3,2006,OCI_08,73.42764
0093P-Both-687,Asphalt,1,2009,OCI_08,85.19242
0094P-Both-949,Asphalt,4,2005,OCI_08,72.12855
0095P-Both-898,Asphalt,4,2012,OCI_08,81.50769
0095P-Both-923,Asphalt,4,2012,OCI_08,85.01851
0095P-Both-924,Asphalt,4,2011,OCI_08,78.45749
0095P-Both-711,Asphalt,4,2012,OCI_08,85.01851
0095P-Both-678,Asphalt,4,2012,OCI_08,78.9279
0095P-Both-773,Asphalt,4,2012,OCI_08,86.66782
0095P-Both-952,Asphalt,4,2011,OCI_08,81.50769
0095P-Both-868,Asphalt,4,2011,OCI_08,85.54498
0095P-Both-807,Asphalt,4,2011,OCI_08,81.50769
0095P-Both-804,Asphalt,4,2011,OCI_08,85.01851
0095P-Both-688,Asphalt,4,2011,OCI_08,85.01851
0095P-Both-867,Asphalt,4,2006,OCI_08,84.81573
0095P-Both-691,Asphalt,4,2005,OCI_08,81.33504
0095P-Both-851,Asphalt,4,2006,OCI_08,81.90253
0095P-Both-712,Asphalt,4,2005,OCI_08,81.3474
0095P-Both-743,Asphalt,4,2005,OCI_08,86.90872
0095P-Both-742,Asphalt,4,2004,OCI_08,89.04777
0095P-Both-706,Asphalt,4,2004,OCI_08,77.38816
0095P-Both-837,Asphalt,4,2004,OCI_08,88.0697
0096P-Both-871,Asphalt,4,2005,OCI_08,81.88549
0096P-Both-953,Asphalt,4,2005,OCI_08,84.93897
0097P-Both-808,Asphalt,1,2003,OCI_08,89.69195
0097P-Both-715,Asphalt,1,2008,OCI_08,89.38186
0099P-Both-692,Asphalt,4,2007,OCI_08,87.5851
0100P-Both-1033,Asphalt,4,2006,OCI_08,84.88839
0101P-Both-1032,Asphalt,1,2009,OCI_08,73.85704
0101P-Both-1031,Asphalt,1,2008,OCI_08,80.9895
0101P-Both-1030,Asphalt,1,2008,OCI_08,80.9895
0102P-Both-1025,Asphalt,1,2009,OCI_08,80.73837
0102P-Both-1026,Asphalt,1,2009,OCI_08,84.99091
0102P-Both-1024,Asphalt,1,2005,OCI_08,92.7486
0102P-Both-1028,Asphalt,1,2007,OCI_08,88.45564
0102P-Both-1027,Asphalt,1,2007,OCI_08,88.45564
0102P-Both-1029,Asphalt,1,2007,OCI_08,88.45564
0103P-Both-1023,Asphalt,1,2008,OCI_08,80.31531
0104P-Both-1022,Asphalt,1,2012,OCI_08,87.9203
0104P-Both-1021,Concrete,1,1993,OCI_08,80.07411
0104P-One Way-1019,Concrete,1,1993,OCI_08,49.05542
0104P-One Way-1020,Concrete,1,1993,OCI_08,80.07411
0105P-Both-1018,Asphalt,1,2009,OCI_08,83.0257
0106P-Both-1017,Asphalt,1,2009,OCI_08,72.6591
0106P-Both-1016,Asphalt,1,2007,OCI_08,91.27728
0106P-Both-1015,Asphalt,1,2005,OCI_08,90.44121
0107P-Both-1014,Asphalt,1,2001,OCI_08,81.5739
0108P-Both-1013,Asphalt,1,2008,OCI_08,88.08807
0108P-Both-1011,Asphalt,1,2004,OCI_08,92.87187
0108P-Both-1010,Concrete,1,2010,OCI_08,72.0671
0108P-Both-1008,Asphalt,1,2008,OCI_08,79.72774
0108P-Both-1012,Asphalt,1,2007,OCI_08,92.35513
