id,SURFACE_TY,REGION,YR_SURF,AADT_2011,year,OCI
0006P-Both-1,Asphalt,3,2011,7210,2004,96.36244
0006P-Both-1,Asphalt,3,2011,7210,2005,89.93015
0006P-Both-1,Asphalt,3,2011,7210,2006,90.22396
0006P-Both-1,Asphalt,3,2011,7210,2007,86.52546
0006P-Both-1,Asphalt,3,2011,7210,2008,82.41007
0006P-Both-1,Asphalt,3,2011,7210,2009,86.3288
0006P-Both-1,Asphalt,3,2011,7210,2010,76.64301
0006P-Both-1,Asphalt,3,2011,7210,2011,83.83437
0006P-Both-1,Asphalt,3,2011,7210,2012,93.86781
0006P-Both-10,Asphalt,4,2006,6270,2004,98.4977
0006P-Both-10,Asphalt,4,2006,6270,2005,94.87736
0006P-Both-10,Asphalt,4,2006,6270,2006,95.39695
0006P-Both-10,Asphalt,4,2006,6270,2007,85.95956
0006P-Both-10,Asphalt,4,2006,6270,2008,87.53631
0006P-Both-10,Asphalt,4,2006,6270,2009,87.69241
0006P-Both-10,Asphalt,4,2006,6270,2010,86.79717
0006P-Both-10,Asphalt,4,2006,6270,2011,81.29077
0006P-Both-10,Asphalt,4,2006,6270,2012,84.56012
0006P-Both-11,Asphalt,4,2009,4205,2004,95.63381
0006P-Both-11,Asphalt,4,2009,4205,2005,86.79644
0006P-Both-11,Asphalt,4,2009,4205,2006,54.6657
0006P-Both-11,Asphalt,4,2009,4205,2007,87.19309
0006P-Both-11,Asphalt,4,2009,4205,2008,77.96091
0006P-Both-11,Asphalt,4,2009,4205,2009,74.01791
0006P-Both-11,Asphalt,4,2009,4205,2010,80.74409
0006P-Both-11,Asphalt,4,2009,4205,2011,92.99988
0006P-Both-11,Asphalt,4,2009,4205,2012,90.25607
0006P-Both-12,Asphalt,4,2010,6270,2004,94.33612
0006P-Both-12,Asphalt,4,2010,6270,2005,57.55473
0006P-Both-12,Asphalt,4,2010,6270,2006,84.98716
0006P-Both-12,Asphalt,4,2010,6270,2007,69.4816
0006P-Both-12,Asphalt,4,2010,6270,2008,78.86104
0006P-Both-12,Asphalt,4,2010,6270,2009,85.84004
0006P-Both-12,Asphalt,4,2010,6270,2010,65.84299
0006P-Both-12,Asphalt,4,2010,6270,2011,94.20187
0006P-Both-12,Asphalt,4,2010,6270,2012,92.26741
0006P-Both-13,Asphalt,4,2010,6487,2004,95.44195
0006P-Both-13,Asphalt,4,2010,6487,2005,75.50839
0006P-Both-13,Asphalt,4,2010,6487,2006,76.66577
0006P-Both-13,Asphalt,4,2010,6487,2007,75.87425
0006P-Both-13,Asphalt,4,2010,6487,2008,88.38802
0006P-Both-13,Asphalt,4,2010,6487,2009,90.17448
0006P-Both-13,Asphalt,4,2010,6487,2010,81.16627
0006P-Both-13,Asphalt,4,2010,6487,2011,89.88142
0006P-Both-13,Asphalt,4,2010,6487,2012,93.81385
0006P-Both-15,Asphalt,4,2008,11623,2004,91.44725
0006P-Both-15,Asphalt,4,2008,11623,2005,79.06928
0006P-Both-15,Asphalt,4,2008,11623,2006,81.05232
0006P-Both-15,Asphalt,4,2008,11623,2007,87.05538
0006P-Both-15,Asphalt,4,2008,11623,2008,90.61498
0006P-Both-15,Asphalt,4,2008,11623,2009,89.71493
0006P-Both-15,Asphalt,4,2008,11623,2010,59.25614
0006P-Both-15,Asphalt,4,2008,11623,2011,63.03391
0006P-Both-15,Asphalt,4,2008,11623,2012,59.6411
0006P-Both-157,Asphalt,3,2004,2973,2004,93.98242
0006P-Both-157,Asphalt,3,2004,2973,2005,93.0989
0006P-Both-157,Asphalt,3,2004,2973,2006,81.64121
0006P-Both-157,Asphalt,3,2004,2973,2007,75.93639
0006P-Both-157,Asphalt,3,2004,2973,2008,85.676
0006P-Both-157,Asphalt,3,2004,2973,2009,82.45329
0006P-Both-157,Asphalt,3,2004,2973,2010,69.61574
0006P-Both-157,Asphalt,3,2004,2973,2011,80.64661
0006P-Both-157,Asphalt,3,2004,2973,2012,81.14018
0006P-Both-16,Asphalt,4,2007,11080,2004,83.7736
0006P-Both-16,Asphalt,4,2007,11080,2005,75.96218
0006P-Both-16,Asphalt,4,2007,11080,2006,72.57453
0006P-Both-16,Asphalt,4,2007,11080,2007,95.65177
0006P-Both-16,Asphalt,4,2007,11080,2008,94.88611
0006P-Both-16,Asphalt,4,2007,11080,2009,94.23996
0006P-Both-16,Asphalt,4,2007,11080,2010,94.00781
0006P-Both-16,Asphalt,4,2007,11080,2011,88.09942
0006P-Both-16,Asphalt,4,2007,11080,2012,94.78178
0006P-Both-168,Asphalt,3,2007,620,2004,80.66895
0006P-Both-168,Asphalt,3,2007,620,2005,84.03756
0006P-Both-168,Asphalt,3,2007,620,2006,78.79289
0006P-Both-168,Asphalt,3,2007,620,2007,72.83663
0006P-Both-168,Asphalt,3,2007,620,2008,85.38038
0006P-Both-168,Asphalt,3,2007,620,2009,78.48188
0006P-Both-168,Asphalt,3,2007,620,2010,75.03573
0006P-Both-168,Asphalt,3,2007,620,2011,72.72128
0006P-Both-168,Asphalt,3,2007,620,2012,85.41415
0006P-Both-17,Asphalt,4,2009,9228,2004,96.23633
0006P-Both-17,Asphalt,4,2009,9228,2005,55.54209
0006P-Both-17,Asphalt,4,2009,9228,2006,76.94424
0006P-Both-17,Asphalt,4,2009,9228,2007,77.74362
0006P-Both-17,Asphalt,4,2009,9228,2008,89.29869
0006P-Both-17,Asphalt,4,2009,9228,2009,91.99697
0006P-Both-17,Asphalt,4,2009,9228,2010,79.71645
0006P-Both-17,Asphalt,4,2009,9228,2011,84.92044
0006P-Both-17,Asphalt,4,2009,9228,2012,80.95664
0006P-Both-173,Asphalt,4,2010,330,2004,84.87845
0006P-Both-173,Asphalt,4,2010,330,2005,83.58367
0006P-Both-173,Asphalt,4,2010,330,2006,85.58241
0006P-Both-173,Asphalt,4,2010,330,2007,79.50461
0006P-Both-173,Asphalt,4,2010,330,2008,86.81139
0006P-Both-173,Asphalt,4,2010,330,2009,77.1079
0006P-Both-173,Asphalt,4,2010,330,2010,71.41659
0006P-Both-173,Asphalt,4,2010,330,2011,83.23794
0006P-Both-173,Asphalt,4,2010,330,2012,88.54319
0006P-Both-177,Asphalt,3,2010,592,2004,86.07139
0006P-Both-177,Asphalt,3,2010,592,2005,89.40179
0006P-Both-177,Asphalt,3,2010,592,2006,78.8626
0006P-Both-177,Asphalt,3,2010,592,2007,74.63763
0006P-Both-177,Asphalt,3,2010,592,2008,84.27492
0006P-Both-177,Asphalt,3,2010,592,2009,77.69579
0006P-Both-177,Asphalt,3,2010,592,2010,73.1984
0006P-Both-177,Asphalt,3,2010,592,2011,83.16674
0006P-Both-177,Asphalt,3,2010,592,2012,82.6676
0006P-Both-18,Asphalt,4,2011,8050,2004,96.22897
0006P-Both-18,Asphalt,4,2011,8050,2005,55.98237
0006P-Both-18,Asphalt,4,2011,8050,2006,77.89726
0006P-Both-18,Asphalt,4,2011,8050,2007,79.83146
0006P-Both-18,Asphalt,4,2011,8050,2008,84.19407
0006P-Both-18,Asphalt,4,2011,8050,2009,81.01812
0006P-Both-18,Asphalt,4,2011,8050,2010,63.28768
0006P-Both-18,Asphalt,4,2011,8050,2011,69.11334
0006P-Both-18,Asphalt,4,2011,8050,2012,92.43984
0006P-Both-19,Asphalt,4,2006,7007,2004,99.50819
0006P-Both-19,Asphalt,4,2006,7007,2005,95.24516
0006P-Both-19,Asphalt,4,2006,7007,2006,95.62809
0006P-Both-19,Asphalt,4,2006,7007,2007,85.96203
0006P-Both-19,Asphalt,4,2006,7007,2008,87.04207
0006P-Both-19,Asphalt,4,2006,7007,2009,86.94266
0006P-Both-19,Asphalt,4,2006,7007,2010,76.23276
0006P-Both-19,Asphalt,4,2006,7007,2011,77.32774
0006P-Both-19,Asphalt,4,2006,7007,2012,77.75089
0006P-Both-2,Asphalt,3,2000,7180,2004,96.33584
0006P-Both-2,Asphalt,3,2000,7180,2005,89.83912
0006P-Both-2,Asphalt,3,2000,7180,2006,90.13103
0006P-Both-2,Asphalt,3,2000,7180,2007,86.37962
0006P-Both-2,Asphalt,3,2000,7180,2008,82.34926
0006P-Both-2,Asphalt,3,2000,7180,2009,86.32503
0006P-Both-2,Asphalt,3,2000,7180,2010,76.41296
0006P-Both-2,Asphalt,3,2000,7180,2011,86.53593
0006P-Both-2,Asphalt,3,2000,7180,2012,77.0684
0006P-Both-20,Asphalt,4,2010,330,2004,84.87845
0006P-Both-20,Asphalt,4,2010,330,2005,83.58367
0006P-Both-20,Asphalt,4,2010,330,2006,85.58241
0006P-Both-20,Asphalt,4,2010,330,2007,79.50461
0006P-Both-20,Asphalt,4,2010,330,2008,86.81139
0006P-Both-20,Asphalt,4,2010,330,2009,77.1079
0006P-Both-20,Asphalt,4,2010,330,2010,62.9603
0006P-Both-20,Asphalt,4,2010,330,2011,80.84208
0006P-Both-20,Asphalt,4,2010,330,2012,87.77998
0006P-Both-203,Asphalt,4,2008,4822,2004,78.14684
0006P-Both-203,Asphalt,4,2008,4822,2005,77.76484
0006P-Both-203,Asphalt,4,2008,4822,2006,79.20699
0006P-Both-203,Asphalt,4,2008,4822,2007,73.9233
0006P-Both-203,Asphalt,4,2008,4822,2008,90.74887
0006P-Both-203,Asphalt,4,2008,4822,2009,92.73078
0006P-Both-203,Asphalt,4,2008,4822,2010,89.57113
0006P-Both-203,Asphalt,4,2008,4822,2011,89.4154
0006P-Both-203,Asphalt,4,2008,4822,2012,92.15056
0006P-Both-21,Asphalt,4,2003,4575,2004,97.27608
0006P-Both-21,Asphalt,4,2003,4575,2005,95.65184
0006P-Both-21,Asphalt,4,2003,4575,2006,91.25723
0006P-Both-21,Asphalt,4,2003,4575,2007,93.75392
0006P-Both-21,Asphalt,4,2003,4575,2008,90.73021
0006P-Both-21,Asphalt,4,2003,4575,2009,84.68843
0006P-Both-21,Asphalt,4,2003,4575,2010,68.64378
0006P-Both-21,Asphalt,4,2003,4575,2011,95.38558
0006P-Both-21,Asphalt,4,2003,4575,2012,95.59208
0006P-Both-22,Asphalt,4,2010,4575,2004,97.27608
0006P-Both-22,Asphalt,4,2010,4575,2005,95.65184
0006P-Both-22,Asphalt,4,2010,4575,2006,91.25723
0006P-Both-22,Asphalt,4,2010,4575,2007,93.75392
0006P-Both-22,Asphalt,4,2010,4575,2008,87.51991
0006P-Both-22,Asphalt,4,2010,4575,2009,76.99773
0006P-Both-22,Asphalt,4,2010,4575,2010,49.11947
0006P-Both-22,Asphalt,4,2010,4575,2011,89.05582
0006P-Both-22,Asphalt,4,2010,4575,2012,95.42448
0006P-Both-222,Asphalt,3,2009,15839,2004,99.06093
0006P-Both-222,Asphalt,3,2009,15839,2005,94.88278
0006P-Both-222,Asphalt,3,2009,15839,2006,87.04693
0006P-Both-222,Asphalt,3,2009,15839,2007,92.43499
0006P-Both-222,Asphalt,3,2009,15839,2008,83.6912
0006P-Both-222,Asphalt,3,2009,15839,2009,94.95904
0006P-Both-222,Asphalt,3,2009,15839,2010,83.20101
0006P-Both-222,Asphalt,3,2009,15839,2011,85.71927
0006P-Both-222,Asphalt,3,2009,15839,2012,92.08557
0006P-Both-23,Asphalt,4,2011,4575,2004,97.27608
0006P-Both-23,Asphalt,4,2011,4575,2005,95.65184
0006P-Both-23,Asphalt,4,2011,4575,2006,91.25723
0006P-Both-23,Asphalt,4,2011,4575,2007,93.75392
0006P-Both-23,Asphalt,4,2011,4575,2008,87.87586
0006P-Both-23,Asphalt,4,2011,4575,2009,82.64117
0006P-Both-23,Asphalt,4,2011,4575,2010,65.09439
0006P-Both-23,Asphalt,4,2011,4575,2011,85.38428
0006P-Both-23,Asphalt,4,2011,4575,2012,95.05363
0006P-Both-25,Asphalt,4,2011,4575,2004,97.27608
0006P-Both-25,Asphalt,4,2011,4575,2005,95.65184
0006P-Both-25,Asphalt,4,2011,4575,2006,91.25723
0006P-Both-25,Asphalt,4,2011,4575,2007,93.75392
0006P-Both-25,Asphalt,4,2011,4575,2008,87.87586
0006P-Both-25,Asphalt,4,2011,4575,2009,82.64117
0006P-Both-25,Asphalt,4,2011,4575,2010,55.5483
0006P-Both-25,Asphalt,4,2011,4575,2011,87.32881
0006P-Both-25,Asphalt,4,2011,4575,2012,95.1628
0006P-Both-26,Asphalt,4,2011,4575,2004,97.27608
0006P-Both-26,Asphalt,4,2011,4575,2005,95.65184
0006P-Both-26,Asphalt,4,2011,4575,2006,91.25723
0006P-Both-26,Asphalt,4,2011,4575,2007,93.75392
0006P-Both-26,Asphalt,4,2011,4575,2008,87.87586
0006P-Both-26,Asphalt,4,2011,4575,2009,82.64117
0006P-Both-26,Asphalt,4,2011,4575,2010,55.29314
0006P-Both-26,Asphalt,4,2011,4575,2011,73.89423
0006P-Both-26,Asphalt,4,2011,4575,2012,93.85376
0006P-Both-27,Asphalt,4,2011,4563,2004,97.27608
0006P-Both-27,Asphalt,4,2011,4563,2005,95.65184
0006P-Both-27,Asphalt,4,2011,4563,2006,91.25723
0006P-Both-27,Asphalt,4,2011,4563,2007,93.75392
0006P-Both-27,Asphalt,4,2011,4563,2008,87.87586
0006P-Both-27,Asphalt,4,2011,4563,2009,82.64117
0006P-Both-27,Asphalt,4,2011,4563,2010,55.29314
0006P-Both-27,Asphalt,4,2011,4563,2011,86.62925
0006P-Both-27,Asphalt,4,2011,4563,2012,94.16237
0006P-Both-270,Asphalt,3,2004,1360,2004,97.88487
0006P-Both-270,Asphalt,3,2004,1360,2005,97.1573
0006P-Both-270,Asphalt,3,2004,1360,2006,93.89451
0006P-Both-270,Asphalt,3,2004,1360,2007,80.77939
0006P-Both-270,Asphalt,3,2004,1360,2008,89.77995
0006P-Both-270,Asphalt,3,2004,1360,2009,86.22205
0006P-Both-270,Asphalt,3,2004,1360,2010,80.9466
0006P-Both-270,Asphalt,3,2004,1360,2011,76.21972
0006P-Both-270,Asphalt,3,2004,1360,2012,93.38844
0006P-Both-28,Asphalt,4,2009,7335,2004,93.6425
0006P-Both-28,Asphalt,4,2009,7335,2005,93.26893
0006P-Both-28,Asphalt,4,2009,7335,2006,90.01723
0006P-Both-28,Asphalt,4,2009,7335,2007,91.67812
0006P-Both-28,Asphalt,4,2009,7335,2008,85.70591
0006P-Both-28,Asphalt,4,2009,7335,2009,96.11339
0006P-Both-28,Asphalt,4,2009,7335,2010,92.3849
0006P-Both-28,Asphalt,4,2009,7335,2011,86.3721
0006P-Both-28,Asphalt,4,2009,7335,2012,90.91734
0006P-Both-281,Asphalt,4,2010,330,2004,84.87845
0006P-Both-281,Asphalt,4,2010,330,2005,83.58367
0006P-Both-281,Asphalt,4,2010,330,2006,85.58241
0006P-Both-281,Asphalt,4,2010,330,2007,79.50461
0006P-Both-281,Asphalt,4,2010,330,2008,86.81139
0006P-Both-281,Asphalt,4,2010,330,2009,77.1079
0006P-Both-281,Asphalt,4,2010,330,2010,76.40213
0006P-Both-281,Asphalt,4,2010,330,2011,84.70513
0006P-Both-281,Asphalt,4,2010,330,2012,90.30691
0006P-Both-3,Asphalt,3,2003,7160,2004,97.76218
0006P-Both-3,Asphalt,3,2003,7160,2005,93.99168
0006P-Both-3,Asphalt,3,2003,7160,2006,94.16259
0006P-Both-3,Asphalt,3,2003,7160,2007,92.44309
0006P-Both-3,Asphalt,3,2003,7160,2008,86.5792
0006P-Both-3,Asphalt,3,2003,7160,2009,90.82873
0006P-Both-3,Asphalt,3,2003,7160,2010,84.14739
0006P-Both-3,Asphalt,3,2003,7160,2011,86.76148
0006P-Both-3,Asphalt,3,2003,7160,2012,80.38064
0006P-Both-30,Asphalt,4,2009,4205,2004,93.89819
0006P-Both-30,Asphalt,4,2009,4205,2005,84.00461
0006P-Both-30,Asphalt,4,2009,4205,2006,63.92874
0006P-Both-30,Asphalt,4,2009,4205,2007,83.2243
0006P-Both-30,Asphalt,4,2009,4205,2008,81.02034
0006P-Both-30,Asphalt,4,2009,4205,2009,68.66117
0006P-Both-30,Asphalt,4,2009,4205,2010,94.92652
0006P-Both-30,Asphalt,4,2009,4205,2011,83.31228
0006P-Both-30,Asphalt,4,2009,4205,2012,92.18018
0006P-Both-300,Asphalt,4,2008,9582,2004,95.9453
0006P-Both-300,Asphalt,4,2008,9582,2005,93.16051
0006P-Both-300,Asphalt,4,2008,9582,2006,91.23734
0006P-Both-300,Asphalt,4,2008,9582,2007,92.63737
0006P-Both-300,Asphalt,4,2008,9582,2008,87.96613
0006P-Both-300,Asphalt,4,2008,9582,2009,84.22004
0006P-Both-300,Asphalt,4,2008,9582,2010,84.47423
0006P-Both-300,Asphalt,4,2008,9582,2011,87.60664
0006P-Both-300,Asphalt,4,2008,9582,2012,84.57886
0006P-Both-307,Asphalt,4,2012,2189,2004,91.28857
0006P-Both-307,Asphalt,4,2012,2189,2005,87.58568
0006P-Both-307,Asphalt,4,2012,2189,2006,84.66506
0006P-Both-307,Asphalt,4,2012,2189,2007,84.42319
0006P-Both-307,Asphalt,4,2012,2189,2008,85.13611
0006P-Both-307,Asphalt,4,2012,2189,2009,79.91285
0006P-Both-307,Asphalt,4,2012,2189,2010,71.23128
0006P-Both-307,Asphalt,4,2012,2189,2011,79.37133
0006P-Both-307,Asphalt,4,2012,2189,2012,89.14937
0006P-Both-31,Asphalt,4,2007,4205,2004,96.01
0006P-Both-31,Asphalt,4,2007,4205,2005,85.5
0006P-Both-31,Asphalt,4,2007,4205,2006,75.72077
0006P-Both-31,Asphalt,4,2007,4205,2007,89.89308
0006P-Both-31,Asphalt,4,2007,4205,2008,87.65248
0006P-Both-31,Asphalt,4,2007,4205,2009,90.68301
0006P-Both-31,Asphalt,4,2007,4205,2010,76.39778
0006P-Both-31,Asphalt,4,2007,4205,2011,84.41433
0006P-Both-31,Asphalt,4,2007,4205,2012,78.51334
0006P-Both-317,Asphalt,4,2010,330,2004,84.87845
0006P-Both-317,Asphalt,4,2010,330,2005,83.58367
0006P-Both-317,Asphalt,4,2010,330,2006,85.58241
0006P-Both-317,Asphalt,4,2010,330,2007,79.50461
0006P-Both-317,Asphalt,4,2010,330,2008,86.81139
0006P-Both-317,Asphalt,4,2010,330,2009,77.1079
0006P-Both-317,Asphalt,4,2010,330,2010,77.04013
0006P-Both-317,Asphalt,4,2010,330,2011,84.44142
0006P-Both-317,Asphalt,4,2010,330,2012,89.42229
0006P-Both-326,Asphalt,4,2009,6720,2004,88.73692
0006P-Both-326,Asphalt,4,2009,6720,2005,85.75713
0006P-Both-326,Asphalt,4,2009,6720,2006,57.72348
0006P-Both-326,Asphalt,4,2009,6720,2007,75.34701
0006P-Both-326,Asphalt,4,2009,6720,2008,91.69695
0006P-Both-326,Asphalt,4,2009,6720,2009,96.47386
0006P-Both-326,Asphalt,4,2009,6720,2010,93.81283
0006P-Both-326,Asphalt,4,2009,6720,2011,90.81112
0006P-Both-326,Asphalt,4,2009,6720,2012,94.74094
0006P-Both-34,Asphalt,4,2011,4575,2004,72.41481
0006P-Both-34,Asphalt,4,2011,4575,2005,73.11296
0006P-Both-34,Asphalt,4,2011,4575,2006,93.42963
0006P-Both-34,Asphalt,4,2011,4575,2007,89.82593
0006P-Both-34,Asphalt,4,2011,4575,2008,89.11623
0006P-Both-34,Asphalt,4,2011,4575,2009,83.99134
0006P-Both-34,Asphalt,4,2011,4575,2010,66.81183
0006P-Both-34,Asphalt,4,2011,4575,2011,65.35962
0006P-Both-34,Asphalt,4,2011,4575,2012,94.30277
0006P-Both-357,Asphalt,3,2012,9165,2004,96.51605
0006P-Both-357,Asphalt,3,2012,9165,2005,80.27442
0006P-Both-357,Asphalt,3,2012,9165,2006,90.7538
0006P-Both-357,Asphalt,3,2012,9165,2007,94.54838
0006P-Both-357,Asphalt,3,2012,9165,2008,90.03352
0006P-Both-357,Asphalt,3,2012,9165,2009,86.71985
0006P-Both-357,Asphalt,3,2012,9165,2010,70.60243
0006P-Both-357,Asphalt,3,2012,9165,2011,77.41785
0006P-Both-357,Asphalt,3,2012,9165,2012,87.86414
0006P-Both-366,Asphalt,4,2006,340,2004,83.40546
0006P-Both-366,Asphalt,4,2006,340,2005,87.72377
0006P-Both-366,Asphalt,4,2006,340,2006,90.38189
0006P-Both-366,Asphalt,4,2006,340,2007,84.32217
0006P-Both-366,Asphalt,4,2006,340,2008,87.11916
0006P-Both-366,Asphalt,4,2006,340,2009,80.05027
0006P-Both-366,Asphalt,4,2006,340,2010,84.81454
0006P-Both-366,Asphalt,4,2006,340,2011,76.30968
0006P-Both-366,Asphalt,4,2006,340,2012,87.27044
0006P-Both-382,Asphalt,3,2004,8468,2004,97.82199
0006P-Both-382,Asphalt,3,2004,8468,2005,94.92387
0006P-Both-382,Asphalt,3,2004,8468,2006,95.32218
0006P-Both-382,Asphalt,3,2004,8468,2007,94.52556
0006P-Both-382,Asphalt,3,2004,8468,2008,85.74561
0006P-Both-382,Asphalt,3,2004,8468,2009,86.5359
0006P-Both-382,Asphalt,3,2004,8468,2010,89.2633
0006P-Both-382,Asphalt,3,2004,8468,2011,81.4948
0006P-Both-382,Asphalt,3,2004,8468,2012,88.05393
0006P-Both-390,Asphalt,3,2003,9214,2004,95.90816
0006P-Both-390,Asphalt,3,2003,9214,2005,95.23929
0006P-Both-390,Asphalt,3,2003,9214,2006,93.58112
0006P-Both-390,Asphalt,3,2003,9214,2007,92.75
0006P-Both-390,Asphalt,3,2003,9214,2008,91.95577
0006P-Both-390,Asphalt,3,2003,9214,2009,89.44155
0006P-Both-390,Asphalt,3,2003,9214,2010,84.28642
0006P-Both-390,Asphalt,3,2003,9214,2011,84.60758
0006P-Both-390,Asphalt,3,2003,9214,2012,83.298
0006P-Both-392,Asphalt,3,2006,595,2004,93.72374
0006P-Both-392,Asphalt,3,2006,595,2005,92.70069
0006P-Both-392,Asphalt,3,2006,595,2006,90.8532
0006P-Both-392,Asphalt,3,2006,595,2007,87.68845
0006P-Both-392,Asphalt,3,2006,595,2008,88.83372
0006P-Both-392,Asphalt,3,2006,595,2009,77.58601
0006P-Both-392,Asphalt,3,2006,595,2010,77.05906
0006P-Both-392,Asphalt,3,2006,595,2011,74.52122
0006P-Both-392,Asphalt,3,2006,595,2012,80.19683
0006P-Both-4,Asphalt,4,2005,4601,2004,91.55833
0006P-Both-4,Asphalt,4,2005,4601,2005,95.61667
0006P-Both-4,Asphalt,4,2005,4601,2006,94.84167
0006P-Both-4,Asphalt,4,2005,4601,2007,87.3
0006P-Both-4,Asphalt,4,2005,4601,2008,86.88256
0006P-Both-4,Asphalt,4,2005,4601,2009,91.09703
0006P-Both-4,Asphalt,4,2005,4601,2010,86.22559
0006P-Both-4,Asphalt,4,2005,4601,2011,88.89613
0006P-Both-4,Asphalt,4,2005,4601,2012,85.5001
0006P-Both-413,Asphalt,3,2007,1269,2004,77.26373
0006P-Both-413,Asphalt,3,2007,1269,2005,76.74481
0006P-Both-413,Asphalt,3,2007,1269,2006,77.79727
0006P-Both-413,Asphalt,3,2007,1269,2007,71.8582
0006P-Both-413,Asphalt,3,2007,1269,2008,82.68247
0006P-Both-413,Asphalt,3,2007,1269,2009,86.57767
0006P-Both-413,Asphalt,3,2007,1269,2010,78.86788
0006P-Both-413,Asphalt,3,2007,1269,2011,62.38345
0006P-Both-413,Asphalt,3,2007,1269,2012,74.57045
0006P-Both-49,Asphalt,4,2006,4205,2004,93.26526
0006P-Both-49,Asphalt,4,2006,4205,2005,93.02098
0006P-Both-49,Asphalt,4,2006,4205,2006,80.04339
0006P-Both-49,Asphalt,4,2006,4205,2007,91.26828
0006P-Both-49,Asphalt,4,2006,4205,2008,86.74889
0006P-Both-49,Asphalt,4,2006,4205,2009,89.12547
0006P-Both-49,Asphalt,4,2006,4205,2010,85.1951
0006P-Both-49,Asphalt,4,2006,4205,2011,76.00973
0006P-Both-49,Asphalt,4,2006,4205,2012,87.74132
0006P-Both-5,Asphalt,4,2003,7160,2004,93.4022
0006P-Both-5,Asphalt,4,2003,7160,2005,83.87446
0006P-Both-5,Asphalt,4,2003,7160,2006,81.41534
0006P-Both-5,Asphalt,4,2003,7160,2007,78.37121
0006P-Both-5,Asphalt,4,2003,7160,2008,87.36977
0006P-Both-5,Asphalt,4,2003,7160,2009,50.49375
0006P-Both-5,Asphalt,4,2003,7160,2010,43.01609
0006P-Both-5,Asphalt,4,2003,7160,2011,49.21118
0006P-Both-5,Asphalt,4,2003,7160,2012,34.37749
0006P-Both-6,Asphalt,4,2010,7160,2004,93.4022
0006P-Both-6,Asphalt,4,2010,7160,2005,83.87446
0006P-Both-6,Asphalt,4,2010,7160,2006,81.41534
0006P-Both-6,Asphalt,4,2010,7160,2007,78.37121
0006P-Both-6,Asphalt,4,2010,7160,2008,87.42655
0006P-Both-6,Asphalt,4,2010,7160,2009,51.80808
0006P-Both-6,Asphalt,4,2010,7160,2010,55.51912
0006P-Both-6,Asphalt,4,2010,7160,2011,84.13526
0006P-Both-6,Asphalt,4,2010,7160,2012,92.23186
0006P-Both-7,Asphalt,4,2012,7148,2004,93.4022
0006P-Both-7,Asphalt,4,2012,7148,2005,83.87446
0006P-Both-7,Asphalt,4,2012,7148,2006,81.41534
0006P-Both-7,Asphalt,4,2012,7148,2007,78.37121
0006P-Both-7,Asphalt,4,2012,7148,2008,87.71046
0006P-Both-7,Asphalt,4,2012,7148,2009,58.37975
0006P-Both-7,Asphalt,4,2012,7148,2010,48.57392
0006P-Both-7,Asphalt,4,2012,7148,2011,54.60725
0006P-Both-7,Asphalt,4,2012,7148,2012,51.85471
0006P-Both-8,Asphalt,4,2007,7010,2004,92.56725
0006P-Both-8,Asphalt,4,2007,7010,2005,87.49912
0006P-Both-8,Asphalt,4,2007,7010,2006,92.18886
0006P-Both-8,Asphalt,4,2007,7010,2007,78.01265
0006P-Both-8,Asphalt,4,2007,7010,2008,85.84661
0006P-Both-8,Asphalt,4,2007,7010,2009,67.726
0006P-Both-8,Asphalt,4,2007,7010,2010,64.13039
0006P-Both-8,Asphalt,4,2007,7010,2011,64.38879
0006P-Both-8,Asphalt,4,2007,7010,2012,53.63224
0006P-Both-80,Asphalt,4,2010,330,2004,84.85063
0006P-Both-80,Asphalt,4,2010,330,2005,83.66188
0006P-Both-80,Asphalt,4,2010,330,2006,85.67308
0006P-Both-80,Asphalt,4,2010,330,2007,79.59562
0006P-Both-80,Asphalt,4,2010,330,2008,86.8172
0006P-Both-80,Asphalt,4,2010,330,2009,77.16348
0006P-Both-80,Asphalt,4,2010,330,2010,74.73133
0006P-Both-80,Asphalt,4,2010,330,2011,84.19226
0006P-Both-80,Asphalt,4,2010,330,2012,87.93364
0006P-Both-83,Asphalt,3,2006,595,2004,88.01995
0006P-Both-83,Asphalt,3,2006,595,2005,87.10423
0006P-Both-83,Asphalt,3,2006,595,2006,86.76995
0006P-Both-83,Asphalt,3,2006,595,2007,77.9615
0006P-Both-83,Asphalt,3,2006,595,2008,88.28739
0006P-Both-83,Asphalt,3,2006,595,2009,76.89908
0006P-Both-83,Asphalt,3,2006,595,2010,74.82247
0006P-Both-83,Asphalt,3,2006,595,2011,73.59425
0006P-Both-83,Asphalt,3,2006,595,2012,82.75035
0006P-Both-9,Asphalt,4,2009,6270,2004,94.33612
0006P-Both-9,Asphalt,4,2009,6270,2005,57.55473
0006P-Both-9,Asphalt,4,2009,6270,2006,84.98716
0006P-Both-9,Asphalt,4,2009,6270,2007,69.4816
0006P-Both-9,Asphalt,4,2009,6270,2008,78.86104
0006P-Both-9,Asphalt,4,2009,6270,2009,85.84004
0006P-Both-9,Asphalt,4,2009,6270,2010,91.96572
0006P-Both-9,Asphalt,4,2009,6270,2011,92.23942
0006P-Both-9,Asphalt,4,2009,6270,2012,92.45451
0006P-Both-98,Asphalt,4,2010,330,2004,84.87845
0006P-Both-98,Asphalt,4,2010,330,2005,83.58367
0006P-Both-98,Asphalt,4,2010,330,2006,85.58241
